Tempo;Deslocamento;Força;Tensão à tração;Deformação à tração (Deslocamento)
(s);(mm);(kN);(MPa);(%)
"0,0";"0,0";"0,8";"18,2";"0,0"
"0,0";"0,0";"0,8";"18,2";"0,0"
"0,0";"0,0";"0,8";"18,2";"0,0"
"0,1";"0,0";"0,8";"18,2";"0,0"
"0,1";"0,0";"0,8";"18,3";"0,0"
"0,1";"0,0";"0,8";"18,4";"0,0"
"0,1";"0,0";"0,8";"18,6";"0,0"
"0,1";"0,0";"0,8";"18,7";"0,0"
"0,2";"0,0";"0,8";"18,9";"0,0"
"0,2";"0,0";"0,8";"19,1";"0,0"
"0,2";"0,0";"0,8";"19,3";"0,0"
"0,2";"0,0";"0,8";"19,5";"0,0"
"0,2";"0,0";"0,9";"19,7";"0,0"
"0,3";"0,0";"0,9";"19,9";"0,0"
"0,3";"0,0";"0,9";"20,0";"0,0"
"0,3";"0,0";"0,9";"20,2";"0,0"
"0,3";"0,0";"0,9";"20,4";"0,0"
"0,3";"0,0";"0,9";"20,5";"0,0"
"0,4";"0,0";"0,9";"20,7";"0,0"
"0,4";"0,0";"0,9";"20,8";"0,0"
"0,4";"0,0";"0,9";"21,0";"0,0"
"0,4";"0,0";"0,9";"21,2";"0,0"
"0,4";"0,0";"0,9";"21,3";"0,0"
"0,5";"0,0";"0,9";"21,5";"0,0"
"0,5";"0,0";"0,9";"21,7";"0,0"
"0,5";"0,0";"0,9";"21,9";"0,0"
"0,5";"0,0";"1,0";"22,1";"0,0"
"0,5";"0,0";"1,0";"22,3";"0,0"
"0,6";"0,0";"1,0";"22,4";"0,0"
"0,6";"0,0";"1,0";"22,6";"0,0"
"0,6";"0,0";"1,0";"22,8";"0,0"
"0,6";"0,0";"1,0";"22,9";"0,0"
"0,6";"0,0";"1,0";"23,1";"0,0"
"0,7";"0,0";"1,0";"23,2";"0,0"
"0,7";"0,0";"1,0";"23,4";"0,0"
"0,7";"0,0";"1,0";"23,6";"0,0"
"0,7";"0,0";"1,0";"23,7";"0,0"
"0,7";"0,0";"1,0";"23,9";"0,0"
"0,8";"0,0";"1,0";"24,1";"0,0"
"0,8";"0,0";"1,1";"24,3";"0,0"
"0,8";"0,0";"1,1";"24,5";"0,0"
"0,8";"0,0";"1,1";"24,7";"0,0"
"0,8";"0,0";"1,1";"24,8";"0,0"
"0,9";"0,0";"1,1";"25,0";"0,0"
"0,9";"0,0";"1,1";"25,2";"0,0"
"0,9";"0,0";"1,1";"25,3";"0,0"
"0,9";"0,0";"1,1";"25,5";"0,0"
"0,9";"0,0";"1,1";"25,6";"0,0"
"1,0";"0,0";"1,1";"25,8";"0,0"
"1,0";"0,0";"1,1";"25,9";"0,0"
"1,0";"0,0";"1,1";"26,1";"0,0"
"1,0";"0,0";"1,1";"26,3";"0,0"
"1,0";"0,0";"1,1";"26,5";"0,0"
"1,1";"0,0";"1,2";"26,6";"0,0"
"1,1";"0,0";"1,2";"26,8";"0,0"
"1,1";"0,0";"1,2";"27,0";"0,0"
"1,1";"0,0";"1,2";"27,2";"0,0"
"1,1";"0,0";"1,2";"27,4";"0,0"
"1,2";"0,0";"1,2";"27,5";"0,0"
"1,2";"0,0";"1,2";"27,7";"0,0"
"1,2";"0,0";"1,2";"27,8";"0,0"
"1,2";"0,0";"1,2";"28,0";"0,0"
"1,2";"0,0";"1,2";"28,1";"0,0"
"1,3";"0,0";"1,2";"28,3";"0,0"
"1,3";"0,0";"1,2";"28,5";"0,0"
"1,3";"0,0";"1,2";"28,6";"0,0"
"1,3";"0,0";"1,2";"28,8";"0,0"
"1,3";"0,0";"1,3";"29,0";"0,0"
"1,4";"0,0";"1,3";"29,2";"0,0"
"1,4";"0,0";"1,3";"29,4";"0,0"
"1,4";"0,0";"1,3";"29,5";"0,0"
"1,4";"0,0";"1,3";"29,7";"0,0"
"1,4";"0,0";"1,3";"29,8";"0,0"
"1,5";"0,0";"1,3";"30,0";"0,0"
"1,5";"0,0";"1,3";"30,2";"0,0"
"1,5";"0,0";"1,3";"30,3";"0,0"
"1,5";"0,0";"1,3";"30,5";"0,0"
"1,5";"0,0";"1,3";"30,6";"0,0"
"1,6";"0,0";"1,3";"30,8";"0,0"
"1,6";"0,0";"1,3";"31,0";"0,0"
"1,6";"0,0";"1,4";"31,1";"0,0"
"1,6";"0,0";"1,4";"31,3";"0,0"
"1,6";"0,0";"1,4";"31,5";"0,0"
"1,7";"0,0";"1,4";"31,7";"0,0"
"1,7";"0,0";"1,4";"31,9";"0,0"
"1,7";"0,0";"1,4";"32,0";"0,0"
"1,7";"0,0";"1,4";"32,2";"0,0"
"1,7";"0,0";"1,4";"32,4";"0,0"
"1,8";"0,0";"1,4";"32,5";"0,0"
"1,8";"0,0";"1,4";"32,7";"0,0"
"1,8";"0,0";"1,4";"32,8";"0,0"
"1,8";"0,0";"1,4";"33,0";"0,0"
"1,8";"0,0";"1,4";"33,1";"0,0"
"1,9";"0,0";"1,4";"33,3";"0,0"
"1,9";"0,0";"1,5";"33,5";"0,0"
"1,9";"0,0";"1,5";"33,6";"0,0"
"1,9";"0,0";"1,5";"33,8";"0,0"
"1,9";"0,0";"1,5";"34,0";"0,0"
"2,0";"0,0";"1,5";"34,2";"0,0"
"2,0";"0,0";"1,5";"34,4";"0,0"
"2,0";"0,0";"1,5";"34,5";"0,0"
"2,0";"0,0";"1,5";"34,7";"0,0"
"2,0";"0,0";"1,5";"34,8";"0,0"
"2,1";"0,0";"1,5";"35,0";"0,0"
"2,1";"0,0";"1,5";"35,1";"0,0"
"2,1";"0,0";"1,5";"35,3";"0,0"
"2,1";"0,0";"1,5";"35,4";"0,0"
"2,1";"0,0";"1,5";"35,6";"0,0"
"2,2";"0,0";"1,6";"35,8";"0,0"
"2,2";"0,0";"1,6";"35,9";"0,0"
"2,2";"0,0";"1,6";"36,1";"0,0"
"2,2";"0,0";"1,6";"36,3";"0,0"
"2,2";"0,0";"1,6";"36,5";"0,0"
"2,3";"0,0";"1,6";"36,7";"0,0"
"2,3";"0,0";"1,6";"36,8";"0,0"
"2,3";"0,0";"1,6";"37,0";"0,0"
"2,3";"0,0";"1,6";"37,1";"0,0"
"2,3";"0,0";"1,6";"37,3";"0,0"
"2,4";"0,0";"1,6";"37,4";"0,0"
"2,4";"0,0";"1,6";"37,6";"0,0"
"2,4";"0,0";"1,6";"37,7";"0,0"
"2,4";"0,0";"1,6";"37,9";"0,0"
"2,4";"0,0";"1,7";"38,0";"0,0"
"2,5";"0,0";"1,7";"38,2";"0,0"
"2,5";"0,0";"1,7";"38,4";"0,0"
"2,5";"0,0";"1,7";"38,6";"0,0"
"2,5";"0,0";"1,7";"38,7";"0,0"
"2,5";"0,0";"1,7";"38,9";"0,0"
"2,6";"0,0";"1,7";"39,1";"0,0"
"2,6";"0,0";"1,7";"39,3";"0,0"
"2,6";"0,0";"1,7";"39,4";"0,0"
"2,6";"0,0";"1,7";"39,6";"0,0"
"2,6";"0,0";"1,7";"39,8";"0,0"
"2,7";"0,0";"1,7";"39,9";"0,0"
"2,7";"0,0";"1,7";"40,1";"0,0"
"2,7";"0,0";"1,7";"40,2";"0,0"
"2,7";"0,0";"1,8";"40,4";"0,0"
"2,7";"0,0";"1,8";"40,5";"0,0"
"2,8";"0,0";"1,8";"40,7";"0,0"
"2,8";"0,0";"1,8";"40,9";"0,0"
"2,8";"0,0";"1,8";"41,1";"0,0"
"2,8";"0,0";"1,8";"41,2";"0,0"
"2,8";"0,0";"1,8";"41,4";"0,0"
"2,9";"0,0";"1,8";"41,6";"0,0"
"2,9";"0,0";"1,8";"41,7";"0,0"
"2,9";"0,0";"1,8";"41,9";"0,0"
"2,9";"0,0";"1,8";"42,0";"0,0"
"2,9";"0,0";"1,8";"42,2";"0,0"
"3,0";"0,0";"1,8";"42,3";"0,0"
"3,0";"0,0";"1,8";"42,5";"0,0"
"3,0";"0,0";"1,8";"42,7";"0,0"
"3,0";"0,0";"1,9";"42,8";"0,0"
"3,0";"0,0";"1,9";"43,0";"0,0"
"3,1";"0,1";"1,9";"43,2";"0,1"
"3,1";"0,1";"1,9";"43,3";"0,1"
"3,1";"0,1";"1,9";"43,5";"0,1"
"3,1";"0,1";"1,9";"43,7";"0,1"
"3,1";"0,1";"1,9";"43,9";"0,1"
"3,2";"0,1";"1,9";"44,0";"0,1"
"3,2";"0,1";"1,9";"44,2";"0,1"
"3,2";"0,1";"1,9";"44,3";"0,1"
"3,2";"0,1";"1,9";"44,5";"0,1"
"3,2";"0,1";"1,9";"44,6";"0,1"
"3,3";"0,1";"1,9";"44,8";"0,1"
"3,3";"0,1";"1,9";"44,9";"0,1"
"3,3";"0,1";"2,0";"45,1";"0,1"
"3,3";"0,1";"2,0";"45,3";"0,1"
"3,3";"0,1";"2,0";"45,4";"0,1"
"3,4";"0,1";"2,0";"45,6";"0,1"
"3,4";"0,1";"2,0";"45,8";"0,1"
"3,4";"0,1";"2,0";"46,0";"0,1"
"3,4";"0,1";"2,0";"46,1";"0,1"
"3,4";"0,1";"2,0";"46,3";"0,1"
"3,5";"0,1";"2,0";"46,5";"0,1"
"3,5";"0,1";"2,0";"46,6";"0,1"
"3,5";"0,1";"2,0";"46,8";"0,1"
"3,5";"0,1";"2,0";"46,9";"0,1"
"3,5";"0,1";"2,0";"47,1";"0,1"
"3,6";"0,1";"2,0";"47,2";"0,1"
"3,6";"0,1";"2,1";"47,4";"0,1"
"3,6";"0,1";"2,1";"47,6";"0,1"
"3,6";"0,1";"2,1";"47,7";"0,1"
"3,6";"0,1";"2,1";"47,9";"0,1"
"3,7";"0,1";"2,1";"48,1";"0,1"
"3,7";"0,1";"2,1";"48,3";"0,1"
"3,7";"0,1";"2,1";"48,4";"0,1"
"3,7";"0,1";"2,1";"48,6";"0,1"
"3,7";"0,1";"2,1";"48,8";"0,1"
"3,8";"0,1";"2,1";"48,9";"0,1"
"3,8";"0,1";"2,1";"49,1";"0,1"
"3,8";"0,1";"2,1";"49,2";"0,1"
"3,8";"0,1";"2,1";"49,4";"0,1"
"3,8";"0,1";"2,1";"49,5";"0,1"
"3,9";"0,1";"2,2";"49,7";"0,1"
"3,9";"0,1";"2,2";"49,8";"0,1"
"3,9";"0,1";"2,2";"50,0";"0,1"
"3,9";"0,1";"2,2";"50,1";"0,1"
"3,9";"0,1";"2,2";"50,3";"0,1"
"4,0";"0,1";"2,2";"50,5";"0,1"
"4,0";"0,1";"2,2";"50,7";"0,1"
"4,0";"0,1";"2,2";"50,8";"0,1"
"4,0";"0,1";"2,2";"51,0";"0,1"
"4,0";"0,1";"2,2";"51,2";"0,1"
"4,1";"0,1";"2,2";"51,3";"0,1"
"4,1";"0,1";"2,2";"51,5";"0,1"
"4,1";"0,1";"2,2";"51,6";"0,1"
"4,1";"0,1";"2,2";"51,8";"0,1"
"4,1";"0,1";"2,3";"51,9";"0,1"
"4,2";"0,1";"2,3";"52,1";"0,1"
"4,2";"0,1";"2,3";"52,2";"0,1"
"4,2";"0,1";"2,3";"52,4";"0,1"
"4,2";"0,1";"2,3";"52,6";"0,1"
"4,2";"0,1";"2,3";"52,7";"0,1"
"4,3";"0,1";"2,3";"52,9";"0,1"
"4,3";"0,1";"2,3";"53,1";"0,1"
"4,3";"0,1";"2,3";"53,3";"0,1"
"4,3";"0,1";"2,3";"53,4";"0,1"
"4,3";"0,1";"2,3";"53,6";"0,1"
"4,4";"0,1";"2,3";"53,7";"0,1"
"4,4";"0,1";"2,3";"53,9";"0,1"
"4,4";"0,1";"2,3";"54,0";"0,1"
"4,4";"0,1";"2,4";"54,2";"0,1"
"4,4";"0,1";"2,4";"54,3";"0,1"
"4,5";"0,1";"2,4";"54,5";"0,1"
"4,5";"0,1";"2,4";"54,7";"0,1"
"4,5";"0,1";"2,4";"54,8";"0,1"
"4,5";"0,1";"2,4";"55,0";"0,1"
"4,5";"0,1";"2,4";"55,2";"0,1"
"4,6";"0,1";"2,4";"55,3";"0,1"
"4,6";"0,1";"2,4";"55,5";"0,1"
"4,6";"0,1";"2,4";"55,7";"0,1"
"4,6";"0,1";"2,4";"55,8";"0,1"
"4,6";"0,1";"2,4";"56,0";"0,1"
"4,7";"0,1";"2,4";"56,1";"0,1"
"4,7";"0,1";"2,4";"56,3";"0,1"
"4,7";"0,1";"2,4";"56,4";"0,1"
"4,7";"0,1";"2,5";"56,6";"0,1"
"4,7";"0,1";"2,5";"56,7";"0,1"
"4,8";"0,1";"2,5";"56,9";"0,1"
"4,8";"0,1";"2,5";"57,0";"0,1"
"4,8";"0,1";"2,5";"57,2";"0,1"
"4,8";"0,1";"2,5";"57,4";"0,1"
"4,8";"0,1";"2,5";"57,5";"0,1"
"4,9";"0,1";"2,5";"57,7";"0,1"
"4,9";"0,1";"2,5";"57,9";"0,1"
"4,9";"0,1";"2,5";"58,1";"0,1"
"4,9";"0,1";"2,5";"58,2";"0,1"
"4,9";"0,1";"2,5";"58,4";"0,1"
"5,0";"0,1";"2,5";"58,5";"0,1"
"5,0";"0,1";"2,5";"58,7";"0,1"
"5,0";"0,1";"2,6";"58,8";"0,1"
"5,0";"0,1";"2,6";"58,9";"0,1"
"5,0";"0,1";"2,6";"59,1";"0,1"
"5,1";"0,1";"2,6";"59,3";"0,1"
"5,1";"0,1";"2,6";"59,4";"0,1"
"5,1";"0,1";"2,6";"59,6";"0,1"
"5,1";"0,1";"2,6";"59,8";"0,1"
"5,1";"0,1";"2,6";"59,9";"0,1"
"5,2";"0,1";"2,6";"60,1";"0,1"
"5,2";"0,1";"2,6";"60,3";"0,1"
"5,2";"0,1";"2,6";"60,4";"0,1"
"5,2";"0,1";"2,6";"60,6";"0,1"
"5,2";"0,1";"2,6";"60,7";"0,1"
"5,3";"0,1";"2,6";"60,9";"0,1"
"5,3";"0,1";"2,6";"61,0";"0,1"
"5,3";"0,1";"2,7";"61,2";"0,1"
"5,3";"0,1";"2,7";"61,3";"0,1"
"5,3";"0,1";"2,7";"61,5";"0,1"
"5,4";"0,1";"2,7";"61,6";"0,1"
"5,4";"0,1";"2,7";"61,8";"0,1"
"5,4";"0,1";"2,7";"62,0";"0,1"
"5,4";"0,1";"2,7";"62,1";"0,1"
"5,4";"0,1";"2,7";"62,3";"0,1"
"5,5";"0,1";"2,7";"62,5";"0,1"
"5,5";"0,1";"2,7";"62,6";"0,1"
"5,5";"0,1";"2,7";"62,8";"0,1"
"5,5";"0,1";"2,7";"62,9";"0,1"
"5,5";"0,1";"2,7";"63,1";"0,1"
"5,6";"0,1";"2,7";"63,2";"0,1"
"5,6";"0,1";"2,7";"63,4";"0,1"
"5,6";"0,1";"2,8";"63,5";"0,1"
"5,6";"0,1";"2,8";"63,7";"0,1"
"5,6";"0,1";"2,8";"63,8";"0,1"
"5,7";"0,1";"2,8";"64,0";"0,1"
"5,7";"0,1";"2,8";"64,1";"0,1"
"5,7";"0,1";"2,8";"64,3";"0,1"
"5,7";"0,1";"2,8";"64,5";"0,1"
"5,7";"0,1";"2,8";"64,6";"0,1"
"5,8";"0,1";"2,8";"64,8";"0,1"
"5,8";"0,1";"2,8";"65,0";"0,1"
"5,8";"0,1";"2,8";"65,1";"0,1"
"5,8";"0,1";"2,8";"65,3";"0,1"
"5,8";"0,1";"2,8";"65,4";"0,1"
"5,9";"0,1";"2,8";"65,5";"0,1"
"5,9";"0,1";"2,8";"65,7";"0,1"
"5,9";"0,1";"2,9";"65,8";"0,1"
"5,9";"0,1";"2,9";"66,0";"0,1"
"5,9";"0,1";"2,9";"66,1";"0,1"
"6,0";"0,1";"2,9";"66,3";"0,1"
"6,0";"0,1";"2,9";"66,5";"0,1"
"6,0";"0,1";"2,9";"66,7";"0,1"
"6,0";"0,1";"2,9";"66,8";"0,1"
"6,0";"0,1";"2,9";"67,0";"0,1"
"6,1";"0,1";"2,9";"67,1";"0,1"
"6,1";"0,1";"2,9";"67,3";"0,1"
"6,1";"0,1";"2,9";"67,4";"0,1"
"6,1";"0,1";"2,9";"67,6";"0,1"
"6,1";"0,1";"2,9";"67,7";"0,1"
"6,2";"0,1";"2,9";"67,9";"0,1"
"6,2";"0,1";"2,9";"68,0";"0,1"
"6,2";"0,1";"3,0";"68,1";"0,1"
"6,2";"0,1";"3,0";"68,3";"0,1"
"6,2";"0,1";"3,0";"68,5";"0,1"
"6,3";"0,1";"3,0";"68,6";"0,1"
"6,3";"0,1";"3,0";"68,8";"0,1"
"6,3";"0,1";"3,0";"69,0";"0,1"
"6,3";"0,1";"3,0";"69,1";"0,1"
"6,3";"0,1";"3,0";"69,3";"0,1"
"6,4";"0,1";"3,0";"69,5";"0,1"
"6,4";"0,1";"3,0";"69,6";"0,1"
"6,4";"0,1";"3,0";"69,8";"0,1"
"6,4";"0,1";"3,0";"69,9";"0,1"
"6,4";"0,1";"3,0";"70,0";"0,1"
"6,5";"0,1";"3,0";"70,2";"0,1"
"6,5";"0,1";"3,1";"70,3";"0,1"
"6,5";"0,1";"3,1";"70,5";"0,1"
"6,5";"0,1";"3,1";"70,6";"0,1"
"6,5";"0,1";"3,1";"70,8";"0,1"
"6,6";"0,1";"3,1";"71,0";"0,1"
"6,6";"0,1";"3,1";"71,1";"0,1"
"6,6";"0,1";"3,1";"71,3";"0,1"
"6,6";"0,1";"3,1";"71,5";"0,1"
"6,6";"0,1";"3,1";"71,6";"0,1"
"6,7";"0,1";"3,1";"71,8";"0,1"
"6,7";"0,1";"3,1";"71,9";"0,1"
"6,7";"0,1";"3,1";"72,1";"0,1"
"6,7";"0,1";"3,1";"72,2";"0,1"
"6,7";"0,1";"3,1";"72,3";"0,1"
"6,8";"0,1";"3,1";"72,5";"0,1"
"6,8";"0,1";"3,1";"72,6";"0,1"
"6,8";"0,1";"3,2";"72,8";"0,1"
"6,8";"0,1";"3,2";"72,9";"0,1"
"6,8";"0,1";"3,2";"73,1";"0,1"
"6,9";"0,1";"3,2";"73,3";"0,1"
"6,9";"0,1";"3,2";"73,4";"0,1"
"6,9";"0,1";"3,2";"73,6";"0,1"
"6,9";"0,1";"3,2";"73,8";"0,1"
"6,9";"0,1";"3,2";"73,9";"0,1"
"7,0";"0,1";"3,2";"74,1";"0,1"
"7,0";"0,1";"3,2";"74,2";"0,1"
"7,0";"0,1";"3,2";"74,4";"0,1"
"7,0";"0,1";"3,2";"74,5";"0,1"
"7,0";"0,1";"3,2";"74,6";"0,1"
"7,1";"0,1";"3,2";"74,8";"0,1"
"7,1";"0,1";"3,3";"74,9";"0,1"
"7,1";"0,1";"3,3";"75,1";"0,1"
"7,1";"0,1";"3,3";"75,3";"0,1"
"7,1";"0,1";"3,3";"75,4";"0,1"
"7,2";"0,1";"3,3";"75,6";"0,1"
"7,2";"0,1";"3,3";"75,8";"0,1"
"7,2";"0,1";"3,3";"75,9";"0,1"
"7,2";"0,1";"3,3";"76,1";"0,1"
"7,2";"0,1";"3,3";"76,2";"0,1"
"7,3";"0,1";"3,3";"76,4";"0,1"
"7,3";"0,1";"3,3";"76,5";"0,1"
"7,3";"0,1";"3,3";"76,6";"0,1"
"7,3";"0,1";"3,3";"76,8";"0,1"
"7,3";"0,1";"3,3";"76,9";"0,1"
"7,4";"0,1";"3,3";"77,1";"0,1"
"7,4";"0,1";"3,3";"77,2";"0,1"
"7,4";"0,1";"3,4";"77,4";"0,1"
"7,4";"0,1";"3,4";"77,5";"0,1"
"7,4";"0,1";"3,4";"77,7";"0,1"
"7,5";"0,1";"3,4";"77,9";"0,1"
"7,5";"0,1";"3,4";"78,0";"0,1"
"7,5";"0,1";"3,4";"78,2";"0,1"
"7,5";"0,1";"3,4";"78,3";"0,1"
"7,5";"0,1";"3,4";"78,5";"0,1"
"7,6";"0,1";"3,4";"78,6";"0,1"
"7,6";"0,1";"3,4";"78,8";"0,1"
"7,6";"0,1";"3,4";"78,9";"0,1"
"7,6";"0,1";"3,4";"79,0";"0,1"
"7,6";"0,1";"3,4";"79,2";"0,1"
"7,7";"0,1";"3,4";"79,3";"0,1"
"7,7";"0,1";"3,4";"79,5";"0,1"
"7,7";"0,1";"3,5";"79,6";"0,1"
"7,7";"0,1";"3,5";"79,8";"0,1"
"7,7";"0,1";"3,5";"80,0";"0,1"
"7,8";"0,1";"3,5";"80,1";"0,1"
"7,8";"0,1";"3,5";"80,3";"0,1"
"7,8";"0,1";"3,5";"80,5";"0,1"
"7,8";"0,1";"3,5";"80,6";"0,1"
"7,8";"0,1";"3,5";"80,8";"0,1"
"7,9";"0,1";"3,5";"80,9";"0,1"
"7,9";"0,1";"3,5";"81,0";"0,1"
"7,9";"0,1";"3,5";"81,2";"0,1"
"7,9";"0,1";"3,5";"81,3";"0,1"
"7,9";"0,1";"3,5";"81,5";"0,1"
"8,0";"0,1";"3,5";"81,6";"0,1"
"8,0";"0,1";"3,5";"81,8";"0,1"
"8,0";"0,1";"3,6";"81,9";"0,1"
"8,0";"0,1";"3,6";"82,1";"0,1"
"8,0";"0,1";"3,6";"82,3";"0,1"
"8,1";"0,1";"3,6";"82,4";"0,1"
"8,1";"0,1";"3,6";"82,6";"0,1"
"8,1";"0,1";"3,6";"82,7";"0,1"
"8,1";"0,1";"3,6";"82,9";"0,1"
"8,1";"0,1";"3,6";"83,0";"0,1"
"8,2";"0,1";"3,6";"83,1";"0,1"
"8,2";"0,1";"3,6";"83,3";"0,1"
"8,2";"0,1";"3,6";"83,4";"0,1"
"8,2";"0,1";"3,6";"83,6";"0,1"
"8,2";"0,1";"3,6";"83,7";"0,1"
"8,3";"0,1";"3,6";"83,8";"0,1"
"8,3";"0,1";"3,6";"84,0";"0,1"
"8,3";"0,1";"3,7";"84,2";"0,1"
"8,3";"0,1";"3,7";"84,3";"0,1"
"8,3";"0,1";"3,7";"84,5";"0,1"
"8,4";"0,1";"3,7";"84,7";"0,1"
"8,4";"0,1";"3,7";"84,8";"0,1"
"8,4";"0,1";"3,7";"85,0";"0,1"
"8,4";"0,1";"3,7";"85,1";"0,1"
"8,4";"0,1";"3,7";"85,2";"0,1"
"8,5";"0,1";"3,7";"85,4";"0,1"
"8,5";"0,1";"3,7";"85,5";"0,1"
"8,5";"0,1";"3,7";"85,7";"0,1"
"8,5";"0,1";"3,7";"85,8";"0,1"
"8,5";"0,1";"3,7";"85,9";"0,1"
"8,6";"0,1";"3,7";"86,1";"0,1"
"8,6";"0,1";"3,7";"86,3";"0,1"
"8,6";"0,1";"3,7";"86,4";"0,1"
"8,6";"0,1";"3,8";"86,6";"0,1"
"8,6";"0,1";"3,8";"86,7";"0,1"
"8,7";"0,1";"3,8";"86,9";"0,1"
"8,7";"0,1";"3,8";"87,0";"0,1"
"8,7";"0,1";"3,8";"87,2";"0,1"
"8,7";"0,1";"3,8";"87,3";"0,1"
"8,7";"0,1";"3,8";"87,5";"0,1"
"8,8";"0,1";"3,8";"87,6";"0,1"
"8,8";"0,1";"3,8";"87,7";"0,1"
"8,8";"0,1";"3,8";"87,9";"0,1"
"8,8";"0,1";"3,8";"88,0";"0,1"
"8,8";"0,1";"3,8";"88,2";"0,1"
"8,9";"0,1";"3,8";"88,3";"0,1"
"8,9";"0,1";"3,8";"88,5";"0,1"
"8,9";"0,1";"3,8";"88,7";"0,1"
"8,9";"0,1";"3,9";"88,8";"0,1"
"8,9";"0,1";"3,9";"89,0";"0,1"
"9,0";"0,1";"3,9";"89,1";"0,1"
"9,0";"0,1";"3,9";"89,3";"0,1"
"9,0";"0,1";"3,9";"89,4";"0,1"
"9,0";"0,1";"3,9";"89,5";"0,1"
"9,0";"0,1";"3,9";"89,7";"0,1"
"9,1";"0,2";"3,9";"89,8";"0,2"
"9,1";"0,2";"3,9";"89,9";"0,2"
"9,1";"0,2";"3,9";"90,1";"0,2"
"9,1";"0,2";"3,9";"90,2";"0,2"
"9,1";"0,2";"3,9";"90,4";"0,2"
"9,2";"0,2";"3,9";"90,5";"0,2"
"9,2";"0,2";"3,9";"90,7";"0,2"
"9,2";"0,2";"3,9";"90,8";"0,2"
"9,2";"0,2";"3,9";"91,0";"0,2"
"9,2";"0,2";"4,0";"91,2";"0,2"
"9,3";"0,2";"4,0";"91,3";"0,2"
"9,3";"0,2";"4,0";"91,4";"0,2"
"9,3";"0,2";"4,0";"91,6";"0,2"
"9,3";"0,2";"4,0";"91,7";"0,2"
"9,3";"0,2";"4,0";"91,8";"0,2"
"9,4";"0,2";"4,0";"92,0";"0,2"
"9,4";"0,2";"4,0";"92,1";"0,2"
"9,4";"0,2";"4,0";"92,3";"0,2"
"9,4";"0,2";"4,0";"92,4";"0,2"
"9,4";"0,2";"4,0";"92,6";"0,2"
"9,5";"0,2";"4,0";"92,7";"0,2"
"9,5";"0,2";"4,0";"92,9";"0,2"
"9,5";"0,2";"4,0";"93,0";"0,2"
"9,5";"0,2";"4,0";"93,2";"0,2"
"9,5";"0,2";"4,0";"93,4";"0,2"
"9,6";"0,2";"4,1";"93,5";"0,2"
"9,6";"0,2";"4,1";"93,6";"0,2"
"9,6";"0,2";"4,1";"93,8";"0,2"
"9,6";"0,2";"4,1";"93,9";"0,2"
"9,6";"0,2";"4,1";"94,0";"0,2"
"9,7";"0,2";"4,1";"94,2";"0,2"
"9,7";"0,2";"4,1";"94,3";"0,2"
"9,7";"0,2";"4,1";"94,4";"0,2"
"9,7";"0,2";"4,1";"94,6";"0,2"
"9,7";"0,2";"4,1";"94,7";"0,2"
"9,8";"0,2";"4,1";"94,9";"0,2"
"9,8";"0,2";"4,1";"95,1";"0,2"
"9,8";"0,2";"4,1";"95,2";"0,2"
"9,8";"0,2";"4,1";"95,4";"0,2"
"9,8";"0,2";"4,1";"95,5";"0,2"
"9,9";"0,2";"4,1";"95,7";"0,2"
"9,9";"0,2";"4,2";"95,8";"0,2"
"9,9";"0,2";"4,2";"95,9";"0,2"
"9,9";"0,2";"4,2";"96,1";"0,2"
"9,9";"0,2";"4,2";"96,2";"0,2"
"10,0";"0,2";"4,2";"96,3";"0,2"
"10,0";"0,2";"4,2";"96,5";"0,2"
"10,0";"0,2";"4,2";"96,6";"0,2"
"10,0";"0,2";"4,2";"96,8";"0,2"
"10,0";"0,2";"4,2";"96,9";"0,2"
"10,1";"0,2";"4,2";"97,1";"0,2"
"10,1";"0,2";"4,2";"97,2";"0,2"
"10,1";"0,2";"4,2";"97,4";"0,2"
"10,1";"0,2";"4,2";"97,5";"0,2"
"10,1";"0,2";"4,2";"97,7";"0,2"
"10,2";"0,2";"4,2";"97,8";"0,2"
"10,2";"0,2";"4,2";"98,0";"0,2"
"10,2";"0,2";"4,3";"98,1";"0,2"
"10,2";"0,2";"4,3";"98,2";"0,2"
"10,2";"0,2";"4,3";"98,3";"0,2"
"10,3";"0,2";"4,3";"98,5";"0,2"
"10,3";"0,2";"4,3";"98,6";"0,2"
"10,3";"0,2";"4,3";"98,8";"0,2"
"10,3";"0,2";"4,3";"98,9";"0,2"
"10,3";"0,2";"4,3";"99,1";"0,2"
"10,4";"0,2";"4,3";"99,3";"0,2"
"10,4";"0,2";"4,3";"99,4";"0,2"
"10,4";"0,2";"4,3";"99,6";"0,2"
"10,4";"0,2";"4,3";"99,7";"0,2"
"10,4";"0,2";"4,3";"99,9";"0,2"
"10,5";"0,2";"4,3";"100,0";"0,2"
"10,5";"0,2";"4,3";"100,1";"0,2"
"10,5";"0,2";"4,3";"100,3";"0,2"
"10,5";"0,2";"4,4";"100,4";"0,2"
"10,5";"0,2";"4,4";"100,5";"0,2"
"10,6";"0,2";"4,4";"100,7";"0,2"
"10,6";"0,2";"4,4";"100,8";"0,2"
"10,6";"0,2";"4,4";"101,0";"0,2"
"10,6";"0,2";"4,4";"101,1";"0,2"
"10,6";"0,2";"4,4";"101,3";"0,2"
"10,7";"0,2";"4,4";"101,4";"0,2"
"10,7";"0,2";"4,4";"101,6";"0,2"
"10,7";"0,2";"4,4";"101,7";"0,2"
