Tempo;Deslocamento;Força;Tensão à tração;Deformação à tração (Deslocamento)
(s);(mm);(kN);(MPa);(%)
"68,8";"1,1";"8,5";"196,2";"1,1"
"68,8";"1,1";"8,5";"196,2";"1,1"
"68,8";"1,1";"8,5";"196,3";"1,1"
"68,9";"1,1";"8,5";"196,4";"1,1"
"68,9";"1,1";"8,5";"196,5";"1,1"
"68,9";"1,1";"8,5";"196,6";"1,1"
"68,9";"1,1";"8,5";"196,7";"1,1"
"68,9";"1,1";"8,5";"196,8";"1,1"
"69,0";"1,1";"8,5";"196,9";"1,1"
"69,0";"1,1";"8,5";"197,0";"1,1"
"69,0";"1,1";"8,6";"197,2";"1,1"
"69,0";"1,1";"8,6";"197,3";"1,1"
"69,0";"1,1";"8,6";"197,4";"1,1"
"69,1";"1,2";"8,6";"197,6";"1,2"
"69,1";"1,2";"8,6";"197,7";"1,2"
"69,1";"1,2";"8,6";"197,8";"1,2"
"69,1";"1,2";"8,6";"197,9";"1,2"
"69,1";"1,2";"8,6";"198,0";"1,2"
"69,2";"1,2";"8,6";"198,1";"1,2"
"69,2";"1,2";"8,6";"198,1";"1,2"
"69,2";"1,2";"8,6";"198,2";"1,2"
"69,2";"1,2";"8,6";"198,3";"1,2"
"69,2";"1,2";"8,6";"198,4";"1,2"
"69,3";"1,2";"8,6";"198,5";"1,2"
"69,3";"1,2";"8,6";"198,6";"1,2"
"69,3";"1,2";"8,6";"198,6";"1,2"
"69,3";"1,2";"8,6";"198,7";"1,2"
"69,3";"1,2";"8,6";"198,7";"1,2"
"69,4";"1,2";"8,6";"198,7";"1,2"
"69,4";"1,2";"8,6";"198,5";"1,2"
"69,4";"1,2";"8,6";"198,1";"1,2"
"69,4";"1,2";"8,6";"197,4";"1,2"
"69,4";"1,2";"8,5";"196,6";"1,2"
"69,5";"1,2";"8,5";"196,1";"1,2"
"69,5";"1,2";"8,5";"195,9";"1,2"
"69,5";"1,2";"8,5";"195,8";"1,2"
"69,5";"1,2";"8,5";"195,9";"1,2"
"69,5";"1,2";"8,5";"195,9";"1,2"
"69,6";"1,2";"8,5";"196,0";"1,2"
"69,6";"1,2";"8,5";"196,1";"1,2"
"69,6";"1,2";"8,5";"196,2";"1,2"
"69,6";"1,2";"8,5";"196,4";"1,2"
"69,6";"1,2";"8,5";"196,5";"1,2"
"69,7";"1,2";"8,5";"196,6";"1,2"
"69,7";"1,2";"8,5";"196,7";"1,2"
"69,7";"1,2";"8,5";"196,8";"1,2"
"69,7";"1,2";"8,5";"196,9";"1,2"
"69,7";"1,2";"8,5";"197,0";"1,2"
"69,8";"1,2";"8,6";"197,2";"1,2"
"69,8";"1,2";"8,6";"197,3";"1,2"
"69,8";"1,2";"8,6";"197,4";"1,2"
"69,8";"1,2";"8,6";"197,5";"1,2"
"69,8";"1,2";"8,6";"197,6";"1,2"
"69,9";"1,2";"8,6";"197,8";"1,2"
"69,9";"1,2";"8,6";"197,9";"1,2"
"69,9";"1,2";"8,6";"198,0";"1,2"
"69,9";"1,2";"8,6";"198,1";"1,2"
"69,9";"1,2";"8,6";"198,2";"1,2"
"70,0";"1,2";"8,6";"198,3";"1,2"
"70,0";"1,2";"8,6";"198,4";"1,2"
"70,0";"1,2";"8,6";"198,5";"1,2"
"70,0";"1,2";"8,6";"198,5";"1,2"
"70,0";"1,2";"8,6";"198,6";"1,2"
"70,1";"1,2";"8,6";"198,6";"1,2"
"70,1";"1,2";"8,6";"198,6";"1,2"
"70,1";"1,2";"8,6";"198,6";"1,2"
"70,1";"1,2";"8,6";"198,6";"1,2"
"70,1";"1,2";"8,6";"198,4";"1,2"
"70,2";"1,2";"8,6";"198,1";"1,2"
"70,2";"1,2";"8,6";"197,5";"1,2"
"70,2";"1,2";"8,5";"196,8";"1,2"
"70,2";"1,2";"8,5";"196,3";"1,2"
"70,2";"1,2";"8,5";"196,1";"1,2"
"70,3";"1,2";"8,5";"196,0";"1,2"
"70,3";"1,2";"8,5";"196,1";"1,2"
"70,3";"1,2";"8,5";"196,1";"1,2"
"70,3";"1,2";"8,5";"196,2";"1,2"
"70,3";"1,2";"8,5";"196,2";"1,2"
"70,4";"1,2";"8,5";"196,3";"1,2"
"70,4";"1,2";"8,5";"196,4";"1,2"
"70,4";"1,2";"8,5";"196,5";"1,2"
"70,4";"1,2";"8,5";"196,6";"1,2"
"70,4";"1,2";"8,5";"196,8";"1,2"
"70,5";"1,2";"8,5";"196,9";"1,2"
"70,5";"1,2";"8,5";"197,0";"1,2"
"70,5";"1,2";"8,6";"197,2";"1,2"
"70,5";"1,2";"8,6";"197,3";"1,2"
"70,5";"1,2";"8,6";"197,4";"1,2"
"70,6";"1,2";"8,6";"197,5";"1,2"
"70,6";"1,2";"8,6";"197,6";"1,2"
"70,6";"1,2";"8,6";"197,7";"1,2"
"70,6";"1,2";"8,6";"197,8";"1,2"
"70,6";"1,2";"8,6";"197,9";"1,2"
"70,7";"1,2";"8,6";"198,0";"1,2"
"70,7";"1,2";"8,6";"198,1";"1,2"
"70,7";"1,2";"8,6";"198,2";"1,2"
"70,7";"1,2";"8,6";"198,3";"1,2"
"70,7";"1,2";"8,6";"198,5";"1,2"
"70,8";"1,2";"8,6";"198,6";"1,2"
"70,8";"1,2";"8,6";"198,7";"1,2"
"70,8";"1,2";"8,6";"198,7";"1,2"
"70,8";"1,2";"8,6";"198,8";"1,2"
"70,8";"1,2";"8,6";"198,8";"1,2"
"70,9";"1,2";"8,6";"198,8";"1,2"
"70,9";"1,2";"8,6";"198,8";"1,2"
"70,9";"1,2";"8,6";"198,6";"1,2"
"70,9";"1,2";"8,6";"198,2";"1,2"
"70,9";"1,2";"8,6";"197,5";"1,2"
"71,0";"1,2";"8,5";"196,8";"1,2"
"71,0";"1,2";"8,5";"196,4";"1,2"
"71,0";"1,2";"8,5";"196,2";"1,2"
"71,0";"1,2";"8,5";"196,2";"1,2"
"71,0";"1,2";"8,5";"196,2";"1,2"
"71,1";"1,2";"8,5";"196,3";"1,2"
"71,1";"1,2";"8,5";"196,4";"1,2"
"71,1";"1,2";"8,5";"196,5";"1,2"
"71,1";"1,2";"8,5";"196,6";"1,2"
"71,1";"1,2";"8,5";"196,7";"1,2"
"71,2";"1,2";"8,5";"196,7";"1,2"
"71,2";"1,2";"8,5";"196,8";"1,2"
"71,2";"1,2";"8,5";"197,0";"1,2"
"71,2";"1,2";"8,5";"197,1";"1,2"
"71,2";"1,2";"8,6";"197,2";"1,2"
"71,3";"1,2";"8,6";"197,3";"1,2"
"71,3";"1,2";"8,6";"197,4";"1,2"
"71,3";"1,2";"8,6";"197,5";"1,2"
"71,3";"1,2";"8,6";"197,7";"1,2"
"71,3";"1,2";"8,6";"197,8";"1,2"
"71,4";"1,2";"8,6";"197,9";"1,2"
"71,4";"1,2";"8,6";"198,1";"1,2"
"71,4";"1,2";"8,6";"198,2";"1,2"
"71,4";"1,2";"8,6";"198,3";"1,2"
"71,4";"1,2";"8,6";"198,4";"1,2"
"71,5";"1,2";"8,6";"198,5";"1,2"
"71,5";"1,2";"8,6";"198,6";"1,2"
"71,5";"1,2";"8,6";"198,7";"1,2"
"71,5";"1,2";"8,6";"198,7";"1,2"
"71,5";"1,2";"8,6";"198,8";"1,2"
"71,6";"1,2";"8,6";"198,9";"1,2"
"71,6";"1,2";"8,6";"199,0";"1,2"
"71,6";"1,2";"8,6";"199,0";"1,2"
"71,6";"1,2";"8,6";"199,1";"1,2"
"71,6";"1,2";"8,6";"199,0";"1,2"
"71,7";"1,2";"8,6";"198,9";"1,2"
"71,7";"1,2";"8,6";"198,6";"1,2"
"71,7";"1,2";"8,6";"198,0";"1,2"
"71,7";"1,2";"8,6";"197,3";"1,2"
"71,7";"1,2";"8,5";"196,7";"1,2"
"71,8";"1,2";"8,5";"196,4";"1,2"
"71,8";"1,2";"8,5";"196,3";"1,2"
"71,8";"1,2";"8,5";"196,3";"1,2"
"71,8";"1,2";"8,5";"196,4";"1,2"
"71,8";"1,2";"8,5";"196,4";"1,2"
"71,9";"1,2";"8,5";"196,5";"1,2"
"71,9";"1,2";"8,5";"196,6";"1,2"
"71,9";"1,2";"8,5";"196,7";"1,2"
"71,9";"1,2";"8,5";"196,9";"1,2"
"71,9";"1,2";"8,5";"197,0";"1,2"
"72,0";"1,2";"8,5";"197,1";"1,2"
"72,0";"1,2";"8,6";"197,2";"1,2"
"72,0";"1,2";"8,6";"197,3";"1,2"
"72,0";"1,2";"8,6";"197,5";"1,2"
"72,0";"1,2";"8,6";"197,6";"1,2"
"72,1";"1,2";"8,6";"197,7";"1,2"
"72,1";"1,2";"8,6";"197,8";"1,2"
"72,1";"1,2";"8,6";"197,9";"1,2"
"72,1";"1,2";"8,6";"198,0";"1,2"
"72,1";"1,2";"8,6";"198,1";"1,2"
"72,2";"1,2";"8,6";"198,2";"1,2"
"72,2";"1,2";"8,6";"198,4";"1,2"
"72,2";"1,2";"8,6";"198,5";"1,2"
"72,2";"1,2";"8,6";"198,6";"1,2"
"72,2";"1,2";"8,6";"198,7";"1,2"
"72,3";"1,2";"8,6";"198,9";"1,2"
"72,3";"1,2";"8,6";"199,0";"1,2"
"72,3";"1,2";"8,6";"199,0";"1,2"
"72,3";"1,2";"8,6";"199,1";"1,2"
"72,3";"1,2";"8,6";"199,2";"1,2"
"72,4";"1,2";"8,6";"199,2";"1,2"
"72,4";"1,2";"8,6";"199,3";"1,2"
"72,4";"1,2";"8,6";"199,3";"1,2"
"72,4";"1,2";"8,6";"199,3";"1,2"
"72,4";"1,2";"8,6";"199,2";"1,2"
"72,5";"1,2";"8,6";"199,0";"1,2"
"72,5";"1,2";"8,6";"198,6";"1,2"
"72,5";"1,2";"8,6";"197,9";"1,2"
"72,5";"1,2";"8,6";"197,2";"1,2"
"72,5";"1,2";"8,5";"196,8";"1,2"
"72,6";"1,2";"8,5";"196,6";"1,2"
"72,6";"1,2";"8,5";"196,6";"1,2"
"72,6";"1,2";"8,5";"196,6";"1,2"
"72,6";"1,2";"8,5";"196,7";"1,2"
"72,6";"1,2";"8,5";"196,7";"1,2"
"72,7";"1,2";"8,5";"196,8";"1,2"
"72,7";"1,2";"8,5";"196,9";"1,2"
"72,7";"1,2";"8,5";"197,0";"1,2"
"72,7";"1,2";"8,5";"197,1";"1,2"
"72,7";"1,2";"8,6";"197,2";"1,2"
"72,8";"1,2";"8,6";"197,4";"1,2"
"72,8";"1,2";"8,6";"197,5";"1,2"
"72,8";"1,2";"8,6";"197,6";"1,2"
"72,8";"1,2";"8,6";"197,8";"1,2"
"72,8";"1,2";"8,6";"197,9";"1,2"
"72,9";"1,2";"8,6";"198,0";"1,2"
"72,9";"1,2";"8,6";"198,1";"1,2"
"72,9";"1,2";"8,6";"198,2";"1,2"
"72,9";"1,2";"8,6";"198,3";"1,2"
"72,9";"1,2";"8,6";"198,4";"1,2"
"73,0";"1,2";"8,6";"198,6";"1,2"
"73,0";"1,2";"8,6";"198,7";"1,2"
"73,0";"1,2";"8,6";"198,8";"1,2"
"73,0";"1,2";"8,6";"198,9";"1,2"
"73,0";"1,2";"8,6";"199,0";"1,2"
"73,1";"1,2";"8,6";"199,1";"1,2"
"73,1";"1,2";"8,6";"199,2";"1,2"
"73,1";"1,2";"8,6";"199,3";"1,2"
"73,1";"1,2";"8,6";"199,4";"1,2"
"73,1";"1,2";"8,7";"199,5";"1,2"
"73,2";"1,2";"8,7";"199,5";"1,2"
"73,2";"1,2";"8,7";"199,5";"1,2"
"73,2";"1,2";"8,7";"199,5";"1,2"
"73,2";"1,2";"8,6";"199,3";"1,2"
"73,2";"1,2";"8,6";"199,0";"1,2"
"73,3";"1,2";"8,6";"198,3";"1,2"
"73,3";"1,2";"8,6";"197,5";"1,2"
"73,3";"1,2";"8,5";"196,9";"1,2"
"73,3";"1,2";"8,5";"196,6";"1,2"
"73,3";"1,2";"8,5";"196,5";"1,2"
"73,4";"1,2";"8,5";"196,6";"1,2"
"73,4";"1,2";"8,5";"196,6";"1,2"
"73,4";"1,2";"8,5";"196,7";"1,2"
"73,4";"1,2";"8,5";"196,8";"1,2"
"73,4";"1,2";"8,5";"196,9";"1,2"
"73,5";"1,2";"8,5";"197,0";"1,2"
"73,5";"1,2";"8,5";"197,1";"1,2"
"73,5";"1,2";"8,6";"197,2";"1,2"
"73,5";"1,2";"8,6";"197,3";"1,2"
"73,5";"1,2";"8,6";"197,4";"1,2"
"73,6";"1,2";"8,6";"197,5";"1,2"
"73,6";"1,2";"8,6";"197,6";"1,2"
"73,6";"1,2";"8,6";"197,7";"1,2"
"73,6";"1,2";"8,6";"197,8";"1,2"
"73,6";"1,2";"8,6";"198,0";"1,2"
"73,7";"1,2";"8,6";"198,1";"1,2"
"73,7";"1,2";"8,6";"198,2";"1,2"
"73,7";"1,2";"8,6";"198,3";"1,2"
"73,7";"1,2";"8,6";"198,5";"1,2"
"73,7";"1,2";"8,6";"198,6";"1,2"
"73,8";"1,2";"8,6";"198,7";"1,2"
"73,8";"1,2";"8,6";"198,8";"1,2"
"73,8";"1,2";"8,6";"198,9";"1,2"
"73,8";"1,2";"8,6";"198,9";"1,2"
"73,8";"1,2";"8,6";"199,0";"1,2"
"73,9";"1,2";"8,6";"199,1";"1,2"
"73,9";"1,2";"8,6";"199,1";"1,2"
"73,9";"1,2";"8,6";"199,1";"1,2"
"73,9";"1,2";"8,6";"199,1";"1,2"
"73,9";"1,2";"8,6";"199,0";"1,2"
"74,0";"1,2";"8,6";"198,7";"1,2"
"74,0";"1,2";"8,6";"197,8";"1,2"
"74,0";"1,2";"8,5";"196,8";"1,2"
"74,0";"1,2";"8,5";"196,2";"1,2"
"74,0";"1,2";"8,5";"196,0";"1,2"
"74,1";"1,2";"8,5";"195,9";"1,2"
"74,1";"1,2";"8,5";"196,0";"1,2"
"74,1";"1,2";"8,5";"196,1";"1,2"
"74,1";"1,2";"8,5";"196,1";"1,2"
"74,1";"1,2";"8,5";"196,2";"1,2"
"74,2";"1,2";"8,5";"196,3";"1,2"
"74,2";"1,2";"8,5";"196,5";"1,2"
"74,2";"1,2";"8,5";"196,6";"1,2"
"74,2";"1,2";"8,5";"196,7";"1,2"
"74,2";"1,2";"8,5";"196,9";"1,2"
"74,3";"1,2";"8,5";"197,0";"1,2"
"74,3";"1,2";"8,6";"197,1";"1,2"
"74,3";"1,2";"8,6";"197,3";"1,2"
"74,3";"1,2";"8,6";"197,4";"1,2"
"74,3";"1,2";"8,6";"197,5";"1,2"
"74,4";"1,2";"8,6";"197,6";"1,2"
"74,4";"1,2";"8,6";"197,7";"1,2"
"74,4";"1,2";"8,6";"197,8";"1,2"
"74,4";"1,2";"8,6";"197,9";"1,2"
"74,4";"1,2";"8,6";"198,0";"1,2"
"74,5";"1,2";"8,6";"198,2";"1,2"
"74,5";"1,2";"8,6";"198,3";"1,2"
"74,5";"1,2";"8,6";"198,4";"1,2"
"74,5";"1,2";"8,6";"198,5";"1,2"
"74,5";"1,2";"8,6";"198,6";"1,2"
"74,6";"1,2";"8,6";"198,7";"1,2"
"74,6";"1,2";"8,6";"198,8";"1,2"
"74,6";"1,2";"8,6";"198,8";"1,2"
"74,6";"1,2";"8,6";"198,9";"1,2"
"74,6";"1,2";"8,6";"198,8";"1,2"
"74,7";"1,2";"8,6";"198,6";"1,2"
"74,7";"1,2";"8,6";"198,4";"1,2"
"74,7";"1,2";"8,6";"198,1";"1,2"
"74,7";"1,2";"8,6";"197,9";"1,2"
"74,7";"1,2";"8,6";"197,8";"1,2"
"74,8";"1,2";"8,6";"197,7";"1,2"
"74,8";"1,2";"8,6";"197,7";"1,2"
"74,8";"1,2";"8,6";"197,8";"1,2"
"74,8";"1,2";"8,6";"197,9";"1,2"
"74,8";"1,2";"8,6";"198,0";"1,2"
"74,9";"1,2";"8,6";"198,1";"1,2"
"74,9";"1,2";"8,6";"198,2";"1,2"
"74,9";"1,2";"8,6";"198,3";"1,2"
"74,9";"1,2";"8,6";"198,4";"1,2"
"74,9";"1,2";"8,6";"198,5";"1,2"
"75,0";"1,2";"8,6";"198,6";"1,2"
"75,0";"1,2";"8,6";"198,7";"1,2"
"75,0";"1,2";"8,6";"198,8";"1,2"
"75,0";"1,2";"8,6";"198,9";"1,2"
"75,0";"1,2";"8,6";"199,0";"1,2"
"75,1";"1,3";"8,6";"199,1";"1,3"
"75,1";"1,3";"8,6";"199,2";"1,3"
"75,1";"1,3";"8,6";"199,3";"1,3"
"75,1";"1,3";"8,7";"199,4";"1,3"
"75,1";"1,3";"8,7";"199,5";"1,3"
"75,2";"1,3";"8,7";"199,7";"1,3"
"75,2";"1,3";"8,7";"199,8";"1,3"
"75,2";"1,3";"8,7";"199,8";"1,3"
"75,2";"1,3";"8,7";"199,9";"1,3"
"75,2";"1,3";"8,7";"200,0";"1,3"
"75,3";"1,3";"8,7";"200,0";"1,3"
"75,3";"1,3";"8,7";"200,1";"1,3"
"75,3";"1,3";"8,7";"200,1";"1,3"
"75,3";"1,3";"8,7";"200,2";"1,3"
"75,3";"1,3";"8,7";"200,2";"1,3"
"75,4";"1,3";"8,7";"200,2";"1,3"
"75,4";"1,3";"8,7";"200,1";"1,3"
"75,4";"1,3";"8,7";"200,1";"1,3"
"75,4";"1,3";"8,7";"200,0";"1,3"
"75,4";"1,3";"8,7";"200,0";"1,3"
"75,5";"1,3";"8,7";"200,0";"1,3"
"75,5";"1,3";"8,7";"200,1";"1,3"
"75,5";"1,3";"8,7";"200,1";"1,3"
"75,5";"1,3";"8,7";"200,2";"1,3"
"75,5";"1,3";"8,7";"200,2";"1,3"
"75,6";"1,3";"8,7";"200,3";"1,3"
"75,6";"1,3";"8,7";"200,4";"1,3"
"75,6";"1,3";"8,7";"200,5";"1,3"
"75,6";"1,3";"8,7";"200,6";"1,3"
"75,6";"1,3";"8,7";"200,7";"1,3"
"75,7";"1,3";"8,7";"200,8";"1,3"
"75,7";"1,3";"8,7";"200,9";"1,3"
"75,7";"1,3";"8,7";"201,0";"1,3"
"75,7";"1,3";"8,7";"201,1";"1,3"
"75,7";"1,3";"8,7";"201,2";"1,3"
"75,8";"1,3";"8,7";"201,3";"1,3"
"75,8";"1,3";"8,7";"201,3";"1,3"
"75,8";"1,3";"8,7";"201,4";"1,3"
"75,8";"1,3";"8,7";"201,4";"1,3"
"75,8";"1,3";"8,7";"201,5";"1,3"
"75,9";"1,3";"8,7";"201,5";"1,3"
"75,9";"1,3";"8,7";"201,6";"1,3"
"75,9";"1,3";"8,7";"201,6";"1,3"
"75,9";"1,3";"8,7";"201,7";"1,3"
"75,9";"1,3";"8,8";"201,7";"1,3"
"76,0";"1,3";"8,8";"201,8";"1,3"
"76,0";"1,3";"8,8";"201,9";"1,3"
"76,0";"1,3";"8,8";"202,0";"1,3"
"76,0";"1,3";"8,8";"202,0";"1,3"
"76,0";"1,3";"8,8";"202,1";"1,3"
"76,1";"1,3";"8,8";"202,1";"1,3"
"76,1";"1,3";"8,8";"202,2";"1,3"
"76,1";"1,3";"8,8";"202,2";"1,3"
"76,1";"1,3";"8,8";"202,3";"1,3"
"76,1";"1,3";"8,8";"202,3";"1,3"
"76,2";"1,3";"8,8";"202,4";"1,3"
"76,2";"1,3";"8,8";"202,4";"1,3"
"76,2";"1,3";"8,8";"202,5";"1,3"
"76,2";"1,3";"8,8";"202,6";"1,3"
"76,2";"1,3";"8,8";"202,6";"1,3"
"76,3";"1,3";"8,8";"202,7";"1,3"
"76,3";"1,3";"8,8";"202,8";"1,3"
"76,3";"1,3";"8,8";"202,9";"1,3"
"76,3";"1,3";"8,8";"202,9";"1,3"
"76,3";"1,3";"8,8";"203,0";"1,3"
"76,4";"1,3";"8,8";"203,0";"1,3"
"76,4";"1,3";"8,8";"203,1";"1,3"
"76,4";"1,3";"8,8";"203,1";"1,3"
"76,4";"1,3";"8,8";"203,1";"1,3"
"76,4";"1,3";"8,8";"203,2";"1,3"
"76,5";"1,3";"8,8";"203,2";"1,3"
"76,5";"1,3";"8,8";"203,2";"1,3"
"76,5";"1,3";"8,8";"203,3";"1,3"
"76,5";"1,3";"8,8";"203,3";"1,3"
"76,5";"1,3";"8,8";"203,4";"1,3"
"76,6";"1,3";"8,8";"203,5";"1,3"
"76,6";"1,3";"8,8";"203,5";"1,3"
"76,6";"1,3";"8,8";"203,6";"1,3"
"76,6";"1,3";"8,8";"203,6";"1,3"
"76,6";"1,3";"8,8";"203,7";"1,3"
"76,7";"1,3";"8,8";"203,7";"1,3"
"76,7";"1,3";"8,8";"203,7";"1,3"
"76,7";"1,3";"8,8";"203,7";"1,3"
"76,7";"1,3";"8,8";"203,8";"1,3"
"76,7";"1,3";"8,8";"203,8";"1,3"
"76,8";"1,3";"8,8";"203,8";"1,3"
"76,8";"1,3";"8,8";"203,9";"1,3"
"76,8";"1,3";"8,8";"203,9";"1,3"
"76,8";"1,3";"8,8";"203,9";"1,3"
"76,8";"1,3";"8,8";"204,0";"1,3"
"76,9";"1,3";"8,8";"204,0";"1,3"
"76,9";"1,3";"8,8";"204,0";"1,3"
"76,9";"1,3";"8,8";"204,0";"1,3"
"76,9";"1,3";"8,8";"204,0";"1,3"
"76,9";"1,3";"8,8";"203,9";"1,3"
"77,0";"1,3";"8,8";"203,9";"1,3"
"77,0";"1,3";"8,8";"203,8";"1,3"
"77,0";"1,3";"8,8";"203,8";"1,3"
"77,0";"1,3";"8,8";"203,7";"1,3"
"77,0";"1,3";"8,8";"203,7";"1,3"
"77,1";"1,3";"8,8";"203,7";"1,3"
"77,1";"1,3";"8,8";"203,6";"1,3"
"77,1";"1,3";"8,8";"203,6";"1,3"
"77,1";"1,3";"8,8";"203,6";"1,3"
"77,1";"1,3";"8,8";"203,6";"1,3"
"77,2";"1,3";"8,8";"203,6";"1,3"
"77,2";"1,3";"8,8";"203,5";"1,3"
"77,2";"1,3";"8,8";"203,5";"1,3"
"77,2";"1,3";"8,8";"203,4";"1,3"
"77,2";"1,3";"8,8";"203,3";"1,3"
"77,3";"1,3";"8,8";"203,2";"1,3"
"77,3";"1,3";"8,8";"203,1";"1,3"
"77,3";"1,3";"8,8";"203,0";"1,3"
"77,3";"1,3";"8,8";"202,9";"1,3"
"77,3";"1,3";"8,8";"202,8";"1,3"
"77,4";"1,3";"8,8";"202,7";"1,3"
"77,4";"1,3";"8,8";"202,6";"1,3"
"77,4";"1,3";"8,8";"202,6";"1,3"
"77,4";"1,3";"8,8";"202,5";"1,3"
"77,4";"1,3";"8,8";"202,5";"1,3"
"77,5";"1,3";"8,8";"202,4";"1,3"
"77,5";"1,3";"8,8";"202,4";"1,3"
"77,5";"1,3";"8,8";"202,3";"1,3"
"77,5";"1,3";"8,8";"202,0";"1,3"
"77,5";"1,3";"8,7";"201,2";"1,3"
"77,6";"1,3";"8,7";"200,0";"1,3"
"77,6";"1,3";"8,6";"199,0";"1,3"
"77,6";"1,3";"8,6";"198,6";"1,3"
"77,6";"1,3";"8,6";"198,5";"1,3"
"77,6";"1,3";"8,6";"198,5";"1,3"
"77,7";"1,3";"8,6";"198,6";"1,3"
"77,7";"1,3";"8,6";"198,7";"1,3"
"77,7";"1,3";"8,6";"198,8";"1,3"
"77,7";"1,3";"8,6";"198,9";"1,3"
"77,7";"1,3";"8,6";"199,1";"1,3"
"77,8";"1,3";"8,6";"199,2";"1,3"
"77,8";"1,3";"8,6";"199,3";"1,3"
"77,8";"1,3";"8,7";"199,4";"1,3"
"77,8";"1,3";"8,7";"199,6";"1,3"
"77,8";"1,3";"8,7";"199,7";"1,3"
"77,9";"1,3";"8,7";"199,8";"1,3"
"77,9";"1,3";"8,7";"199,9";"1,3"
"77,9";"1,3";"8,7";"200,0";"1,3"
"77,9";"1,3";"8,7";"200,1";"1,3"
"77,9";"1,3";"8,7";"200,3";"1,3"
"78,0";"1,3";"8,7";"200,4";"1,3"
"78,0";"1,3";"8,7";"200,5";"1,3"
"78,0";"1,3";"8,7";"200,7";"1,3"
"78,0";"1,3";"8,7";"200,8";"1,3"
"78,0";"1,3";"8,7";"200,9";"1,3"
"78,1";"1,3";"8,7";"201,1";"1,3"
"78,1";"1,3";"8,7";"201,2";"1,3"
"78,1";"1,3";"8,7";"201,3";"1,3"
"78,1";"1,3";"8,7";"201,5";"1,3"
"78,1";"1,3";"8,7";"201,6";"1,3"
"78,2";"1,3";"8,7";"201,7";"1,3"
"78,2";"1,3";"8,8";"201,8";"1,3"
"78,2";"1,3";"8,8";"201,9";"1,3"
"78,2";"1,3";"8,8";"202,0";"1,3"
"78,2";"1,3";"8,8";"202,1";"1,3"
"78,3";"1,3";"8,8";"202,2";"1,3"
"78,3";"1,3";"8,8";"202,3";"1,3"
"78,3";"1,3";"8,8";"202,4";"1,3"
"78,3";"1,3";"8,8";"202,5";"1,3"
"78,3";"1,3";"8,8";"202,7";"1,3"
"78,4";"1,3";"8,8";"202,7";"1,3"
"78,4";"1,3";"8,8";"202,8";"1,3"
"78,4";"1,3";"8,8";"202,9";"1,3"
"78,4";"1,3";"8,8";"203,0";"1,3"
"78,4";"1,3";"8,8";"203,0";"1,3"
"78,5";"1,3";"8,8";"203,1";"1,3"
"78,5";"1,3";"8,8";"203,1";"1,3"
"78,5";"1,3";"8,8";"203,1";"1,3"
"78,5";"1,3";"8,8";"203,2";"1,3"
"78,5";"1,3";"8,8";"203,2";"1,3"
"78,6";"1,3";"8,8";"203,2";"1,3"
"78,6";"1,3";"8,8";"203,1";"1,3"
"78,6";"1,3";"8,8";"203,0";"1,3"
"78,6";"1,3";"8,8";"202,7";"1,3"
"78,6";"1,3";"8,8";"202,1";"1,3"
"78,7";"1,3";"8,7";"201,4";"1,3"
"78,7";"1,3";"8,7";"200,8";"1,3"
"78,7";"1,3";"8,7";"200,4";"1,3"
"78,7";"1,3";"8,7";"200,3";"1,3"
"78,7";"1,3";"8,7";"200,2";"1,3"
"78,8";"1,3";"8,7";"200,3";"1,3"
"78,8";"1,3";"8,7";"200,3";"1,3"
"78,8";"1,3";"8,7";"200,4";"1,3"
"78,8";"1,3";"8,7";"200,5";"1,3"
"78,8";"1,3";"8,7";"200,6";"1,3"
"78,9";"1,3";"8,7";"200,7";"1,3"
"78,9";"1,3";"8,7";"200,8";"1,3"
"78,9";"1,3";"8,7";"201,0";"1,3"
"78,9";"1,3";"8,7";"201,1";"1,3"
"78,9";"1,3";"8,7";"201,2";"1,3"
"79,0";"1,3";"8,7";"201,3";"1,3"
"79,0";"1,3";"8,7";"201,5";"1,3"
"79,0";"1,3";"8,7";"201,6";"1,3"
"79,0";"1,3";"8,7";"201,7";"1,3"
"79,0";"1,3";"8,8";"201,8";"1,3"
"79,1";"1,3";"8,8";"201,9";"1,3"
"79,1";"1,3";"8,8";"202,0";"1,3"
"79,1";"1,3";"8,8";"202,1";"1,3"
"79,1";"1,3";"8,8";"202,2";"1,3"
"79,1";"1,3";"8,8";"202,4";"1,3"
"79,2";"1,3";"8,8";"202,5";"1,3"
"79,2";"1,3";"8,8";"202,6";"1,3"
"79,2";"1,3";"8,8";"202,7";"1,3"
"79,2";"1,3";"8,8";"202,9";"1,3"
"79,2";"1,3";"8,8";"203,0";"1,3"
"79,3";"1,3";"8,8";"203,1";"1,3"
"79,3";"1,3";"8,8";"203,2";"1,3"
"79,3";"1,3";"8,8";"203,2";"1,3"
"79,3";"1,3";"8,8";"203,3";"1,3"
"79,3";"1,3";"8,8";"203,3";"1,3"
"79,4";"1,3";"8,8";"203,4";"1,3"
"79,4";"1,3";"8,8";"203,4";"1,3"
"79,4";"1,3";"8,8";"203,4";"1,3"
"79,4";"1,3";"8,8";"203,4";"1,3"
"79,4";"1,3";"8,8";"203,4";"1,3"
"79,5";"1,3";"8,8";"203,2";"1,3"
"79,5";"1,3";"8,8";"202,7";"1,3"
"79,5";"1,3";"8,8";"201,8";"1,3"
