Time,Deslocamento,Força,Tensão à tração,Deformação à tração (Deslocamento),Strain Gauge 1/Axial Strain Ɛyy,Strain Gauge 1/Transverse Strain Ɛxx,Strain Gauge 1/Shear Strain Ɛxy,Strain Gauge 1/Minimum Normal Strain,Strain Gauge 1/Maximum Normal Strain,Strain Gauge 1/Poisson's Ratio -Ɛxx/Ɛyy,Strain Gauge 1/Axial Displacement dy,Strain Gauge 1/Transverse Displacement dx
640.00000,0.02004,0.05598,1.52746,0.01145,0.02759,0.01476,-0.00369,0.01351,0.02883,0.00000,0.00853,0.00207
660.00000,0.02074,0.05803,1.58351,0.01185,0.02842,0.01391,-0.00410,0.01270,0.02964,0.00000,0.00901,0.00242
680.00000,0.02147,0.06000,1.63728,0.01227,0.02925,0.01307,-0.00450,0.01188,0.03045,0.00000,0.00949,0.00276
700.00000,0.02217,0.06185,1.68767,0.01267,0.03004,0.01338,-0.00451,0.01222,0.03119,0.00000,0.00976,0.00273
720.00000,0.02282,0.06374,1.73930,0.01304,0.03081,0.01400,-0.00440,0.01288,0.03193,0.00000,0.00997,0.00258
740.00000,0.02342,0.06522,1.77980,0.01338,0.03158,0.01462,-0.00429,0.01355,0.03266,0.00000,0.01019,0.00244
760.00000,0.02403,0.06692,1.82605,0.01373,0.03236,0.01525,-0.00418,0.01421,0.03340,0.00000,0.01040,0.00230
780.00000,0.02467,0.06883,1.87835,0.01410,0.03313,0.01587,-0.00407,0.01487,0.03413,0.00000,0.01061,0.00215
800.00000,0.02537,0.07080,1.93198,0.01450,0.03391,0.01649,-0.00396,0.01553,0.03486,0.00000,0.01083,0.00201
820.00000,0.02610,0.07285,1.98799,0.01491,0.03468,0.01711,-0.00385,0.01619,0.03560,0.00000,0.01104,0.00187
840.00000,0.02682,0.07482,2.04183,0.01532,0.03545,0.01773,-0.00374,0.01686,0.03633,0.00000,0.01125,0.00172
860.00000,0.02748,0.07661,2.09053,0.01570,0.03623,0.01835,-0.00364,0.01752,0.03706,0.00000,0.01147,0.00158
880.00000,0.02810,0.07828,2.13608,0.01606,0.03700,0.01898,-0.00353,0.01818,0.03780,0.00000,0.01168,0.00144
900.00000,0.02873,0.07992,2.18085,0.01641,0.03778,0.01960,-0.00342,0.01884,0.03853,0.00000,0.01189,0.00129
920.00000,0.02938,0.08172,2.22986,0.01679,0.03855,0.02022,-0.00331,0.01950,0.03926,0.00000,0.01211,0.00115
940.00000,0.03007,0.08371,2.28423,0.01718,0.03932,0.02084,-0.00320,0.02017,0.04000,0.00000,0.01232,0.00101
960.00000,0.03079,0.08588,2.34353,0.01759,0.04010,0.02146,-0.00309,0.02083,0.04073,0.00000,0.01253,0.00086
980.00000,0.03150,0.08794,2.39964,0.01800,0.04087,0.02209,-0.00298,0.02149,0.04147,0.00000,0.01275,0.00072
1000.00000,0.03216,0.08979,2.45029,0.01838,0.04165,0.02271,-0.00287,0.02215,0.04220,0.00000,0.01296,0.00057
1020.00000,0.03278,0.09148,2.49639,0.01873,0.04242,0.02333,-0.00276,0.02282,0.04293,0.00000,0.01317,0.00043
1040.00000,0.03340,0.09319,2.54286,0.01908,0.04319,0.02395,-0.00266,0.02348,0.04367,0.00000,0.01339,0.00029
1060.00000,0.03405,0.09480,2.58689,0.01946,0.04397,0.02457,-0.00255,0.02414,0.04440,0.00000,0.01360,0.00014
1080.00000,0.03475,0.09672,2.63943,0.01986,0.04474,0.02520,-0.00244,0.02480,0.04513,0.00000,0.01382,0.00000
1100.00000,0.03550,0.09877,2.69521,0.02028,0.04551,0.02582,-0.00233,0.02546,0.04587,0.00000,0.01403,-0.00014
1120.00000,0.03622,0.10073,2.74862,0.02070,0.04629,0.02644,-0.00222,0.02613,0.04660,0.00000,0.01424,-0.00029
1140.00000,0.03689,0.10256,2.79858,0.02108,0.04706,0.02706,-0.00211,0.02679,0.04734,0.00000,0.01446,-0.00043
1160.00000,0.03750,0.10421,2.84372,0.02143,0.04784,0.02768,-0.00200,0.02745,0.04807,0.00000,0.01467,-0.00057
1180.00000,0.03809,0.10594,2.89091,0.02177,0.04861,0.02830,-0.00189,0.02811,0.04880,0.00000,0.01488,-0.00072
1200.00000,0.03872,0.10772,2.93950,0.02212,0.04938,0.02891,-0.00180,0.02876,0.04954,0.00000,0.01511,-0.00086
1220.00000,0.03938,0.10967,2.99274,0.02250,0.05013,0.02942,-0.00184,0.02925,0.05029,0.00000,0.01543,-0.00105
1240.00000,0.04008,0.11161,3.04562,0.02290,0.05087,0.02992,-0.00188,0.02975,0.05104,0.00000,0.01574,-0.00124
1260.00000,0.04078,0.11358,3.09937,0.02330,0.05162,0.03042,-0.00192,0.03025,0.05179,0.00000,0.01606,-0.00143
1280.00000,0.04147,0.11543,3.14986,0.02369,0.05237,0.03092,-0.00196,0.03075,0.05254,0.00000,0.01638,-0.00161
1300.00000,0.04211,0.11725,3.19950,0.02406,0.05311,0.03143,-0.00199,0.03124,0.05330,0.00000,0.01670,-0.00180
1320.00000,0.04271,0.11905,3.24877,0.02440,0.05386,0.03193,-0.00203,0.03174,0.05405,0.00000,0.01702,-0.00199
1340.00000,0.04332,0.12072,3.29409,0.02475,0.05461,0.03243,-0.00207,0.03224,0.05480,0.00000,0.01733,-0.00217
1360.00000,0.04396,0.12261,3.34587,0.02512,0.05535,0.03293,-0.00211,0.03274,0.05555,0.00000,0.01765,-0.00236
1380.00000,0.04466,0.12452,3.39780,0.02552,0.05610,0.03344,-0.00215,0.03324,0.05630,0.00000,0.01797,-0.00255
1400.00000,0.04540,0.12662,3.45524,0.02594,0.05685,0.03394,-0.00219,0.03373,0.05705,0.00000,0.01829,-0.00273
1420.00000,0.04611,0.12871,3.51226,0.02635,0.05753,0.03416,-0.00229,0.03393,0.05775,0.00000,0.01863,-0.00277
1440.00000,0.04677,0.13043,3.55909,0.02673,0.05810,0.03391,-0.00249,0.03365,0.05836,0.00000,0.01902,-0.00257
1460.00000,0.04739,0.13200,3.60190,0.02708,0.05868,0.03367,-0.00270,0.03337,0.05897,0.00000,0.01940,-0.00236
1480.00000,0.04799,0.13369,3.64816,0.02742,0.05925,0.03342,-0.00290,0.03309,0.05958,0.00000,0.01979,-0.00216
1500.00000,0.04862,0.13553,3.69836,0.02778,0.05982,0.03318,-0.00311,0.03281,0.06019,0.00000,0.02017,-0.00195
1520.00000,0.04929,0.13726,3.74570,0.02816,0.06040,0.03293,-0.00331,0.03253,0.06080,0.00000,0.02056,-0.00175
1540.00000,0.05001,0.13925,3.79991,0.02858,0.06097,0.03269,-0.00352,0.03225,0.06141,0.00000,0.02094,-0.00155
1560.00000,0.05072,0.14134,3.85680,0.02898,0.06155,0.03244,-0.00372,0.03196,0.06202,0.00000,0.02133,-0.00134
1580.00000,0.05140,0.14327,3.90949,0.02937,0.06212,0.03220,-0.00393,0.03168,0.06263,0.00000,0.02172,-0.00114
1600.00000,0.05202,0.14505,3.95819,0.02973,0.06269,0.03195,-0.00413,0.03140,0.06324,0.00000,0.02210,-0.00093
1620.00000,0.05263,0.14683,4.00660,0.03007,0.06327,0.03171,-0.00433,0.03112,0.06385,0.00000,0.02249,-0.00073
1640.00000,0.05326,0.14859,4.05471,0.03043,0.06394,0.03217,-0.00418,0.03161,0.06450,0.00000,0.02261,-0.00090
1660.00000,0.05392,0.15048,4.10641,0.03081,0.06464,0.03287,-0.00391,0.03236,0.06515,0.00000,0.02265,-0.00119
1680.00000,0.05464,0.15238,4.15815,0.03122,0.06535,0.03357,-0.00365,0.03311,0.06581,0.00000,0.02268,-0.00149
1700.00000,0.05537,0.15454,4.21700,0.03164,0.06605,0.03427,-0.00338,0.03386,0.06646,0.00000,0.02272,-0.00179
1720.00000,0.05606,0.15655,4.27189,0.03203,0.06675,0.03497,-0.00311,0.03461,0.06712,0.00000,0.02276,-0.00208
1740.00000,0.05669,0.15829,4.31951,0.03239,0.06746,0.03567,-0.00284,0.03535,0.06777,0.00000,0.02279,-0.00238
1760.00000,0.05730,0.15983,4.36145,0.03274,0.06816,0.03637,-0.00257,0.03610,0.06842,0.00000,0.02283,-0.00267
1780.00000,0.05792,0.16150,4.40701,0.03310,0.06886,0.03707,-0.00230,0.03685,0.06908,0.00000,0.02286,-0.00297
1800.00000,0.05859,0.16355,4.46284,0.03348,0.06957,0.03777,-0.00203,0.03760,0.06973,0.00000,0.02290,-0.00326
1820.00000,0.05930,0.16549,4.51590,0.03389,0.07027,0.03847,-0.00177,0.03835,0.07039,0.00000,0.02294,-0.00356
1840.00000,0.06004,0.16745,4.56926,0.03431,0.07098,0.03913,-0.00152,0.03906,0.07105,0.00000,0.02300,-0.00384
1860.00000,0.06075,0.16953,4.62619,0.03471,0.07169,0.03945,-0.00148,0.03939,0.07176,0.00000,0.02334,-0.00398
1880.00000,0.06141,0.17154,4.68093,0.03509,0.07240,0.03977,-0.00145,0.03971,0.07246,0.00000,0.02368,-0.00411
1900.00000,0.06203,0.17333,4.72995,0.03544,0.07311,0.04009,-0.00141,0.04003,0.07317,0.00000,0.02403,-0.00425
1920.00000,0.06266,0.17506,4.77715,0.03580,0.07382,0.04041,-0.00138,0.04035,0.07388,0.00000,0.02437,-0.00439
1940.00000,0.06333,0.17693,4.82806,0.03619,0.07453,0.04073,-0.00135,0.04068,0.07459,0.00000,0.02471,-0.00453
1960.00000,0.06405,0.17883,4.88003,0.03660,0.07525,0.04105,-0.00131,0.04100,0.07530,0.00000,0.02506,-0.00466
1980.00000,0.06478,0.18089,4.93608,0.03702,0.07596,0.04137,-0.00128,0.04132,0.07601,0.00000,0.02540,-0.00480
2000.00000,0.06550,0.18298,4.99306,0.03743,0.07667,0.04169,-0.00125,0.04164,0.07671,0.00000,0.02575,-0.00494
2020.00000,0.06615,0.18481,5.04303,0.03780,0.07738,0.04201,-0.00121,0.04197,0.07742,0.00000,0.02609,-0.00508
2040.00000,0.06675,0.18637,5.08570,0.03814,0.07809,0.04233,-0.00118,0.04229,0.07813,0.00000,0.02643,-0.00521
2060.00000,0.06736,0.18817,5.13488,0.03849,0.07875,0.04213,-0.00123,0.04209,0.07879,0.00000,0.02678,-0.00518
2080.00000,0.06799,0.18996,5.18365,0.03885,0.07933,0.04130,-0.00138,0.04124,0.07938,0.00000,0.02714,-0.00493
2100.00000,0.06866,0.19206,5.24103,0.03923,0.07991,0.04046,-0.00153,0.04040,0.07997,0.00000,0.02750,-0.00468
2120.00000,0.06937,0.19397,5.29307,0.03964,0.08049,0.03963,-0.00169,0.03956,0.08056,0.00000,0.02786,-0.00442
2140.00000,0.07009,0.19582,5.34369,0.04005,0.08107,0.03880,-0.00184,0.03871,0.08116,0.00000,0.02822,-0.00417
2160.00000,0.07077,0.19775,5.39624,0.04044,0.08165,0.03797,-0.00199,0.03787,0.08175,0.00000,0.02858,-0.00392
2180.00000,0.07141,0.19962,5.44732,0.04080,0.08223,0.03713,-0.00215,0.03703,0.08234,0.00000,0.02894,-0.00367
2200.00000,0.07201,0.20137,5.49504,0.04115,0.08282,0.03630,-0.00230,0.03618,0.08293,0.00000,0.02930,-0.00342
2220.00000,0.07264,0.20295,5.53809,0.04151,0.08340,0.03547,-0.00245,0.03534,0.08353,0.00000,0.02966,-0.00317
2240.00000,0.07331,0.20488,5.59084,0.04189,0.08398,0.03463,-0.00261,0.03450,0.08412,0.00000,0.03002,-0.00292
2260.00000,0.07403,0.20701,5.64895,0.04230,0.08456,0.03380,-0.00276,0.03365,0.08471,0.00000,0.03038,-0.00267
2280.00000,0.07476,0.20901,5.70359,0.04272,0.08515,0.03390,-0.00284,0.03374,0.08531,0.00000,0.03067,-0.00258
2300.00000,0.07546,0.21093,5.75581,0.04312,0.08575,0.03435,-0.00288,0.03419,0.08591,0.00000,0.03094,-0.00256
2320.00000,0.07610,0.21258,5.80098,0.04349,0.08634,0.03481,-0.00293,0.03464,0.08651,0.00000,0.03120,-0.00254
2340.00000,0.07672,0.21429,5.84769,0.04384,0.08694,0.03527,-0.00298,0.03509,0.08711,0.00000,0.03147,-0.00252
2360.00000,0.07734,0.21616,5.89861,0.04420,0.08753,0.03572,-0.00302,0.03555,0.08771,0.00000,0.03174,-0.00250
2380.00000,0.07801,0.21781,5.94363,0.04457,0.08813,0.03618,-0.00307,0.03600,0.08831,0.00000,0.03201,-0.00248
2400.00000,0.07871,0.21994,6.00163,0.04498,0.08873,0.03664,-0.00312,0.03645,0.08891,0.00000,0.03227,-0.00246
2420.00000,0.07944,0.22212,6.06129,0.04539,0.08932,0.03709,-0.00317,0.03690,0.08951,0.00000,0.03254,-0.00244
2440.00000,0.08014,0.22401,6.11282,0.04579,0.08992,0.03755,-0.00321,0.03735,0.09011,0.00000,0.03281,-0.00242
2460.00000,0.08079,0.22589,6.16409,0.04616,0.09051,0.03801,-0.00326,0.03780,0.09071,0.00000,0.03308,-0.00240
2480.00000,0.08141,0.22745,6.20669,0.04652,0.09111,0.03846,-0.00331,0.03826,0.09131,0.00000,0.03334,-0.00238
2500.00000,0.08203,0.22908,6.25108,0.04687,0.09174,0.03877,-0.00331,0.03856,0.09194,0.00000,0.03366,-0.00255
2520.00000,0.08269,0.23082,6.29852,0.04725,0.09236,0.03907,-0.00330,0.03886,0.09257,0.00000,0.03397,-0.00272
2540.00000,0.08340,0.23306,6.35970,0.04765,0.09299,0.03937,-0.00330,0.03917,0.09320,0.00000,0.03428,-0.00290
2560.00000,0.08413,0.23524,6.41914,0.04807,0.09362,0.03967,-0.00330,0.03947,0.09382,0.00000,0.03460,-0.00307
2580.00000,0.08484,0.23714,6.47106,0.04848,0.09425,0.03997,-0.00330,0.03977,0.09445,0.00000,0.03491,-0.00324
2600.00000,0.08549,0.23892,6.51954,0.04885,0.09488,0.04027,-0.00330,0.04007,0.09508,0.00000,0.03523,-0.00341
2620.00000,0.08611,0.24038,6.55955,0.04920,0.09551,0.04057,-0.00329,0.04038,0.09571,0.00000,0.03554,-0.00358
2640.00000,0.08672,0.24219,6.60893,0.04955,0.09614,0.04087,-0.00329,0.04068,0.09634,0.00000,0.03586,-0.00375
2660.00000,0.08736,0.24412,6.66151,0.04992,0.09677,0.04118,-0.00329,0.04098,0.09696,0.00000,0.03617,-0.00392
2680.00000,0.08805,0.24601,6.71307,0.05031,0.09740,0.04148,-0.00329,0.04128,0.09759,0.00000,0.03648,-0.00409
2700.00000,0.08877,0.24810,6.77020,0.05073,0.09802,0.04192,-0.00330,0.04173,0.09821,0.00000,0.03683,-0.00421
2720.00000,0.08951,0.25016,6.82626,0.05115,0.09862,0.04257,-0.00333,0.04237,0.09882,0.00000,0.03723,-0.00425
2740.00000,0.09020,0.25202,6.87717,0.05154,0.09922,0.04321,-0.00337,0.04301,0.09942,0.00000,0.03763,-0.00429
2760.00000,0.09082,0.25366,6.92179,0.05190,0.09982,0.04386,-0.00340,0.04365,0.10003,0.00000,0.03804,-0.00434
2780.00000,0.09143,0.25530,6.96667,0.05225,0.10042,0.04450,-0.00344,0.04429,0.10063,0.00000,0.03844,-0.00438
2800.00000,0.09207,0.25720,7.01856,0.05261,0.10103,0.04515,-0.00347,0.04493,0.10124,0.00000,0.03884,-0.00442
2820.00000,0.09275,0.25925,7.07452,0.05300,0.10163,0.04579,-0.00350,0.04557,0.10185,0.00000,0.03924,-0.00446
2840.00000,0.09348,0.26127,7.12970,0.05342,0.10223,0.04644,-0.00354,0.04621,0.10245,0.00000,0.03964,-0.00450
2860.00000,0.09421,0.26330,7.18494,0.05383,0.10283,0.04708,-0.00357,0.04685,0.10306,0.00000,0.04004,-0.00455
2880.00000,0.09489,0.26500,7.23144,0.05422,0.10343,0.04773,-0.00360,0.04749,0.10367,0.00000,0.04044,-0.00459
2900.00000,0.09550,0.26668,7.27718,0.05457,0.10404,0.04837,-0.00364,0.04813,0.10427,0.00000,0.04084,-0.00463
2920.00000,0.09610,0.26832,7.32193,0.05491,0.10461,0.04840,-0.00364,0.04817,0.10485,0.00000,0.04111,-0.00467
2940.00000,0.09671,0.26992,7.36564,0.05526,0.10518,0.04827,-0.00364,0.04804,0.10541,0.00000,0.04134,-0.00470
2960.00000,0.09736,0.27174,7.41539,0.05563,0.10575,0.04814,-0.00364,0.04791,0.10598,0.00000,0.04157,-0.00474
2980.00000,0.09805,0.27363,7.46686,0.05603,0.10632,0.04801,-0.00364,0.04778,0.10654,0.00000,0.04180,-0.00478
3000.00000,0.09875,0.27559,7.52045,0.05643,0.10688,0.04787,-0.00364,0.04765,0.10711,0.00000,0.04203,-0.00481
3020.00000,0.09944,0.27762,7.57560,0.05682,0.10745,0.04774,-0.00364,0.04752,0.10767,0.00000,0.04226,-0.00485
3040.00000,0.10009,0.27955,7.62829,0.05719,0.10802,0.04761,-0.00364,0.04739,0.10824,0.00000,0.04250,-0.00489
3060.00000,0.10070,0.28128,7.67552,0.05754,0.10859,0.04747,-0.00364,0.04726,0.10881,0.00000,0.04273,-0.00492
3080.00000,0.10130,0.28292,7.72037,0.05789,0.10916,0.04734,-0.00364,0.04713,0.10937,0.00000,0.04296,-0.00496
3100.00000,0.10194,0.28456,7.76503,0.05825,0.10973,0.04721,-0.00364,0.04700,0.10994,0.00000,0.04319,-0.00500
3120.00000,0.10263,0.28654,7.81906,0.05864,0.11029,0.04709,-0.00363,0.04688,0.11050,0.00000,0.04342,-0.00503
3140.00000,0.10335,0.28856,7.87434,0.05906,0.11087,0.04726,-0.00356,0.04706,0.11107,0.00000,0.04369,-0.00504
3160.00000,0.10407,0.29038,7.92405,0.05947,0.11144,0.04742,-0.00349,0.04723,0.11164,0.00000,0.04396,-0.00505
3180.00000,0.10473,0.29216,7.97261,0.05985,0.11202,0.04759,-0.00341,0.04740,0.11221,0.00000,0.04423,-0.00506
3200.00000,0.10536,0.29395,8.02130,0.06020,0.11259,0.04776,-0.00334,0.04758,0.11278,0.00000,0.04450,-0.00507
3220.00000,0.10598,0.29581,8.07218,0.06056,0.11317,0.04792,-0.00327,0.04775,0.11334,0.00000,0.04477,-0.00508
3240.00000,0.10662,0.29752,8.11863,0.06092,0.11375,0.04809,-0.00319,0.04792,0.11391,0.00000,0.04504,-0.00509
3260.00000,0.10730,0.29943,8.17094,0.06132,0.11432,0.04825,-0.00312,0.04809,0.11448,0.00000,0.04531,-0.00510
3280.00000,0.10803,0.30133,8.22264,0.06173,0.11490,0.04842,-0.00305,0.04827,0.11505,0.00000,0.04558,-0.00510
3300.00000,0.10875,0.30337,8.27832,0.06214,0.11547,0.04858,-0.00297,0.04844,0.11562,0.00000,0.04585,-0.00511
3320.00000,0.10942,0.30526,8.32989,0.06252,0.11605,0.04875,-0.00290,0.04861,0.11618,0.00000,0.04612,-0.00512
3340.00000,0.11003,0.30693,8.37543,0.06288,0.11662,0.04892,-0.00282,0.04879,0.11675,0.00000,0.04639,-0.00513
3360.00000,0.11063,0.30842,8.41629,0.06322,0.11720,0.04908,-0.00275,0.04896,0.11732,0.00000,0.04666,-0.00514
3380.00000,0.11125,0.31014,8.46316,0.06357,0.11777,0.04925,-0.00268,0.04913,0.11789,0.00000,0.04693,-0.00515
3400.00000,0.11191,0.31206,8.51540,0.06395,0.11835,0.04941,-0.00260,0.04930,0.11846,0.00000,0.04720,-0.00516
3420.00000,0.11262,0.31397,8.56765,0.06435,0.11892,0.04958,-0.00253,0.04948,0.11903,0.00000,0.04747,-0.00517
3440.00000,0.11337,0.31604,8.62407,0.06478,0.11950,0.04974,-0.00246,0.04965,0.11959,0.00000,0.04773,-0.00518
3460.00000,0.11409,0.31812,8.68083,0.06519,0.12007,0.04991,-0.00238,0.04982,0.12016,0.00000,0.04800,-0.00519
3480.00000,0.11474,0.32002,8.73264,0.06556,0.12065,0.05008,-0.00231,0.04999,0.12073,0.00000,0.04827,-0.00520
3500.00000,0.11535,0.32169,8.77839,0.06591,0.12122,0.05024,-0.00223,0.05017,0.12130,0.00000,0.04854,-0.00521
3520.00000,0.11596,0.32312,8.81729,0.06626,0.12180,0.05041,-0.00216,0.05034,0.12187,0.00000,0.04881,-0.00522
3540.00000,0.11661,0.32479,8.86285,0.06663,0.12239,0.05063,-0.00209,0.05057,0.12245,0.00000,0.04909,-0.00526
3560.00000,0.11731,0.32675,8.91648,0.06703,0.12306,0.05114,-0.00202,0.05108,0.12312,0.00000,0.04939,-0.00548
3580.00000,0.11804,0.32878,8.97177,0.06745,0.12373,0.05165,-0.00196,0.05159,0.12378,0.00000,0.04970,-0.00570
3600.00000,0.11875,0.33080,9.02693,0.06786,0.12440,0.05216,-0.00189,0.05211,0.12445,0.00000,0.05000,-0.00592
3620.00000,0.11941,0.33258,9.07561,0.06823,0.12507,0.05267,-0.00182,0.05262,0.12512,0.00000,0.05031,-0.00614
3640.00000,0.12004,0.33427,9.12149,0.06859,0.12574,0.05318,-0.00176,0.05313,0.12578,0.00000,0.05062,-0.00636
3660.00000,0.12066,0.33613,9.17226,0.06895,0.12641,0.05369,-0.00169,0.05364,0.12645,0.00000,0.05092,-0.00657
3680.00000,0.12131,0.33802,9.22395,0.06932,0.12708,0.05419,-0.00163,0.05416,0.12712,0.00000,0.05123,-0.00679
3700.00000,0.12201,0.33989,9.27509,0.06972,0.12775,0.05470,-0.00156,0.05467,0.12778,0.00000,0.05153,-0.00701
3720.00000,0.12275,0.34177,9.32618,0.07014,0.12842,0.05521,-0.00149,0.05518,0.12845,0.00000,0.05184,-0.00723
3740.00000,0.12347,0.34376,9.38052,0.07055,0.12909,0.05572,-0.00143,0.05570,0.12912,0.00000,0.05214,-0.00745
3760.00000,0.12414,0.34550,9.42809,0.07093,0.12974,0.05591,-0.00147,0.05588,0.12977,0.00000,0.05245,-0.00756
3780.00000,0.12475,0.34720,9.47441,0.07128,0.13036,0.05567,-0.00167,0.05563,0.13040,0.00000,0.05277,-0.00753
3800.00000,0.12535,0.34895,9.52231,0.07163,0.13098,0.05543,-0.00186,0.05538,0.13103,0.00000,0.05309,-0.00750
3820.00000,0.12598,0.35075,9.57139,0.07199,0.13160,0.05519,-0.00205,0.05513,0.13166,0.00000,0.05341,-0.00746
3840.00000,0.12666,0.35256,9.62064,0.07237,0.13222,0.05496,-0.00225,0.05488,0.13229,0.00000,0.05373,-0.00743
3860.00000,0.12736,0.35453,9.67440,0.07277,0.13284,0.05472,-0.00244,0.05463,0.13292,0.00000,0.05405,-0.00740
3880.00000,0.12806,0.35646,9.72725,0.07318,0.13346,0.05448,-0.00263,0.05438,0.13355,0.00000,0.05437,-0.00736
3900.00000,0.12874,0.35835,9.77858,0.07356,0.13408,0.05424,-0.00283,0.05413,0.13418,0.00000,0.05468,-0.00733
3920.00000,0.12937,0.36011,9.82660,0.07393,0.13470,0.05400,-0.00302,0.05388,0.13482,0.00000,0.05500,-0.00730
3940.00000,0.12999,0.36168,9.86945,0.07428,0.13532,0.05376,-0.00321,0.05363,0.13545,0.00000,0.05532,-0.00727
3960.00000,0.13063,0.36345,9.91784,0.07464,0.13594,0.05352,-0.00341,0.05338,0.13608,0.00000,0.05564,-0.00723
3980.00000,0.13131,0.36515,9.96423,0.07503,0.13646,0.05373,-0.00342,0.05359,0.13661,0.00000,0.05586,-0.00726
