Time,Deslocamento,Força,Tensão à tração,Deformação à tração (Deslocamento),Strain Gauge 1/Axial Strain Ɛyy,Strain Gauge 1/Transverse Strain Ɛxx,Strain Gauge 1/Shear Strain Ɛxy,Strain Gauge 1/Minimum Normal Strain,Strain Gauge 1/Maximum Normal Strain,Strain Gauge 1/Poisson's Ratio -Ɛxx/Ɛyy,Strain Gauge 1/Axial Displacement dy,Strain Gauge 1/Transverse Displacement dx
ms,mm,kN,MPa,%,%,%,%,%,%,,mm,mm
0.00000,0.00000,-0.00134,-0.03368,0.00000,,,,,,,,
20.00000,0.00001,-0.00141,-0.03528,0.00000,,,,,,,,
40.00000,0.00011,-0.00143,-0.03575,0.00006,,,,,,,,
60.00000,0.00043,-0.00090,-0.02248,0.00024,,,,,,,,
80.00000,0.00107,0.00058,0.01459,0.00061,,,,,,,,
100.00000,0.00186,0.00258,0.06464,0.00106,,,,,,,,
120.00000,0.00263,0.00472,0.11814,0.00150,,,,,,,,
140.00000,0.00330,0.00654,0.16391,0.00188,,,,,,,,
160.00000,0.00390,0.00838,0.20984,0.00223,,,,,,,,
180.00000,0.00448,0.00992,0.24853,0.00256,,,,,,,,
200.00000,0.00509,0.01145,0.28681,0.00291,,,,,,,,
220.00000,0.00576,0.01305,0.32680,0.00329,,,,,,,,
240.00000,0.00645,0.01485,0.37204,0.00368,,,,,,,,
260.00000,0.00713,0.01667,0.41746,0.00408,,,,,,,,
280.00000,0.00779,0.01835,0.45969,0.00445,,,,,,,,
300.00000,0.00840,0.01994,0.49946,0.00480,,,,,,,,
320.00000,0.00900,0.02170,0.54342,0.00514,0.00124,0.00220,0.00091,0.00069,0.00276,0.00000,-0.00123,-0.00030
340.00000,0.00962,0.02341,0.58638,0.00549,0.00138,-0.00420,-0.00197,-0.00644,0.00362,0.00000,-0.00052,0.00153
360.00000,0.01027,0.02513,0.62949,0.00587,0.00112,-0.01203,-0.00545,-0.01404,0.00314,0.00000,0.00103,0.00357
380.00000,0.01098,0.02690,0.67389,0.00627,0.00217,-0.01080,-0.00492,-0.01262,0.00398,0.00000,0.00108,0.00325
400.00000,0.01170,0.02874,0.71975,0.00668,0.00321,-0.00956,-0.00438,-0.01119,0.00483,0.00000,0.00113,0.00292
420.00000,0.01239,0.03046,0.76290,0.00708,0.00425,-0.00833,-0.00385,-0.00976,0.00568,0.00000,0.00118,0.00260
440.00000,0.01303,0.03232,0.80959,0.00744,0.00529,-0.00710,-0.00331,-0.00834,0.00653,0.00000,0.00123,0.00227
460.00000,0.01364,0.03418,0.85613,0.00780,0.00633,-0.00586,-0.00278,-0.00691,0.00738,0.00000,0.00128,0.00194
480.00000,0.01427,0.03584,0.89775,0.00815,0.00737,-0.00463,-0.00225,-0.00549,0.00823,0.00000,0.00133,0.00162
500.00000,0.01492,0.03746,0.93829,0.00853,0.00841,-0.00339,-0.00171,-0.00406,0.00908,0.00000,0.00137,0.00129
520.00000,0.01563,0.03932,0.98490,0.00893,0.00945,-0.00216,-0.00118,-0.00263,0.00993,0.00000,0.00142,0.00097
540.00000,0.01636,0.04120,1.03200,0.00935,0.01049,-0.00092,-0.00065,-0.00121,0.01078,0.00000,0.00147,0.00064
560.00000,0.01705,0.04316,1.08098,0.00974,0.01154,0.00031,-0.00011,0.00022,0.01163,0.00000,0.00152,0.00032
580.00000,0.01769,0.04481,1.12227,0.01011,0.01253,0.00153,0.00015,0.00153,0.01253,0.00000,0.00166,0.00012
600.00000,0.01830,0.04645,1.16343,0.01046,0.01348,0.00275,0.00019,0.00274,0.01349,0.00000,0.00188,0.00005
620.00000,0.01890,0.04821,1.20749,0.01080,0.01443,0.00396,0.00022,0.00395,0.01444,0.00000,0.00210,-0.00002
640.00000,0.01953,0.04980,1.24736,0.01116,0.01538,0.00517,0.00025,0.00516,0.01539,0.00000,0.00232,-0.00010
660.00000,0.02021,0.05147,1.28917,0.01155,0.01633,0.00638,0.00028,0.00637,0.01635,0.00000,0.00254,-0.00017
680.00000,0.02095,0.05331,1.33519,0.01197,0.01728,0.00759,0.00032,0.00758,0.01730,0.00000,0.00276,-0.00025
700.00000,0.02169,0.05529,1.38484,0.01239,0.01824,0.00881,0.00035,0.00879,0.01825,0.00000,0.00298,-0.00032
720.00000,0.02237,0.05727,1.43456,0.01278,0.01919,0.01002,0.00038,0.01000,0.01921,0.00000,0.00320,-0.00039
740.00000,0.02300,0.05892,1.47576,0.01314,0.02014,0.01123,0.00042,0.01121,0.02016,0.00000,0.00342,-0.00047
760.00000,0.02361,0.06050,1.51541,0.01349,0.02109,0.01244,0.00045,0.01242,0.02111,0.00000,0.00364,-0.00054
780.00000,0.02423,0.06221,1.55815,0.01385,0.02204,0.01365,0.00048,0.01363,0.02207,0.00000,0.00386,-0.00061
800.00000,0.02490,0.06389,1.60023,0.01423,0.02275,0.01365,0.00029,0.01360,0.02280,0.00000,0.00415,-0.00053
820.00000,0.02562,0.06573,1.64635,0.01464,0.02341,0.01335,0.00004,0.01328,0.02348,0.00000,0.00446,-0.00040
840.00000,0.02635,0.06780,1.69831,0.01506,0.02407,0.01304,-0.00020,0.01296,0.02415,0.00000,0.00477,-0.00027
860.00000,0.02704,0.06962,1.74378,0.01545,0.02473,0.01274,-0.00045,0.01264,0.02483,0.00000,0.00508,-0.00014
880.00000,0.02768,0.07135,1.78715,0.01582,0.02538,0.01244,-0.00070,0.01231,0.02551,0.00000,0.00539,-0.00002
900.00000,0.02830,0.07309,1.83057,0.01617,0.02604,0.01214,-0.00094,0.01199,0.02619,0.00000,0.00569,0.00011
920.00000,0.02893,0.07466,1.86999,0.01653,0.02670,0.01184,-0.00119,0.01167,0.02686,0.00000,0.00600,0.00024
940.00000,0.02960,0.07659,1.91843,0.01691,0.02735,0.01153,-0.00144,0.01135,0.02754,0.00000,0.00631,0.00037
960.00000,0.03032,0.07861,1.96891,0.01732,0.02801,0.01123,-0.00168,0.01102,0.02822,0.00000,0.00662,0.00049
980.00000,0.03106,0.08052,2.01682,0.01775,0.02867,0.01093,-0.00193,0.01070,0.02890,0.00000,0.00693,0.00062
1000.00000,0.03176,0.08226,2.06040,0.01815,0.02932,0.01057,-0.00219,0.01032,0.02958,0.00000,0.00724,0.00075
1020.00000,0.03240,0.08384,2.09986,0.01851,0.02991,0.00948,-0.00266,0.00912,0.03026,0.00000,0.00756,0.00096
1040.00000,0.03300,0.08536,2.13791,0.01886,0.03049,0.00839,-0.00312,0.00793,0.03095,0.00000,0.00789,0.00116
1060.00000,0.03362,0.08699,2.17891,0.01921,0.03108,0.00730,-0.00358,0.00674,0.03164,0.00000,0.00822,0.00136
1080.00000,0.03426,0.08869,2.22140,0.01958,0.03166,0.00621,-0.00405,0.00554,0.03232,0.00000,0.00854,0.00157
1100.00000,0.03495,0.09055,2.26809,0.01997,0.03225,0.00512,-0.00451,0.00435,0.03301,0.00000,0.00887,0.00177
1120.00000,0.03566,0.09258,2.31891,0.02038,0.03283,0.00403,-0.00497,0.00316,0.03370,0.00000,0.00919,0.00197
1140.00000,0.03636,0.09452,2.36753,0.02078,0.03341,0.00293,-0.00544,0.00197,0.03438,0.00000,0.00952,0.00217
1160.00000,0.03702,0.09635,2.41330,0.02115,0.03400,0.00184,-0.00590,0.00077,0.03507,0.00000,0.00985,0.00238
1180.00000,0.03764,0.09807,2.45646,0.02151,0.03458,0.00075,-0.00636,-0.00042,0.03576,0.00000,0.01017,0.00258
1200.00000,0.03826,0.09975,2.49834,0.02186,0.03517,-0.00034,-0.00683,-0.00161,0.03644,0.00000,0.01050,0.00278
1220.00000,0.03892,0.10134,2.53834,0.02224,0.03582,-0.00069,-0.00708,-0.00202,0.03714,0.00000,0.01078,0.00289
1240.00000,0.03962,0.10311,2.58259,0.02264,0.03661,0.00068,-0.00683,-0.00058,0.03787,0.00000,0.01094,0.00277
1260.00000,0.04037,0.10520,2.63492,0.02307,0.03740,0.00206,-0.00657,0.00086,0.03859,0.00000,0.01111,0.00266
1280.00000,0.04110,0.10711,2.68268,0.02348,0.03819,0.00343,-0.00632,0.00230,0.03932,0.00000,0.01128,0.00254
1300.00000,0.04176,0.10880,2.72503,0.02386,0.03898,0.00480,-0.00607,0.00374,0.04004,0.00000,0.01144,0.00242
1320.00000,0.04238,0.11037,2.76455,0.02422,0.03978,0.00618,-0.00582,0.00518,0.04077,0.00000,0.01161,0.00231
1340.00000,0.04299,0.11204,2.80634,0.02457,0.04057,0.00755,-0.00556,0.00662,0.04150,0.00000,0.01178,0.00219
1360.00000,0.04363,0.11376,2.84941,0.02493,0.04136,0.00893,-0.00531,0.00807,0.04222,0.00000,0.01194,0.00207
1380.00000,0.04430,0.11567,2.89727,0.02531,0.04215,0.01030,-0.00506,0.00951,0.04295,0.00000,0.01211,0.00196
1400.00000,0.04502,0.11771,2.94834,0.02572,0.04294,0.01168,-0.00481,0.01095,0.04367,0.00000,0.01228,0.00184
1420.00000,0.04575,0.11967,2.99728,0.02614,0.04373,0.01305,-0.00455,0.01239,0.04440,0.00000,0.01244,0.00172
1440.00000,0.04645,0.12152,3.04370,0.02654,0.04456,0.01400,-0.00430,0.01339,0.04517,0.00000,0.01259,0.00160
1460.00000,0.04710,0.12305,3.08202,0.02691,0.04541,0.01462,-0.00404,0.01406,0.04597,0.00000,0.01271,0.00148
1480.00000,0.04771,0.12449,3.11819,0.02726,0.04626,0.01524,-0.00378,0.01474,0.04677,0.00000,0.01284,0.00135
1500.00000,0.04833,0.12607,3.15778,0.02762,0.04711,0.01586,-0.00352,0.01541,0.04757,0.00000,0.01297,0.00122
1520.00000,0.04900,0.12782,3.20159,0.02800,0.04797,0.01649,-0.00326,0.01608,0.04837,0.00000,0.01309,0.00110
1540.00000,0.04971,0.12974,3.24964,0.02841,0.04882,0.01711,-0.00300,0.01676,0.04917,0.00000,0.01322,0.00097
1560.00000,0.05044,0.13175,3.29995,0.02882,0.04967,0.01773,-0.00275,0.01743,0.04997,0.00000,0.01335,0.00085
1580.00000,0.05114,0.13374,3.34980,0.02922,0.05052,0.01835,-0.00249,0.01810,0.05077,0.00000,0.01347,0.00072
1600.00000,0.05177,0.13535,3.39011,0.02958,0.05137,0.01897,-0.00223,0.01878,0.05157,0.00000,0.01360,0.00060
1620.00000,0.05237,0.13676,3.42536,0.02993,0.05222,0.01960,-0.00197,0.01945,0.05237,0.00000,0.01372,0.00047
1640.00000,0.05298,0.13831,3.46416,0.03028,0.05308,0.02022,-0.00171,0.02012,0.05317,0.00000,0.01385,0.00035
1660.00000,0.05363,0.14006,3.50819,0.03064,0.05383,0.02000,-0.00175,0.01991,0.05392,0.00000,0.01411,0.00036
1680.00000,0.05432,0.14175,3.55034,0.03104,0.05455,0.01948,-0.00190,0.01937,0.05465,0.00000,0.01441,0.00043
1700.00000,0.05504,0.14370,3.59919,0.03145,0.05527,0.01896,-0.00205,0.01884,0.05538,0.00000,0.01471,0.00049
1720.00000,0.05576,0.14554,3.64525,0.03186,0.05598,0.01844,-0.00220,0.01831,0.05612,0.00000,0.01502,0.00056
1740.00000,0.05644,0.14751,3.69459,0.03225,0.05670,0.01792,-0.00235,0.01778,0.05685,0.00000,0.01532,0.00062
1760.00000,0.05706,0.14923,3.73780,0.03261,0.05742,0.01740,-0.00250,0.01724,0.05758,0.00000,0.01562,0.00069
1780.00000,0.05769,0.15096,3.78111,0.03296,0.05814,0.01688,-0.00265,0.01671,0.05831,0.00000,0.01593,0.00076
1800.00000,0.05834,0.15255,3.82086,0.03333,0.05886,0.01636,-0.00280,0.01618,0.05904,0.00000,0.01623,0.00082
1820.00000,0.05904,0.15450,3.86980,0.03373,0.05958,0.01584,-0.00295,0.01564,0.05977,0.00000,0.01653,0.00089
1840.00000,0.05977,0.15646,3.91882,0.03415,0.06029,0.01532,-0.00310,0.01511,0.06051,0.00000,0.01684,0.00095
1860.00000,0.06047,0.15820,3.96238,0.03456,0.06100,0.01483,-0.00325,0.01460,0.06123,0.00000,0.01714,0.00102
1880.00000,0.06113,0.15997,4.00689,0.03493,0.06147,0.01465,-0.00355,0.01437,0.06175,0.00000,0.01752,0.00116
1900.00000,0.06174,0.16168,4.04959,0.03528,0.06195,0.01447,-0.00384,0.01415,0.06228,0.00000,0.01790,0.00130
1920.00000,0.06234,0.16332,4.09065,0.03562,0.06243,0.01430,-0.00413,0.01392,0.06280,0.00000,0.01828,0.00143
1940.00000,0.06298,0.16488,4.12967,0.03599,0.06290,0.01412,-0.00443,0.01370,0.06333,0.00000,0.01866,0.00157
1960.00000,0.06367,0.16663,4.17361,0.03638,0.06338,0.01395,-0.00472,0.01347,0.06386,0.00000,0.01904,0.00171
1980.00000,0.06438,0.16839,4.21772,0.03679,0.06386,0.01377,-0.00501,0.01325,0.06438,0.00000,0.01943,0.00184
2000.00000,0.06509,0.17020,4.26309,0.03719,0.06433,0.01360,-0.00531,0.01302,0.06491,0.00000,0.01981,0.00198
2020.00000,0.06576,0.17215,4.31185,0.03757,0.06481,0.01342,-0.00560,0.01280,0.06543,0.00000,0.02019,0.00212
2040.00000,0.06638,0.17397,4.35752,0.03793,0.06529,0.01325,-0.00589,0.01257,0.06596,0.00000,0.02057,0.00225
2060.00000,0.06697,0.17548,4.39522,0.03827,0.06576,0.01307,-0.00619,0.01235,0.06649,0.00000,0.02095,0.00239
2080.00000,0.06758,0.17706,4.43474,0.03862,0.06628,0.01295,-0.00643,0.01218,0.06704,0.00000,0.02130,0.00254
2100.00000,0.06824,0.17870,4.47600,0.03899,0.06694,0.01298,-0.00650,0.01221,0.06771,0.00000,0.02158,0.00274
2120.00000,0.06895,0.18057,4.52263,0.03940,0.06760,0.01302,-0.00656,0.01224,0.06838,0.00000,0.02186,0.00294
2140.00000,0.06969,0.18238,4.56820,0.03982,0.06826,0.01305,-0.00663,0.01227,0.06904,0.00000,0.02213,0.00315
2160.00000,0.07040,0.18429,4.61598,0.04023,0.06892,0.01309,-0.00669,0.01229,0.06971,0.00000,0.02241,0.00335
2180.00000,0.07105,0.18614,4.66228,0.04060,0.06957,0.01312,-0.00676,0.01232,0.07037,0.00000,0.02269,0.00355
2200.00000,0.07167,0.18775,4.70251,0.04095,0.07023,0.01316,-0.00683,0.01235,0.07104,0.00000,0.02297,0.00375
2220.00000,0.07229,0.18907,4.73567,0.04131,0.07089,0.01319,-0.00689,0.01238,0.07170,0.00000,0.02324,0.00395
2240.00000,0.07293,0.19091,4.78172,0.04167,0.07155,0.01323,-0.00696,0.01241,0.07237,0.00000,0.02352,0.00415
2260.00000,0.07363,0.19279,4.82875,0.04207,0.07221,0.01326,-0.00703,0.01243,0.07304,0.00000,0.02380,0.00435
2280.00000,0.07435,0.19475,4.87799,0.04249,0.07287,0.01330,-0.00709,0.01246,0.07370,0.00000,0.02407,0.00456
2300.00000,0.07506,0.19692,4.93215,0.04289,0.07352,0.01356,-0.00708,0.01274,0.07435,0.00000,0.02433,0.00458
2320.00000,0.07571,0.19851,4.97203,0.04326,0.07418,0.01399,-0.00702,0.01318,0.07499,0.00000,0.02458,0.00450
2340.00000,0.07631,0.20000,5.00939,0.04361,0.07483,0.01442,-0.00696,0.01362,0.07562,0.00000,0.02483,0.00441
2360.00000,0.07691,0.20136,5.04353,0.04395,0.07548,0.01484,-0.00690,0.01406,0.07626,0.00000,0.02508,0.00432
