Tempo;Deslocamento;Força;Tensão à tração;Deformação à tração (Deslocamento);Extens Bi Axial - Connector 6;Extens Bi Trans - Conector 5
"2,2400";"0,1833";"0,3122";"7,6672";"0,1833";"0,1640";"0,0788"
"2,2600";"0,1849";"0,3150";"7,7359";"0,1849";"0,1655";"0,0795"
"2,2800";"0,1866";"0,3176";"7,8000";"0,1866";"0,1669";"0,0801"
"2,3000";"0,1883";"0,3203";"7,8653";"0,1883";"0,1685";"0,0808"
"2,3200";"0,1900";"0,3231";"7,9342";"0,1900";"0,1700";"0,0816"
"2,3400";"0,1916";"0,3258";"8,0015";"0,1916";"0,1714";"0,0823"
"2,3600";"0,1933";"0,3285";"8,0667";"0,1933";"0,1729";"0,0829"
"2,3800";"0,1949";"0,3310";"8,1294";"0,1949";"0,1744";"0,0836"
"2,4000";"0,1966";"0,3336";"8,1935";"0,1966";"0,1759";"0,0843"
"2,4200";"0,1983";"0,3365";"8,2629";"0,1983";"0,1774";"0,0851"
"2,4400";"0,2000";"0,3391";"8,3278";"0,2000";"0,1789";"0,0858"
"2,4600";"0,2017";"0,3418";"8,3931";"0,2017";"0,1803";"0,0865"
"2,4800";"0,2034";"0,3445";"8,4613";"0,2034";"0,1819";"0,0871"
"2,5000";"0,2050";"0,3471";"8,5229";"0,2050";"0,1833";"0,0878"
"2,5200";"0,2067";"0,3498";"8,5901";"0,2067";"0,1848";"0,0885"
"2,5400";"0,2085";"0,3525";"8,6576";"0,2085";"0,1864";"0,0892"
"2,5600";"0,2101";"0,3551";"8,7211";"0,2101";"0,1878";"0,0899"
"2,5800";"0,2117";"0,3577";"8,7855";"0,2117";"0,1893";"0,0906"
"2,6000";"0,2134";"0,3605";"8,8540";"0,2134";"0,1907";"0,0913"
"2,6200";"0,2149";"0,3629";"8,9112";"0,2149";"0,1921";"0,0920"
"2,6400";"0,2166";"0,3654";"8,9745";"0,2166";"0,1936";"0,0927"
"2,6600";"0,2183";"0,3681";"9,0404";"0,2183";"0,1951";"0,0934"
"2,6800";"0,2199";"0,3706";"9,1013";"0,2199";"0,1965";"0,0940"
"2,7000";"0,2216";"0,3732";"9,1660";"0,2216";"0,1980";"0,0948"
"2,7200";"0,2232";"0,3758";"9,2287";"0,2232";"0,1994";"0,0955"
"2,7400";"0,2248";"0,3786";"9,2966";"0,2248";"0,2009";"0,0961"
"2,7600";"0,2265";"0,3813";"9,3637";"0,2265";"0,2024";"0,0968"
"2,7800";"0,2282";"0,3838";"9,4253";"0,2282";"0,2039";"0,0975"
"2,8000";"0,2298";"0,3862";"9,4847";"0,2298";"0,2053";"0,0982"
"2,8200";"0,2315";"0,3889";"9,5508";"0,2315";"0,2068";"0,0989"
"2,8400";"0,2332";"0,3917";"9,6196";"0,2332";"0,2083";"0,0997"
"2,8600";"0,2349";"0,3941";"9,6782";"0,2349";"0,2098";"0,1004"
"2,8800";"0,2366";"0,3968";"9,7444";"0,2366";"0,2114";"0,1011"
"2,9000";"0,2383";"0,3994";"9,8092";"0,2383";"0,2128";"0,1017"
"2,9200";"0,2399";"0,4019";"9,8698";"0,2399";"0,2142";"0,1021"
"2,9400";"0,2416";"0,4045";"9,9333";"0,2416";"0,2157";"0,1026"
"2,9600";"0,2432";"0,4072";"9,9986";"0,2432";"0,2171";"0,1031"
"2,9800";"0,2449";"0,4098";"10,0625";"0,2449";"0,2186";"0,1035"
"3,0000";"0,2466";"0,4125";"10,1293";"0,2466";"0,2202";"0,1042"
"3,0200";"0,2483";"0,4151";"10,1947";"0,2483";"0,2216";"0,1048"
"3,0400";"0,2499";"0,4179";"10,2630";"0,2499";"0,2231";"0,1056"
"3,0600";"0,2516";"0,4204";"10,3235";"0,2516";"0,2246";"0,1064"
"3,0800";"0,2533";"0,4227";"10,3806";"0,2533";"0,2260";"0,1072"
"3,1000";"0,2549";"0,4254";"10,4462";"0,2549";"0,2275";"0,1080"
"3,1200";"0,2567";"0,4282";"10,5150";"0,2567";"0,2291";"0,1088"
"3,1400";"0,2584";"0,4308";"10,5803";"0,2584";"0,2306";"0,1097"
"3,1600";"0,2600";"0,4335";"10,6449";"0,2600";"0,2320";"0,1104"
"3,1800";"0,2617";"0,4359";"10,7057";"0,2617";"0,2335";"0,1111"
"3,2000";"0,2633";"0,4384";"10,7661";"0,2633";"0,2350";"0,1118"
"3,2200";"0,2650";"0,4410";"10,8287";"0,2650";"0,2365";"0,1125"
"3,2400";"0,2667";"0,4437";"10,8961";"0,2667";"0,2380";"0,1133"
"3,2600";"0,2684";"0,4464";"10,9633";"0,2684";"0,2395";"0,1139"
"3,2800";"0,2700";"0,4488";"11,0214";"0,2700";"0,2409";"0,1146"
"3,3000";"0,2716";"0,4511";"11,0783";"0,2716";"0,2424";"0,1153"
"3,3200";"0,2732";"0,4537";"11,1407";"0,2732";"0,2438";"0,1161"
"3,3400";"0,2749";"0,4562";"11,2040";"0,2749";"0,2453";"0,1169"
"3,3600";"0,2766";"0,4588";"11,2668";"0,2766";"0,2468";"0,1178"
"3,3800";"0,2782";"0,4614";"11,3318";"0,2782";"0,2483";"0,1186"
"3,4000";"0,2799";"0,4640";"11,3958";"0,2799";"0,2498";"0,1193"
"3,4200";"0,2816";"0,4664";"11,4533";"0,2816";"0,2512";"0,1200"
"3,4400";"0,2832";"0,4688";"11,5123";"0,2832";"0,2526";"0,1206"
"3,4600";"0,2849";"0,4715";"11,5797";"0,2849";"0,2541";"0,1214"
"3,4800";"0,2865";"0,4742";"11,6458";"0,2865";"0,2556";"0,1222"
"3,5000";"0,2881";"0,4767";"11,7061";"0,2881";"0,2570";"0,1229"
"3,5200";"0,2898";"0,4791";"11,7666";"0,2898";"0,2585";"0,1236"
"3,5400";"0,2915";"0,4815";"11,8250";"0,2915";"0,2600";"0,1243"
"3,5600";"0,2932";"0,4842";"11,8916";"0,2932";"0,2615";"0,1250"
"3,5800";"0,2949";"0,4868";"11,9555";"0,2949";"0,2631";"0,1257"
"3,6000";"0,2966";"0,4893";"12,0164";"0,2966";"0,2645";"0,1264"
"3,6200";"0,2982";"0,4918";"12,0772";"0,2982";"0,2660";"0,1272"
"3,6400";"0,2999";"0,4942";"12,1364";"0,2999";"0,2675";"0,1279"
"3,6600";"0,3015";"0,4967";"12,1977";"0,3015";"0,2689";"0,1285"
"3,6800";"0,3032";"0,4993";"12,2612";"0,3032";"0,2704";"0,1293"
"3,7000";"0,3050";"0,5019";"12,3247";"0,3050";"0,2720";"0,1301"
"3,7200";"0,3066";"0,5044";"12,3877";"0,3066";"0,2735";"0,1308"
"3,7400";"0,3083";"0,5070";"12,4495";"0,3083";"0,2749";"0,1316"
"3,7600";"0,3100";"0,5094";"12,5102";"0,3100";"0,2764";"0,1323"
"3,7800";"0,3116";"0,5119";"12,5710";"0,3116";"0,2779";"0,1329"
"3,8000";"0,3133";"0,5145";"12,6343";"0,3133";"0,2794";"0,1337"
"3,8200";"0,3150";"0,5170";"12,6959";"0,3150";"0,2809";"0,1345"
"3,8400";"0,3166";"0,5194";"12,7561";"0,3166";"0,2824";"0,1352"
"3,8600";"0,3183";"0,5220";"12,8182";"0,3183";"0,2839";"0,1359"
"3,8800";"0,3200";"0,5245";"12,8816";"0,3200";"0,2854";"0,1366"
"3,9000";"0,3216";"0,5269";"12,9398";"0,3216";"0,2868";"0,1373"
"3,9200";"0,3234";"0,5296";"13,0065";"0,3234";"0,2884";"0,1380"
"3,9400";"0,3251";"0,5323";"13,0727";"0,3251";"0,2899";"0,1388"
"3,9600";"0,3267";"0,5346";"13,1290";"0,3267";"0,2913";"0,1395"
"3,9800";"0,3284";"0,5370";"13,1869";"0,3284";"0,2928";"0,1402"
"4,0000";"0,3300";"0,5394";"13,2457";"0,3300";"0,2943";"0,1408"
"4,0200";"0,3316";"0,5417";"13,3039";"0,3316";"0,2957";"0,1415"
"4,0400";"0,3333";"0,5442";"13,3637";"0,3333";"0,2972";"0,1422"
"4,0600";"0,3350";"0,5466";"13,4238";"0,3350";"0,2987";"0,1430"
"4,0800";"0,3366";"0,5491";"13,4839";"0,3366";"0,3002";"0,1437"
"4,1000";"0,3382";"0,5516";"13,5454";"0,3382";"0,3017";"0,1445"
"4,1200";"0,3399";"0,5542";"13,6086";"0,3399";"0,3031";"0,1452"
"4,1400";"0,3415";"0,5566";"13,6694";"0,3415";"0,3045";"0,1459"
"4,1600";"0,3432";"0,5590";"13,7277";"0,3432";"0,3061";"0,1467"
"4,1800";"0,3449";"0,5613";"13,7843";"0,3449";"0,3075";"0,1474"
"4,2000";"0,3465";"0,5638";"13,8460";"0,3465";"0,3090";"0,1481"
"4,2200";"0,3482";"0,5662";"13,9053";"0,3482";"0,3105";"0,1488"
"4,2400";"0,3499";"0,5687";"13,9648";"0,3499";"0,3120";"0,1495"
"4,2600";"0,3515";"0,5711";"14,0250";"0,3515";"0,3135";"0,1502"
"4,2800";"0,3533";"0,5737";"14,0886";"0,3533";"0,3151";"0,1510"
"4,3000";"0,3549";"0,5763";"14,1519";"0,3549";"0,3166";"0,1517"
"4,3200";"0,3566";"0,5785";"14,2077";"0,3566";"0,3180";"0,1524"
"4,3400";"0,3583";"0,5808";"14,2639";"0,3583";"0,3195";"0,1531"
"4,3600";"0,3599";"0,5835";"14,3288";"0,3599";"0,3210";"0,1539"
"4,3800";"0,3616";"0,5861";"14,3920";"0,3616";"0,3225";"0,1546"
"4,4000";"0,3633";"0,5885";"14,4510";"0,3633";"0,3240";"0,1554"
"4,4200";"0,3649";"0,5909";"14,5107";"0,3649";"0,3255";"0,1562"
"4,4400";"0,3666";"0,5934";"14,5718";"0,3666";"0,3270";"0,1568"
"4,4600";"0,3683";"0,5958";"14,6324";"0,3683";"0,3285";"0,1575"
"4,4800";"0,3699";"0,5982";"14,6904";"0,3699";"0,3300";"0,1583"
"4,5000";"0,3716";"0,6007";"14,7517";"0,3716";"0,3315";"0,1590"
"4,5200";"0,3734";"0,6031";"14,8114";"0,3734";"0,3330";"0,1598"
"4,5400";"0,3750";"0,6055";"14,8698";"0,3750";"0,3345";"0,1605"
"4,5600";"0,3767";"0,6079";"14,9294";"0,3767";"0,3360";"0,1612"
"4,5800";"0,3784";"0,6103";"14,9885";"0,3784";"0,3375";"0,1619"
"4,6000";"0,3800";"0,6127";"15,0460";"0,3800";"0,3390";"0,1627"
"4,6200";"0,3818";"0,6152";"15,1069";"0,3818";"0,3405";"0,1634"
"4,6400";"0,3834";"0,6175";"15,1655";"0,3834";"0,3420";"0,1642"
"4,6600";"0,3850";"0,6199";"15,2239";"0,3850";"0,3434";"0,1649"
"4,6800";"0,3867";"0,6222";"15,2805";"0,3867";"0,3449";"0,1656"
"4,7000";"0,3883";"0,6244";"15,3343";"0,3883";"0,3464";"0,1663"
"4,7200";"0,3899";"0,6269";"15,3947";"0,3899";"0,3478";"0,1671"
"4,7400";"0,3916";"0,6294";"15,4576";"0,3916";"0,3493";"0,1678"
"4,7600";"0,3933";"0,6317";"15,5119";"0,3933";"0,3508";"0,1686"
"4,7800";"0,3949";"0,6340";"15,5685";"0,3949";"0,3523";"0,1693"
"4,8000";"0,3966";"0,6363";"15,6249";"0,3966";"0,3538";"0,1700"
"4,8200";"0,3982";"0,6385";"15,6805";"0,3982";"0,3552";"0,1707"
"4,8400";"0,3998";"0,6408";"15,7364";"0,3998";"0,3567";"0,1714"
"4,8600";"0,4015";"0,6432";"15,7966";"0,4015";"0,3582";"0,1722"
"4,8800";"0,4032";"0,6457";"15,8569";"0,4032";"0,3597";"0,1729"
"4,9000";"0,4049";"0,6481";"15,9159";"0,4049";"0,3612";"0,1736"
"4,9200";"0,4066";"0,6505";"15,9759";"0,4066";"0,3627";"0,1744"
"4,9400";"0,4082";"0,6528";"16,0304";"0,4082";"0,3642";"0,1751"
"4,9600";"0,4099";"0,6550";"16,0864";"0,4099";"0,3657";"0,1759"
"4,9800";"0,4116";"0,6574";"16,1443";"0,4116";"0,3672";"0,1766"
"5,0000";"0,4133";"0,6597";"16,2000";"0,4133";"0,3687";"0,1774"
"5,0200";"0,4149";"0,6619";"16,2554";"0,4149";"0,3702";"0,1781"
"5,0400";"0,4166";"0,6641";"16,3098";"0,4166";"0,3716";"0,1788"
"5,0600";"0,4182";"0,6666";"16,3698";"0,4182";"0,3731";"0,1796"
"5,0800";"0,4199";"0,6692";"16,4347";"0,4199";"0,3747";"0,1803"
"5,1000";"0,4217";"0,6715";"16,4906";"0,4217";"0,3762";"0,1811"
"5,1200";"0,4233";"0,6739";"16,5481";"0,4233";"0,3777";"0,1818"
"5,1400";"0,4250";"0,6762";"16,6068";"0,4250";"0,3792";"0,1825"
"5,1600";"0,4266";"0,6784";"16,6598";"0,4266";"0,3807";"0,1833"
"5,1800";"0,4283";"0,6808";"16,7187";"0,4283";"0,3822";"0,1840"
"5,2000";"0,4300";"0,6832";"16,7776";"0,4300";"0,3837";"0,1848"
"5,2200";"0,4317";"0,6855";"16,8336";"0,4317";"0,3852";"0,1855"
"5,2400";"0,4333";"0,6876";"16,8859";"0,4333";"0,3867";"0,1863"
"5,2600";"0,4350";"0,6899";"16,9426";"0,4350";"0,3882";"0,1870"
"5,2800";"0,4367";"0,6921";"16,9971";"0,4367";"0,3897";"0,1878"
"5,3000";"0,4384";"0,6944";"17,0538";"0,4384";"0,3912";"0,1885"
"5,3200";"0,4401";"0,6968";"17,1123";"0,4401";"0,3927";"0,1893"
"5,3400";"0,4417";"0,6992";"17,1706";"0,4417";"0,3942";"0,1901"
"5,3600";"0,4433";"0,7014";"17,2256";"0,4433";"0,3957";"0,1908"
"5,3800";"0,4450";"0,7037";"17,2820";"0,4450";"0,3972";"0,1915"
"5,4000";"0,4466";"0,7059";"17,3346";"0,4466";"0,3986";"0,1923"
"5,4200";"0,4482";"0,7081";"17,3889";"0,4482";"0,4001";"0,1930"
"5,4400";"0,4500";"0,7105";"17,4484";"0,4500";"0,4016";"0,1938"
"5,4600";"0,4516";"0,7127";"17,5015";"0,4516";"0,4031";"0,1945"
"5,4800";"0,4533";"0,7150";"17,5591";"0,4533";"0,4046";"0,1952"
"5,5000";"0,4550";"0,7173";"17,6155";"0,4550";"0,4061";"0,1960"
"5,5200";"0,4565";"0,7192";"17,6626";"0,4565";"0,4075";"0,1967"
"5,5400";"0,4581";"0,7216";"17,7200";"0,4581";"0,4089";"0,1975"
"5,5600";"0,4599";"0,7238";"17,7751";"0,4599";"0,4105";"0,1982"
"5,5800";"0,4615";"0,7260";"17,8276";"0,4615";"0,4120";"0,1990"
"5,6000";"0,4632";"0,7282";"17,8829";"0,4632";"0,4135";"0,1997"
"5,6200";"0,4649";"0,7304";"17,9376";"0,4649";"0,4150";"0,2004"
"5,6400";"0,4665";"0,7325";"17,9884";"0,4665";"0,4164";"0,2012"
"5,6600";"0,4682";"0,7349";"18,0468";"0,4682";"0,4180";"0,2020"
"5,6800";"0,4700";"0,7371";"18,1020";"0,4700";"0,4196";"0,2028"
"5,7000";"0,4716";"0,7393";"18,1559";"0,4716";"0,4210";"0,2036"
"5,7200";"0,4733";"0,7416";"18,2120";"0,4733";"0,4225";"0,2043"
"5,7400";"0,4749";"0,7438";"18,2652";"0,4749";"0,4240";"0,2050"
"5,7600";"0,4765";"0,7460";"18,3189";"0,4765";"0,4254";"0,2057"
"5,7800";"0,4783";"0,7483";"18,3774";"0,4783";"0,4270";"0,2065"
"5,8000";"0,4800";"0,7506";"18,4324";"0,4800";"0,4286";"0,2073"
"5,8200";"0,4816";"0,7528";"18,4862";"0,4816";"0,4300";"0,2080"
"5,8400";"0,4833";"0,7550";"18,5416";"0,4833";"0,4315";"0,2088"
"5,8600";"0,4850";"0,7572";"18,5951";"0,4849";"0,4330";"0,2095"
"5,8800";"0,4866";"0,7593";"18,6468";"0,4866";"0,4345";"0,2103"
"5,9000";"0,4883";"0,7615";"18,7018";"0,4883";"0,4360";"0,2111"
"5,9200";"0,4900";"0,7638";"18,7574";"0,4900";"0,4375";"0,2118"
"5,9400";"0,4916";"0,7661";"18,8124";"0,4916";"0,4390";"0,2126"
"5,9600";"0,4933";"0,7682";"18,8657";"0,4933";"0,4406";"0,2133"
"5,9800";"0,4950";"0,7704";"18,9196";"0,4950";"0,4421";"0,2141"
"6,0000";"0,4967";"0,7726";"18,9731";"0,4967";"0,4436";"0,2149"
"6,0200";"0,4984";"0,7748";"19,0282";"0,4984";"0,4452";"0,2157"
"6,0400";"0,5001";"0,7770";"19,0812";"0,5001";"0,4466";"0,2164"
"6,0600";"0,5017";"0,7792";"19,1346";"0,5017";"0,4481";"0,2171"
"6,0800";"0,5034";"0,7813";"19,1864";"0,5034";"0,4496";"0,2179"
"6,1000";"0,5049";"0,7831";"19,2318";"0,5049";"0,4510";"0,2186"
"6,1200";"0,5066";"0,7853";"19,2843";"0,5066";"0,4524";"0,2194"
"6,1400";"0,5083";"0,7875";"19,3380";"0,5083";"0,4540";"0,2202"
"6,1600";"0,5099";"0,7895";"19,3880";"0,5099";"0,4555";"0,2209"
"6,1800";"0,5116";"0,7917";"19,4412";"0,5116";"0,4570";"0,2217"
"6,2000";"0,5132";"0,7938";"19,4939";"0,5132";"0,4585";"0,2225"
"6,2200";"0,5148";"0,7959";"19,5462";"0,5148";"0,4599";"0,2232"
"6,2400";"0,5165";"0,7981";"19,5989";"0,5165";"0,4614";"0,2240"
"6,2600";"0,5182";"0,8002";"19,6511";"0,5182";"0,4630";"0,2247"
"6,2800";"0,5198";"0,8023";"19,7028";"0,5198";"0,4644";"0,2255"
"6,3000";"0,5215";"0,8046";"19,7582";"0,5215";"0,4660";"0,2263"
"6,3200";"0,5232";"0,8067";"19,8094";"0,5232";"0,4675";"0,2270"
"6,3400";"0,5249";"0,8087";"19,8598";"0,5249";"0,4690";"0,2278"
"6,3600";"0,5266";"0,8108";"19,9122";"0,5266";"0,4705";"0,2286"
"6,3800";"0,5283";"0,8130";"19,9656";"0,5283";"0,4721";"0,2294"
"6,4000";"0,5299";"0,8151";"20,0163";"0,5299";"0,4735";"0,2301"
