Tempo;Deslocamento;Força;Tensão à tração;Deformação à tração (Deslocamento);Extens Bi Axial - Connector 6;Extens Bi Trans - Conector 5
"2,1400";"0,1751";"0,3013";"7,3759";"0,1751";"0,1563";"0,0692"
"2,1600";"0,1767";"0,3040";"7,4416";"0,1767";"0,1578";"0,0700"
"2,1800";"0,1783";"0,3066";"7,5049";"0,1783";"0,1592";"0,0707"
"2,2000";"0,1800";"0,3094";"7,5738";"0,1800";"0,1607";"0,0713"
"2,2200";"0,1817";"0,3121";"7,6408";"0,1817";"0,1622";"0,0720"
"2,2400";"0,1833";"0,3149";"7,7095";"0,1833";"0,1637";"0,0725"
"2,2600";"0,1850";"0,3176";"7,7747";"0,1850";"0,1652";"0,0733"
"2,2800";"0,1867";"0,3202";"7,8388";"0,1867";"0,1667";"0,0768"
"2,3000";"0,1884";"0,3228";"7,9038";"0,1884";"0,1682";"0,0805"
"2,3200";"0,1901";"0,3258";"7,9763";"0,1901";"0,1698";"0,0820"
"2,3400";"0,1918";"0,3286";"8,0437";"0,1918";"0,1713";"0,0825"
"2,3600";"0,1934";"0,3312";"8,1078";"0,1934";"0,1727";"0,0833"
"2,3800";"0,1951";"0,3338";"8,1710";"0,1951";"0,1742";"0,0833"
"2,4000";"0,1967";"0,3365";"8,2392";"0,1967";"0,1756";"0,0833"
"2,4200";"0,1984";"0,3393";"8,3060";"0,1984";"0,1770";"0,0832"
"2,4400";"0,2001";"0,3420";"8,3737";"0,2001";"0,1785";"0,0833"
"2,4600";"0,2018";"0,3447";"8,4397";"0,2018";"0,1800";"0,0833"
"2,4800";"0,2034";"0,3473";"8,5034";"0,2034";"0,1814";"0,0834"
"2,5000";"0,2051";"0,3500";"8,5694";"0,2051";"0,1829";"0,0835"
"2,5200";"0,2067";"0,3527";"8,6338";"0,2067";"0,1844";"0,0835"
"2,5400";"0,2084";"0,3554";"8,6995";"0,2084";"0,1859";"0,0835"
"2,5600";"0,2102";"0,3584";"8,7733";"0,2102";"0,1874";"0,0837"
"2,5800";"0,2118";"0,3610";"8,8370";"0,2118";"0,1889";"0,0842"
"2,6000";"0,2135";"0,3635";"8,8991";"0,2135";"0,1904";"0,0847"
"2,6200";"0,2152";"0,3663";"8,9671";"0,2152";"0,1919";"0,0851"
"2,6400";"0,2168";"0,3689";"9,0303";"0,2168";"0,1933";"0,0861"
"2,6600";"0,2185";"0,3718";"9,1012";"0,2185";"0,1948";"0,0870"
"2,6800";"0,2203";"0,3745";"9,1694";"0,2203";"0,1964";"0,0876"
"2,7000";"0,2219";"0,3771";"9,2329";"0,2219";"0,1978";"0,0879"
"2,7200";"0,2235";"0,3798";"9,2978";"0,2235";"0,1992";"0,0886"
"2,7400";"0,2251";"0,3823";"9,3587";"0,2251";"0,2007";"0,0894"
"2,7600";"0,2267";"0,3848";"9,4214";"0,2267";"0,2021";"0,0902"
"2,7800";"0,2284";"0,3875";"9,4867";"0,2284";"0,2036";"0,0910"
"2,8000";"0,2301";"0,3901";"9,5492";"0,2301";"0,2051";"0,0915"
"2,8200";"0,2317";"0,3926";"9,6121";"0,2317";"0,2065";"0,0921"
"2,8400";"0,2334";"0,3953";"9,6787";"0,2334";"0,2080";"0,0927"
"2,8600";"0,2351";"0,3981";"9,7472";"0,2351";"0,2095";"0,0933"
"2,8800";"0,2366";"0,4007";"9,8093";"0,2366";"0,2108";"0,0942"
"2,9000";"0,2383";"0,4034";"9,8749";"0,2383";"0,2123";"0,0948"
"2,9200";"0,2401";"0,4059";"9,9359";"0,2401";"0,2139";"0,0955"
"2,9400";"0,2417";"0,4084";"9,9981";"0,2417";"0,2153";"0,0962"
"2,9600";"0,2434";"0,4111";"10,0650";"0,2434";"0,2168";"0,0968"
"2,9800";"0,2450";"0,4139";"10,1331";"0,2450";"0,2182";"0,0974"
"3,0000";"0,2467";"0,4164";"10,1945";"0,2467";"0,2197";"0,0979"
"3,0200";"0,2484";"0,4191";"10,2607";"0,2484";"0,2212";"0,0987"
"3,0400";"0,2501";"0,4218";"10,3268";"0,2501";"0,2227";"0,0992"
"3,0600";"0,2517";"0,4243";"10,3886";"0,2517";"0,2241";"0,1001"
"3,0800";"0,2534";"0,4270";"10,4536";"0,2534";"0,2256";"0,1009"
"3,1000";"0,2550";"0,4296";"10,5165";"0,2550";"0,2271";"0,1016"
"3,1200";"0,2567";"0,4323";"10,5840";"0,2567";"0,2286";"0,1023"
"3,1400";"0,2585";"0,4350";"10,6484";"0,2585";"0,2301";"0,1030"
"3,1600";"0,2601";"0,4376";"10,7142";"0,2601";"0,2316";"0,1038"
"3,1800";"0,2618";"0,4402";"10,7775";"0,2618";"0,2330";"0,1044"
"3,2000";"0,2635";"0,4430";"10,8442";"0,2635";"0,2346";"0,1050"
"3,2200";"0,2651";"0,4456";"10,9102";"0,2651";"0,2360";"0,1056"
"3,2400";"0,2668";"0,4482";"10,9725";"0,2668";"0,2375";"0,1062"
"3,2600";"0,2685";"0,4509";"11,0381";"0,2685";"0,2390";"0,1068"
"3,2800";"0,2701";"0,4533";"11,0976";"0,2701";"0,2405";"0,1074"
"3,3000";"0,2718";"0,4558";"11,1576";"0,2718";"0,2419";"0,1082"
"3,3200";"0,2735";"0,4583";"11,2209";"0,2735";"0,2434";"0,1090"
"3,3400";"0,2751";"0,4610";"11,2871";"0,2751";"0,2449";"0,1096"
"3,3600";"0,2769";"0,4638";"11,3539";"0,2769";"0,2464";"0,1103"
"3,3800";"0,2786";"0,4665";"11,4215";"0,2786";"0,2479";"0,1110"
"3,4000";"0,2802";"0,4689";"11,4784";"0,2802";"0,2494";"0,1118"
"3,4200";"0,2818";"0,4714";"11,5415";"0,2818";"0,2508";"0,1126"
"3,4400";"0,2835";"0,4741";"11,6074";"0,2835";"0,2523";"0,1133"
"3,4600";"0,2851";"0,4765";"11,6647";"0,2851";"0,2537";"0,1140"
"3,4800";"0,2867";"0,4790";"11,7267";"0,2867";"0,2552";"0,1146"
"3,5000";"0,2885";"0,4818";"11,7944";"0,2885";"0,2567";"0,1152"
"3,5200";"0,2901";"0,4844";"11,8587";"0,2901";"0,2581";"0,1159"
"3,5400";"0,2918";"0,4869";"11,9212";"0,2918";"0,2596";"0,1165"
"3,5600";"0,2934";"0,4894";"11,9815";"0,2934";"0,2610";"0,1172"
"3,5800";"0,2950";"0,4920";"12,0439";"0,2950";"0,2624";"0,1179"
"3,6000";"0,2966";"0,4945";"12,1056";"0,2966";"0,2639";"0,1186"
"3,6200";"0,2983";"0,4971";"12,1705";"0,2983";"0,2654";"0,1192"
"3,6400";"0,3000";"0,4996";"12,2300";"0,3000";"0,2669";"0,1200"
"3,6600";"0,3017";"0,5021";"12,2913";"0,3017";"0,2684";"0,1206"
"3,6800";"0,3033";"0,5048";"12,3582";"0,3033";"0,2698";"0,1213"
"3,7000";"0,3050";"0,5075";"12,4232";"0,3050";"0,2713";"0,1219"
"3,7200";"0,3068";"0,5101";"12,4869";"0,3068";"0,2729";"0,1225"
"3,7400";"0,3085";"0,5126";"12,5485";"0,3085";"0,2744";"0,1233"
"3,7600";"0,3101";"0,5151";"12,6106";"0,3101";"0,2758";"0,1238"
"3,7800";"0,3117";"0,5176";"12,6723";"0,3117";"0,2773";"0,1245"
"3,8000";"0,3134";"0,5200";"12,7304";"0,3134";"0,2788";"0,1252"
"3,8200";"0,3151";"0,5227";"12,7970";"0,3151";"0,2802";"0,1258"
"3,8400";"0,3168";"0,5254";"12,8619";"0,3168";"0,2818";"0,1266"
"3,8600";"0,3185";"0,5279";"12,9231";"0,3185";"0,2832";"0,1273"
"3,8800";"0,3201";"0,5304";"12,9845";"0,3201";"0,2847";"0,1279"
"3,9000";"0,3218";"0,5329";"13,0468";"0,3218";"0,2862";"0,1287"
"3,9200";"0,3234";"0,5354";"13,1082";"0,3234";"0,2876";"0,1294"
"3,9400";"0,3251";"0,5381";"13,1725";"0,3251";"0,2892";"0,1302"
"3,9600";"0,3268";"0,5405";"13,2323";"0,3268";"0,2907";"0,1310"
"3,9800";"0,3285";"0,5431";"13,2953";"0,3285";"0,2921";"0,1316"
"4,0000";"0,3302";"0,5456";"13,3576";"0,3302";"0,2936";"0,1321"
"4,0200";"0,3318";"0,5482";"13,4201";"0,3318";"0,2951";"0,1326"
"4,0400";"0,3335";"0,5507";"13,4824";"0,3335";"0,2965";"0,1334"
"4,0600";"0,3352";"0,5534";"13,5470";"0,3352";"0,2981";"0,1341"
"4,0800";"0,3369";"0,5558";"13,6071";"0,3369";"0,2996";"0,1350"
"4,1000";"0,3385";"0,5582";"13,6649";"0,3385";"0,3010";"0,1357"
"4,1200";"0,3402";"0,5607";"13,7279";"0,3402";"0,3025";"0,1363"
"4,1400";"0,3418";"0,5631";"13,7845";"0,3418";"0,3039";"0,1369"
"4,1600";"0,3434";"0,5654";"13,8428";"0,3434";"0,3053";"0,1376"
"4,1800";"0,3451";"0,5680";"13,9065";"0,3451";"0,3068";"0,1383"
"4,2000";"0,3468";"0,5704";"13,9653";"0,3468";"0,3083";"0,1390"
"4,2200";"0,3484";"0,5729";"14,0252";"0,3484";"0,3097";"0,1397"
"4,2400";"0,3501";"0,5753";"14,0842";"0,3501";"0,3112";"0,1403"
"4,2600";"0,3517";"0,5777";"14,1433";"0,3517";"0,3126";"0,1410"
"4,2800";"0,3533";"0,5802";"14,2037";"0,3533";"0,3141";"0,1417"
"4,3000";"0,3550";"0,5827";"14,2658";"0,3550";"0,3156";"0,1424"
"4,3200";"0,3567";"0,5853";"14,3281";"0,3567";"0,3171";"0,1431"
"4,3400";"0,3583";"0,5876";"14,3860";"0,3583";"0,3185";"0,1438"
"4,3600";"0,3600";"0,5900";"14,4441";"0,3600";"0,3201";"0,1444"
"4,3800";"0,3617";"0,5925";"14,5046";"0,3617";"0,3215";"0,1452"
"4,4000";"0,3634";"0,5950";"14,5672";"0,3634";"0,3230";"0,1459"
"4,4200";"0,3651";"0,5975";"14,6273";"0,3651";"0,3246";"0,1467"
"4,4400";"0,3668";"0,5999";"14,6861";"0,3668";"0,3260";"0,1474"
"4,4600";"0,3684";"0,6023";"14,7459";"0,3684";"0,3274";"0,1481"
"4,4800";"0,3700";"0,6048";"14,8064";"0,3700";"0,3289";"0,1488"
"4,5000";"0,3717";"0,6074";"14,8698";"0,3717";"0,3303";"0,1493"
"4,5200";"0,3734";"0,6099";"14,9316";"0,3734";"0,3318";"0,1499"
"4,5400";"0,3751";"0,6124";"14,9915";"0,3751";"0,3334";"0,1507"
"4,5600";"0,3768";"0,6148";"15,0510";"0,3768";"0,3348";"0,1514"
"4,5800";"0,3785";"0,6172";"15,1096";"0,3784";"0,3363";"0,1522"
"4,6000";"0,3801";"0,6195";"15,1654";"0,3801";"0,3378";"0,1530"
"4,6200";"0,3817";"0,6219";"15,2240";"0,3817";"0,3393";"0,1536"
"4,6400";"0,3835";"0,6245";"15,2891";"0,3835";"0,3408";"0,1542"
"4,6600";"0,3852";"0,6271";"15,3519";"0,3852";"0,3423";"0,1551"
"4,6800";"0,3868";"0,6295";"15,4116";"0,3868";"0,3438";"0,1557"
"4,7000";"0,3885";"0,6319";"15,4710";"0,3885";"0,3452";"0,1564"
"4,7200";"0,3902";"0,6344";"15,5313";"0,3902";"0,3467";"0,1570"
"4,7400";"0,3918";"0,6368";"15,5896";"0,3918";"0,3482";"0,1577"
"4,7600";"0,3935";"0,6392";"15,6493";"0,3935";"0,3497";"0,1585"
"4,7800";"0,3952";"0,6416";"15,7064";"0,3952";"0,3512";"0,1591"
"4,8000";"0,3968";"0,6438";"15,7613";"0,3968";"0,3526";"0,1598"
"4,8200";"0,3985";"0,6462";"15,8197";"0,3985";"0,3541";"0,1605"
"4,8400";"0,4001";"0,6485";"15,8770";"0,4001";"0,3555";"0,1612"
"4,8600";"0,4017";"0,6508";"15,9320";"0,4017";"0,3570";"0,1619"
"4,8800";"0,4034";"0,6534";"15,9956";"0,4034";"0,3585";"0,1627"
"4,9000";"0,4051";"0,6558";"16,0539";"0,4051";"0,3600";"0,1634"
"4,9200";"0,4067";"0,6581";"16,1110";"0,4067";"0,3614";"0,1641"
"4,9400";"0,4084";"0,6604";"16,1666";"0,4084";"0,3629";"0,1648"
"4,9600";"0,4100";"0,6626";"16,2206";"0,4100";"0,3644";"0,1656"
"4,9800";"0,4117";"0,6649";"16,2772";"0,4117";"0,3658";"0,1663"
"5,0000";"0,4134";"0,6674";"16,3401";"0,4134";"0,3673";"0,1668"
"5,0200";"0,4150";"0,6697";"16,3960";"0,4150";"0,3688";"0,1675"
"5,0400";"0,4166";"0,6722";"16,4555";"0,4166";"0,3702";"0,1681"
"5,0600";"0,4183";"0,6745";"16,5137";"0,4183";"0,3717";"0,1689"
"5,0800";"0,4200";"0,6769";"16,5708";"0,4200";"0,3732";"0,1697"
"5,1000";"0,4217";"0,6792";"16,6290";"0,4217";"0,3747";"0,1706"
"5,1200";"0,4234";"0,6817";"16,6879";"0,4234";"0,3763";"0,1714"
"5,1400";"0,4251";"0,6839";"16,7440";"0,4251";"0,3777";"0,1720"
"5,1600";"0,4267";"0,6863";"16,8027";"0,4267";"0,3792";"0,1727"
"5,1800";"0,4284";"0,6889";"16,8644";"0,4284";"0,3807";"0,1734"
"5,2000";"0,4300";"0,6911";"16,9185";"0,4300";"0,3821";"0,1740"
"5,2200";"0,4317";"0,6935";"16,9790";"0,4317";"0,3836";"0,1747"
"5,2400";"0,4335";"0,6960";"17,0387";"0,4335";"0,3852";"0,1754"
"5,2600";"0,4351";"0,6982";"17,0930";"0,4351";"0,3866";"0,1761"
"5,2800";"0,4368";"0,7006";"17,1529";"0,4368";"0,3881";"0,1767"
"5,3000";"0,4384";"0,7031";"17,2131";"0,4384";"0,3896";"0,1775"
"5,3200";"0,4400";"0,7054";"17,2686";"0,4400";"0,3910";"0,1783"
"5,3400";"0,4418";"0,7077";"17,3245";"0,4418";"0,3925";"0,1790"
"5,3600";"0,4435";"0,7099";"17,3789";"0,4435";"0,3941";"0,1798"
"5,3800";"0,4451";"0,7121";"17,4337";"0,4451";"0,3956";"0,1805"
"5,4000";"0,4468";"0,7146";"17,4936";"0,4468";"0,3971";"0,1812"
"5,4200";"0,4485";"0,7170";"17,5540";"0,4485";"0,3985";"0,1820"
"5,4400";"0,4501";"0,7195";"17,6156";"0,4501";"0,4000";"0,1827"
"5,4600";"0,4519";"0,7219";"17,6735";"0,4519";"0,4016";"0,1836"
"5,4800";"0,4536";"0,7239";"17,7222";"0,4536";"0,4031";"0,1843"
"5,5000";"0,4552";"0,7261";"17,7772";"0,4552";"0,4045";"0,1847"
"5,5200";"0,4568";"0,7284";"17,8330";"0,4568";"0,4060";"0,1854"
"5,5400";"0,4584";"0,7309";"17,8926";"0,4584";"0,4074";"0,1861"
"5,5600";"0,4601";"0,7330";"17,9461";"0,4601";"0,4089";"0,1868"
"5,5800";"0,4618";"0,7353";"18,0020";"0,4618";"0,4104";"0,1877"
"5,6000";"0,4634";"0,7375";"18,0543";"0,4634";"0,4119";"0,1886"
"5,6200";"0,4651";"0,7397";"18,1087";"0,4651";"0,4133";"0,1892"
"5,6400";"0,4667";"0,7418";"18,1608";"0,4667";"0,4148";"0,1899"
"5,6600";"0,4683";"0,7441";"18,2179";"0,4683";"0,4163";"0,1905"
"5,6800";"0,4700";"0,7465";"18,2755";"0,4700";"0,4177";"0,1911"
"5,7000";"0,4717";"0,7489";"18,3336";"0,4717";"0,4193";"0,1920"
"5,7200";"0,4733";"0,7510";"18,3860";"0,4733";"0,4207";"0,1926"
"5,7400";"0,4750";"0,7533";"18,4421";"0,4750";"0,4222";"0,1933"
"5,7600";"0,4767";"0,7556";"18,4994";"0,4767";"0,4237";"0,1941"
"5,7800";"0,4783";"0,7579";"18,5549";"0,4783";"0,4252";"0,1948"
"5,8000";"0,4801";"0,7603";"18,6130";"0,4801";"0,4268";"0,1957"
"5,8200";"0,4818";"0,7626";"18,6685";"0,4818";"0,4283";"0,1965"
"5,8400";"0,4834";"0,7649";"18,7258";"0,4834";"0,4298";"0,1972"
"5,8600";"0,4851";"0,7672";"18,7834";"0,4851";"0,4313";"0,1980"
"5,8800";"0,4867";"0,7694";"18,8352";"0,4867";"0,4328";"0,1987"
"5,9000";"0,4884";"0,7715";"18,8879";"0,4883";"0,4342";"0,1993"
"5,9200";"0,4901";"0,7737";"18,9425";"0,4901";"0,4357";"0,2001"
"5,9400";"0,4918";"0,7760";"18,9969";"0,4918";"0,4373";"0,2008"
"5,9600";"0,4934";"0,7781";"19,0499";"0,4934";"0,4387";"0,2016"
"5,9800";"0,4951";"0,7805";"19,1067";"0,4951";"0,4403";"0,2023"
"6,0000";"0,4968";"0,7826";"19,1590";"0,4968";"0,4417";"0,2028"
"6,0200";"0,4984";"0,7847";"19,2114";"0,4984";"0,4432";"0,2036"
"6,0400";"0,5002";"0,7871";"19,2685";"0,5002";"0,4448";"0,2043"
"6,0600";"0,5018";"0,7893";"19,3221";"0,5018";"0,4463";"0,2051"
"6,0800";"0,5035";"0,7916";"19,3803";"0,5035";"0,4477";"0,2059"
"6,1000";"0,5052";"0,7939";"19,4351";"0,5052";"0,4493";"0,2066"
"6,1200";"0,5068";"0,7961";"19,4889";"0,5068";"0,4507";"0,2073"
"6,1400";"0,5085";"0,7983";"19,5443";"0,5085";"0,4522";"0,2080"
"6,1600";"0,5103";"0,8007";"19,6028";"0,5103";"0,4538";"0,2087"
"6,1800";"0,5119";"0,8029";"19,6554";"0,5119";"0,4553";"0,2094"
"6,2000";"0,5135";"0,8049";"19,7044";"0,5135";"0,4567";"0,2101"
"6,2200";"0,5152";"0,8070";"19,7575";"0,5152";"0,4582";"0,2108"
"6,2400";"0,5168";"0,8092";"19,8105";"0,5168";"0,4596";"0,2116"
"6,2600";"0,5184";"0,8112";"19,8594";"0,5184";"0,4611";"0,2122"
"6,2800";"0,5201";"0,8133";"19,9112";"0,5201";"0,4626";"0,2129"
"6,3000";"0,5217";"0,8154";"19,9631";"0,5217";"0,4641";"0,2137"
"6,3200";"0,5234";"0,8176";"20,0154";"0,5234";"0,4656";"0,2144"
"6,3400";"0,5251";"0,8197";"20,0667";"0,5251";"0,4671";"0,2151"
"6,3600";"0,5266";"0,8218";"20,1201";"0,5266";"0,4685";"0,2158"
"6,3800";"0,5283";"0,8239";"20,1708";"0,5283";"0,4700";"0,2165"
"6,4000";"0,5300";"0,8262";"20,2274";"0,5300";"0,4715";"0,2173"
