Tempo;Deslocamento;Força;Tensão à tração;Deformação à tração (Deslocamento);Extens Bi Axial - Connector 6;Extens Bi Trans - Conector 5
"0,5000";"0,0386";"0,0613";"1,5011";"0,0386";"0,0351";"0,0256"
"0,5200";"0,0403";"0,0644";"1,5747";"0,0403";"0,0366";"0,0264"
"0,5400";"0,0419";"0,0671";"1,6407";"0,0419";"0,0381";"0,0271"
"0,5600";"0,0437";"0,0699";"1,7096";"0,0437";"0,0397";"0,0279"
"0,5800";"0,0453";"0,0726";"1,7770";"0,0453";"0,0411";"0,0287"
"0,6000";"0,0469";"0,0753";"1,8437";"0,0469";"0,0426";"0,0294"
"0,6200";"0,0486";"0,0781";"1,9099";"0,0486";"0,0441";"0,0301"
"0,6400";"0,0501";"0,0809";"1,9784";"0,0501";"0,0455";"0,0308"
"0,6600";"0,0518";"0,0835";"2,0438";"0,0518";"0,0469";"0,0316"
"0,6800";"0,0535";"0,0863";"2,1124";"0,0535";"0,0485";"0,0324"
"0,7000";"0,0551";"0,0891";"2,1794";"0,0551";"0,0500";"0,0331"
"0,7200";"0,0568";"0,0918";"2,2461";"0,0568";"0,0515";"0,0339"
"0,7400";"0,0585";"0,0946";"2,3142";"0,0585";"0,0530";"0,0346"
"0,7600";"0,0601";"0,0972";"2,3796";"0,0601";"0,0544";"0,0354"
"0,7800";"0,0617";"0,1000";"2,4459";"0,0617";"0,0559";"0,0361"
"0,8000";"0,0635";"0,1026";"2,5116";"0,0635";"0,0574";"0,0369"
"0,8200";"0,0651";"0,1054";"2,5791";"0,0651";"0,0589";"0,0376"
"0,8400";"0,0668";"0,1083";"2,6497";"0,0668";"0,0604";"0,0384"
"0,8600";"0,0685";"0,1110";"2,7161";"0,0685";"0,0619";"0,0392"
"0,8800";"0,0701";"0,1136";"2,7786";"0,0701";"0,0634";"0,0399"
"0,9000";"0,0718";"0,1165";"2,8507";"0,0718";"0,0649";"0,0407"
"0,9200";"0,0735";"0,1194";"2,9214";"0,0735";"0,0665";"0,0415"
"0,9400";"0,0751";"0,1220";"2,9864";"0,0751";"0,0679";"0,0422"
"0,9600";"0,0768";"0,1249";"3,0556";"0,0768";"0,0694";"0,0429"
"0,9800";"0,0784";"0,1275";"3,1199";"0,0784";"0,0709";"0,0437"
"1,0000";"0,0801";"0,1302";"3,1857";"0,0801";"0,0724";"0,0444"
"1,0200";"0,0818";"0,1330";"3,2544";"0,0818";"0,0740";"0,0452"
"1,0400";"0,0835";"0,1358";"3,3217";"0,0835";"0,0755";"0,0459"
"1,0600";"0,0851";"0,1386";"3,3909";"0,0851";"0,0770";"0,0467"
"1,0800";"0,0868";"0,1414";"3,4609";"0,0868";"0,0785";"0,0475"
"1,1000";"0,0885";"0,1441";"3,5270";"0,0885";"0,0800";"0,0483"
"1,1200";"0,0902";"0,1468";"3,5911";"0,0902";"0,0814";"0,0490"
"1,1400";"0,0919";"0,1497";"3,6622";"0,0919";"0,0830";"0,0498"
"1,1600";"0,0936";"0,1524";"3,7293";"0,0936";"0,0845";"0,0506"
"1,1800";"0,0952";"0,1549";"3,7899";"0,0952";"0,0860";"0,0513"
"1,2000";"0,0969";"0,1578";"3,8605";"0,0969";"0,0875";"0,0520"
"1,2200";"0,0985";"0,1602";"3,9210";"0,0985";"0,0890";"0,0528"
"1,2400";"0,1002";"0,1631";"3,9904";"0,1002";"0,0905";"0,0536"
"1,2600";"0,1019";"0,1659";"4,0585";"0,1019";"0,0921";"0,0544"
"1,2800";"0,1036";"0,1686";"4,1252";"0,1036";"0,0935";"0,0551"
"1,3000";"0,1052";"0,1712";"4,1886";"0,1052";"0,0950";"0,0558"
"1,3200";"0,1069";"0,1740";"4,2570";"0,1069";"0,0965";"0,0566"
"1,3400";"0,1085";"0,1766";"4,3203";"0,1085";"0,0979";"0,0573"
"1,3600";"0,1101";"0,1792";"4,3840";"0,1101";"0,0994";"0,0581"
"1,3800";"0,1118";"0,1819";"4,4498";"0,1118";"0,1009";"0,0589"
"1,4000";"0,1135";"0,1844";"4,5118";"0,1135";"0,1024";"0,0596"
"1,4200";"0,1152";"0,1872";"4,5797";"0,1151";"0,1039";"0,0604"
"1,4400";"0,1168";"0,1897";"4,6409";"0,1168";"0,1054";"0,0612"
"1,4600";"0,1184";"0,1925";"4,7108";"0,1184";"0,1068";"0,0618"
"1,4800";"0,1200";"0,1952";"4,7773";"0,1200";"0,1082";"0,0626"
"1,5000";"0,1217";"0,1979";"4,8416";"0,1217";"0,1098";"0,0633"
"1,5200";"0,1234";"0,2005";"4,9061";"0,1234";"0,1113";"0,0642"
"1,5400";"0,1251";"0,2032";"4,9718";"0,1250";"0,1128";"0,0649"
"1,5600";"0,1267";"0,2061";"5,0427";"0,1267";"0,1143";"0,0657"
"1,5800";"0,1284";"0,2087";"5,1058";"0,1284";"0,1157";"0,0663"
"1,6000";"0,1301";"0,2115";"5,1746";"0,1301";"0,1174";"0,0669"
"1,6200";"0,1319";"0,2142";"5,2417";"0,1319";"0,1189";"0,0673"
"1,6400";"0,1335";"0,2168";"5,3058";"0,1335";"0,1203";"0,0681"
"1,6600";"0,1351";"0,2195";"5,3718";"0,1351";"0,1218";"0,0690"
"1,6800";"0,1368";"0,2221";"5,4353";"0,1368";"0,1233";"0,0697"
"1,7000";"0,1384";"0,2246";"5,4964";"0,1384";"0,1248";"0,0713"
"1,7200";"0,1402";"0,2275";"5,5658";"0,1402";"0,1264";"0,0725"
"1,7400";"0,1419";"0,2303";"5,6345";"0,1419";"0,1278";"0,0735"
"1,7600";"0,1435";"0,2326";"5,6926";"0,1435";"0,1293";"0,0742"
"1,7800";"0,1452";"0,2354";"5,7608";"0,1452";"0,1308";"0,0748"
"1,8000";"0,1468";"0,2381";"5,8271";"0,1468";"0,1323";"0,0749"
"1,8200";"0,1485";"0,2408";"5,8925";"0,1485";"0,1338";"0,0753"
"1,8400";"0,1502";"0,2436";"5,9600";"0,1502";"0,1353";"0,0759"
"1,8600";"0,1519";"0,2462";"6,0234";"0,1519";"0,1368";"0,0766"
"1,8800";"0,1535";"0,2487";"6,0861";"0,1535";"0,1383";"0,0774"
"1,9000";"0,1552";"0,2515";"6,1540";"0,1552";"0,1398";"0,0785"
"1,9200";"0,1569";"0,2540";"6,2144";"0,1569";"0,1413";"0,0793"
"1,9400";"0,1586";"0,2567";"6,2823";"0,1586";"0,1428";"0,0802"
"1,9600";"0,1603";"0,2593";"6,3460";"0,1603";"0,1444";"0,0809"
"1,9800";"0,1620";"0,2619";"6,4085";"0,1620";"0,1458";"0,0818"
"2,0000";"0,1636";"0,2646";"6,4738";"0,1636";"0,1473";"0,0826"
"2,0200";"0,1652";"0,2670";"6,5333";"0,1652";"0,1488";"0,0834"
"2,0400";"0,1668";"0,2694";"6,5925";"0,1668";"0,1501";"0,0835"
"2,0600";"0,1685";"0,2720";"6,6566";"0,1685";"0,1516";"0,0837"
"2,0800";"0,1702";"0,2748";"6,7252";"0,1702";"0,1531";"0,0839"
"2,1000";"0,1718";"0,2775";"6,7906";"0,1718";"0,1546";"0,0842"
"2,1200";"0,1735";"0,2802";"6,8558";"0,1735";"0,1561";"0,0852"
"2,1400";"0,1751";"0,2826";"6,9160";"0,1751";"0,1576";"0,0866"
"2,1600";"0,1767";"0,2851";"6,9771";"0,1767";"0,1590";"0,0871"
"2,1800";"0,1784";"0,2880";"7,0469";"0,1784";"0,1605";"0,0877"
"2,2000";"0,1801";"0,2906";"7,1113";"0,1801";"0,1621";"0,0882"
"2,2200";"0,1817";"0,2931";"7,1724";"0,1817";"0,1635";"0,0886"
"2,2400";"0,1834";"0,2958";"7,2373";"0,1834";"0,1650";"0,0891"
"2,2600";"0,1851";"0,2985";"7,3035";"0,1851";"0,1665";"0,0905"
"2,2800";"0,1867";"0,3010";"7,3647";"0,1867";"0,1680";"0,0923"
"2,3000";"0,1885";"0,3036";"7,4287";"0,1885";"0,1695";"0,0938"
"2,3200";"0,1902";"0,3064";"7,4966";"0,1902";"0,1710";"0,0950"
"2,3400";"0,1918";"0,3090";"7,5615";"0,1918";"0,1724";"0,0961"
"2,3600";"0,1934";"0,3114";"7,6206";"0,1934";"0,1739";"0,0969"
"2,3800";"0,1951";"0,3140";"7,6834";"0,1951";"0,1754";"0,0976"
"2,4000";"0,1967";"0,3167";"7,7487";"0,1967";"0,1769";"0,0983"
"2,4200";"0,1985";"0,3193";"7,8138";"0,1985";"0,1785";"0,0992"
"2,4400";"0,2002";"0,3217";"7,8722";"0,2002";"0,1799";"0,0999"
"2,4600";"0,2018";"0,3244";"7,9369";"0,2018";"0,1814";"0,1008"
"2,4800";"0,2035";"0,3271";"8,0033";"0,2035";"0,1829";"0,1013"
"2,5000";"0,2051";"0,3293";"8,0586";"0,2051";"0,1844";"0,1018"
"2,5200";"0,2068";"0,3319";"8,1210";"0,2068";"0,1859";"0,1025"
"2,5400";"0,2086";"0,3346";"8,1863";"0,2086";"0,1875";"0,1032"
"2,5600";"0,2102";"0,3373";"8,2536";"0,2102";"0,1889";"0,1043"
"2,5800";"0,2119";"0,3401";"8,3222";"0,2119";"0,1904";"0,1050"
"2,6000";"0,2136";"0,3425";"8,3799";"0,2136";"0,1919";"0,1058"
"2,6200";"0,2152";"0,3449";"8,4405";"0,2152";"0,1933";"0,1064"
"2,6400";"0,2169";"0,3478";"8,5110";"0,2169";"0,1949";"0,1072"
"2,6600";"0,2186";"0,3506";"8,5789";"0,2186";"0,1964";"0,1079"
"2,6800";"0,2202";"0,3528";"8,6335";"0,2202";"0,1979";"0,1087"
"2,7000";"0,2219";"0,3551";"8,6900";"0,2219";"0,1993";"0,1094"
"2,7200";"0,2235";"0,3577";"8,7519";"0,2235";"0,2008";"0,1101"
"2,7400";"0,2251";"0,3602";"8,8128";"0,2251";"0,2022";"0,1106"
"2,7600";"0,2268";"0,3627";"8,8760";"0,2268";"0,2037";"0,1112"
"2,7800";"0,2285";"0,3654";"8,9405";"0,2285";"0,2053";"0,1118"
"2,8000";"0,2301";"0,3678";"8,9999";"0,2301";"0,2067";"0,1125"
"2,8200";"0,2318";"0,3705";"9,0647";"0,2318";"0,2082";"0,1132"
"2,8400";"0,2334";"0,3730";"9,1282";"0,2334";"0,2097";"0,1141"
"2,8600";"0,2350";"0,3756";"9,1909";"0,2350";"0,2111";"0,1151"
"2,8800";"0,2367";"0,3782";"9,2540";"0,2367";"0,2126";"0,1160"
"2,9000";"0,2384";"0,3807";"9,3160";"0,2384";"0,2141";"0,1170"
"2,9200";"0,2400";"0,3830";"9,3706";"0,2400";"0,2155";"0,1179"
"2,9400";"0,2417";"0,3855";"9,4340";"0,2417";"0,2171";"0,1189"
"2,9600";"0,2434";"0,3880";"9,4932";"0,2434";"0,2186";"0,1197"
"2,9800";"0,2451";"0,3905";"9,5551";"0,2451";"0,2200";"0,1206"
"3,0000";"0,2468";"0,3932";"9,6216";"0,2468";"0,2216";"0,1214"
"3,0200";"0,2485";"0,3959";"9,6872";"0,2485";"0,2231";"0,1220"
"3,0400";"0,2501";"0,3984";"9,7473";"0,2501";"0,2245";"0,1228"
"3,0600";"0,2518";"0,4008";"9,8073";"0,2518";"0,2261";"0,1233"
"3,0800";"0,2534";"0,4034";"9,8704";"0,2534";"0,2275";"0,1239"
"3,1000";"0,2551";"0,4059";"9,9313";"0,2551";"0,2290";"0,1247"
"3,1200";"0,2568";"0,4085";"9,9963";"0,2568";"0,2306";"0,1257"
"3,1400";"0,2585";"0,4109";"10,0532";"0,2585";"0,2321";"0,1266"
"3,1600";"0,2602";"0,4135";"10,1173";"0,2602";"0,2336";"0,1276"
"3,1800";"0,2619";"0,4160";"10,1803";"0,2619";"0,2351";"0,1286"
"3,2000";"0,2635";"0,4184";"10,2388";"0,2635";"0,2365";"0,1293"
"3,2200";"0,2651";"0,4208";"10,2969";"0,2651";"0,2380";"0,1301"
"3,2400";"0,2669";"0,4235";"10,3615";"0,2669";"0,2396";"0,1303"
"3,2600";"0,2685";"0,4259";"10,4209";"0,2685";"0,2410";"0,1308"
"3,2800";"0,2702";"0,4285";"10,4839";"0,2702";"0,2425";"0,1311"
"3,3000";"0,2719";"0,4311";"10,5492";"0,2719";"0,2440";"0,1320"
"3,3200";"0,2735";"0,4335";"10,6084";"0,2735";"0,2455";"0,1327"
"3,3400";"0,2753";"0,4362";"10,6724";"0,2753";"0,2471";"0,1337"
"3,3600";"0,2770";"0,4386";"10,7331";"0,2770";"0,2486";"0,1346"
"3,3800";"0,2786";"0,4409";"10,7887";"0,2786";"0,2500";"0,1353"
"3,4000";"0,2802";"0,4435";"10,8516";"0,2802";"0,2515";"0,1359"
"3,4200";"0,2819";"0,4460";"10,9140";"0,2818";"0,2530";"0,1365"
"3,4400";"0,2834";"0,4485";"10,9748";"0,2834";"0,2544";"0,1372"
"3,4600";"0,2852";"0,4510";"11,0344";"0,2852";"0,2560";"0,1381"
"3,4800";"0,2868";"0,4533";"11,0923";"0,2868";"0,2575";"0,1389"
"3,5000";"0,2884";"0,4557";"11,1496";"0,2884";"0,2589";"0,1397"
"3,5200";"0,2901";"0,4581";"11,2089";"0,2901";"0,2604";"0,1403"
"3,5400";"0,2917";"0,4604";"11,2657";"0,2917";"0,2618";"0,1409"
"3,5600";"0,2933";"0,4629";"11,3261";"0,2933";"0,2633";"0,1417"
"3,5800";"0,2951";"0,4654";"11,3879";"0,2951";"0,2648";"0,1424"
"3,6000";"0,2967";"0,4679";"11,4485";"0,2967";"0,2663";"0,1432"
"3,6200";"0,2984";"0,4703";"11,5069";"0,2984";"0,2678";"0,1441"
"3,6400";"0,3001";"0,4727";"11,5670";"0,3001";"0,2693";"0,1449"
"3,6600";"0,3017";"0,4752";"11,6273";"0,3017";"0,2708";"0,1456"
"3,6800";"0,3034";"0,4778";"11,6924";"0,3034";"0,2723";"0,1464"
"3,7000";"0,3052";"0,4805";"11,7567";"0,3052";"0,2739";"0,1471"
"3,7200";"0,3068";"0,4828";"11,8136";"0,3068";"0,2754";"0,1475"
"3,7400";"0,3085";"0,4851";"11,8695";"0,3085";"0,2769";"0,1482"
"3,7600";"0,3101";"0,4874";"11,9274";"0,3101";"0,2784";"0,1488"
"3,7800";"0,3118";"0,4898";"11,9848";"0,3117";"0,2798";"0,1493"
"3,8000";"0,3134";"0,4924";"12,0477";"0,3134";"0,2813";"0,1502"
"3,8200";"0,3152";"0,4949";"12,1107";"0,3152";"0,2829";"0,1511"
"3,8400";"0,3168";"0,4975";"12,1730";"0,3168";"0,2844";"0,1521"
"3,8600";"0,3185";"0,5001";"12,2362";"0,3185";"0,2859";"0,1531"
"3,8800";"0,3202";"0,5025";"12,2963";"0,3202";"0,2874";"0,1540"
"3,9000";"0,3218";"0,5048";"12,3508";"0,3218";"0,2889";"0,1551"
"3,9200";"0,3235";"0,5071";"12,4079";"0,3235";"0,2905";"0,1560"
"3,9400";"0,3252";"0,5097";"12,4714";"0,3252";"0,2920";"0,1571"
"3,9600";"0,3269";"0,5120";"12,5288";"0,3269";"0,2935";"0,1580"
"3,9800";"0,3286";"0,5145";"12,5893";"0,3286";"0,2950";"0,1587"
"4,0000";"0,3302";"0,5171";"12,6525";"0,3302";"0,2965";"0,1596"
"4,0200";"0,3319";"0,5195";"12,7117";"0,3319";"0,2980";"0,1604"
"4,0400";"0,3336";"0,5220";"12,7717";"0,3336";"0,2996";"0,1612"
"4,0600";"0,3353";"0,5243";"12,8282";"0,3353";"0,3011";"0,1621"
"4,0800";"0,3369";"0,5265";"12,8823";"0,3369";"0,3025";"0,1631"
"4,1000";"0,3386";"0,5289";"12,9425";"0,3386";"0,3040";"0,1639"
"4,1200";"0,3402";"0,5314";"13,0023";"0,3402";"0,3054";"0,1648"
"4,1400";"0,3418";"0,5336";"13,0570";"0,3418";"0,3069";"0,1657"
"4,1600";"0,3435";"0,5360";"13,1150";"0,3435";"0,3084";"0,1664"
"4,1800";"0,3452";"0,5384";"13,1736";"0,3452";"0,3099";"0,1668"
"4,2000";"0,3468";"0,5408";"13,2323";"0,3468";"0,3113";"0,1673"
"4,2200";"0,3485";"0,5432";"13,2906";"0,3485";"0,3129";"0,1678"
"4,2400";"0,3501";"0,5454";"13,3446";"0,3501";"0,3143";"0,1684"
"4,2600";"0,3517";"0,5476";"13,3988";"0,3517";"0,3157";"0,1690"
"4,2800";"0,3534";"0,5500";"13,4584";"0,3534";"0,3173";"0,1700"
"4,3000";"0,3551";"0,5524";"13,5167";"0,3551";"0,3188";"0,1707"
"4,3200";"0,3567";"0,5547";"13,5734";"0,3567";"0,3203";"0,1713"
"4,3400";"0,3584";"0,5572";"13,6338";"0,3584";"0,3218";"0,1720"
"4,3600";"0,3601";"0,5596";"13,6937";"0,3601";"0,3233";"0,1728"
"4,3800";"0,3617";"0,5620";"13,7528";"0,3617";"0,3248";"0,1737"
"4,4000";"0,3635";"0,5645";"13,8123";"0,3635";"0,3264";"0,1746"
"4,4200";"0,3651";"0,5668";"13,8696";"0,3651";"0,3278";"0,1754"
"4,4400";"0,3668";"0,5691";"13,9254";"0,3668";"0,3293";"0,1762"
"4,4600";"0,3684";"0,5713";"13,9792";"0,3684";"0,3308";"0,1771"
"4,4800";"0,3701";"0,5735";"14,0326";"0,3701";"0,3322";"0,1780"
"4,5000";"0,3718";"0,5758";"14,0904";"0,3718";"0,3338";"0,1787"
"4,5200";"0,3735";"0,5784";"14,1529";"0,3735";"0,3354";"0,1795"
"4,5400";"0,3752";"0,5807";"14,2098";"0,3752";"0,3369";"0,1802"
"4,5600";"0,3768";"0,5830";"14,2662";"0,3768";"0,3384";"0,1808"
"4,5800";"0,3785";"0,5853";"14,3218";"0,3785";"0,3399";"0,1813"
"4,6000";"0,3802";"0,5876";"14,3786";"0,3802";"0,3414";"0,1820"
"4,6200";"0,3819";"0,5900";"14,4356";"0,3819";"0,3430";"0,1825"
"4,6400";"0,3836";"0,5925";"14,4969";"0,3836";"0,3445";"0,1835"
"4,6600";"0,3852";"0,5948";"14,5543";"0,3852";"0,3459";"0,1841"
"4,6800";"0,3869";"0,5973";"14,6144";"0,3869";"0,3474";"0,1850"
"4,7000";"0,3886";"0,5995";"14,6681";"0,3886";"0,3489";"0,1860"
"4,7200";"0,3902";"0,6017";"14,7219";"0,3902";"0,3504";"0,1868"
"4,7400";"0,3920";"0,6041";"14,7810";"0,3920";"0,3520";"0,1876"
"4,7600";"0,3936";"0,6064";"14,8382";"0,3936";"0,3535";"0,1884"
"4,7800";"0,3952";"0,6085";"14,8888";"0,3952";"0,3549";"0,1891"
"4,8000";"0,3969";"0,6107";"14,9430";"0,3969";"0,3564";"0,1899"
"4,8200";"0,3985";"0,6131";"15,0007";"0,3985";"0,3579";"0,1905"
"4,8400";"0,4001";"0,6153";"15,0568";"0,4001";"0,3593";"0,1913"
"4,8600";"0,4018";"0,6177";"15,1142";"0,4018";"0,3609";"0,1921"
"4,8800";"0,4035";"0,6200";"15,1709";"0,4035";"0,3624";"0,1931"
"4,9000";"0,4051";"0,6223";"15,2279";"0,4051";"0,3639";"0,1939"
"4,9200";"0,4068";"0,6246";"15,2826";"0,4068";"0,3654";"0,1946"
"4,9400";"0,4084";"0,6265";"15,3296";"0,4084";"0,3668";"0,1952"
"4,9600";"0,4100";"0,6286";"15,3807";"0,4100";"0,3683";"0,1957"
"4,9800";"0,4117";"0,6311";"15,4420";"0,4117";"0,3698";"0,1965"
"5,0000";"0,4134";"0,6335";"15,5013";"0,4134";"0,3713";"0,1973"
"5,0200";"0,4151";"0,6358";"15,5567";"0,4151";"0,3728";"0,1982"
"5,0400";"0,4168";"0,6380";"15,6101";"0,4167";"0,3743";"0,1992"
"5,0600";"0,4184";"0,6401";"15,6632";"0,4184";"0,3758";"0,2001"
"5,0800";"0,4201";"0,6426";"15,7227";"0,4201";"0,3774";"0,2011"
"5,1000";"0,4219";"0,6449";"15,7803";"0,4219";"0,3790";"0,2019"
"5,1200";"0,4235";"0,6470";"15,8311";"0,4235";"0,3804";"0,2027"
"5,1400";"0,4251";"0,6492";"15,8846";"0,4251";"0,3819";"0,2035"
"5,1600";"0,4268";"0,6515";"15,9417";"0,4268";"0,3834";"0,2043"
"5,1800";"0,4284";"0,6536";"15,9940";"0,4284";"0,3849";"0,2050"
"5,2000";"0,4302";"0,6560";"16,0527";"0,4302";"0,3865";"0,2058"
"5,2200";"0,4319";"0,6584";"16,1103";"0,4319";"0,3880";"0,2066"
"5,2400";"0,4335";"0,6604";"16,1595";"0,4335";"0,3894";"0,2074"
"5,2600";"0,4352";"0,6626";"16,2139";"0,4352";"0,3910";"0,2081"
"5,2800";"0,4368";"0,6648";"16,2679";"0,4368";"0,3924";"0,2090"
"5,3000";"0,4385";"0,6670";"16,3215";"0,4385";"0,3939";"0,2099"
"5,3200";"0,4402";"0,6695";"16,3813";"0,4402";"0,3955";"0,2109"
"5,3400";"0,4419";"0,6718";"16,4380";"0,4419";"0,3970";"0,2118"
"5,3600";"0,4435";"0,6738";"16,4882";"0,4435";"0,3985";"0,2127"
"5,3800";"0,4452";"0,6759";"16,5397";"0,4452";"0,4000";"0,2137"
"5,4000";"0,4469";"0,6781";"16,5916";"0,4469";"0,4015";"0,2144"
"5,4200";"0,4485";"0,6806";"16,6532";"0,4485";"0,4030";"0,2151"
"5,4400";"0,4503";"0,6830";"16,7115";"0,4503";"0,4046";"0,2160"
"5,4600";"0,4520";"0,6851";"16,7644";"0,4520";"0,4061";"0,2169"
"5,4800";"0,4536";"0,6873";"16,8179";"0,4536";"0,4076";"0,2179"
"5,5000";"0,4552";"0,6895";"16,8707";"0,4552";"0,4091";"0,2189"
"5,5200";"0,4568";"0,6914";"16,9185";"0,4568";"0,4105";"0,2197"
"5,5400";"0,4584";"0,6934";"16,9671";"0,4584";"0,4119";"0,2205"
"5,5600";"0,4602";"0,6956";"17,0199";"0,4601";"0,4135";"0,2211"
"5,5800";"0,4618";"0,6977";"17,0718";"0,4618";"0,4150";"0,2216"
"5,6000";"0,4634";"0,7000";"17,1274";"0,4634";"0,4165";"0,2224"
"5,6200";"0,4651";"0,7021";"17,1801";"0,4651";"0,4180";"0,2230"
"5,6400";"0,4667";"0,7042";"17,2320";"0,4667";"0,4194";"0,2238"
"5,6600";"0,4683";"0,7066";"17,2886";"0,4683";"0,4209";"0,2244"
"5,6800";"0,4701";"0,7087";"17,3411";"0,4701";"0,4225";"0,2252"
"5,7000";"0,4717";"0,7107";"17,3894";"0,4717";"0,4240";"0,2258"
"5,7200";"0,4734";"0,7128";"17,4412";"0,4734";"0,4255";"0,2265"
"5,7400";"0,4751";"0,7151";"17,4978";"0,4751";"0,4271";"0,2272"
"5,7600";"0,4767";"0,7173";"17,5507";"0,4767";"0,4286";"0,2279"
"5,7800";"0,4785";"0,7194";"17,6039";"0,4785";"0,4302";"0,2287"
"5,8000";"0,4802";"0,7216";"17,6564";"0,4802";"0,4318";"0,2296"
"5,8200";"0,4818";"0,7237";"17,7094";"0,4818";"0,4332";"0,2303"
"5,8400";"0,4834";"0,7258";"17,7600";"0,4834";"0,4347";"0,2313"
"5,8600";"0,4851";"0,7279";"17,8105";"0,4851";"0,4362";"0,2322"
"5,8800";"0,4867";"0,7301";"17,8637";"0,4867";"0,4377";"0,2331"
"5,9000";"0,4885";"0,7321";"17,9141";"0,4885";"0,4393";"0,2340"
"5,9200";"0,4902";"0,7344";"17,9694";"0,4902";"0,4408";"0,2349"
"5,9400";"0,4918";"0,7365";"18,0218";"0,4918";"0,4423";"0,2359"
"5,9600";"0,4935";"0,7388";"18,0767";"0,4935";"0,4439";"0,2368"
"5,9800";"0,4952";"0,7408";"18,1270";"0,4952";"0,4454";"0,2377"
"6,0000";"0,4968";"0,7428";"18,1747";"0,4968";"0,4468";"0,2385"
"6,0200";"0,4986";"0,7449";"18,2279";"0,4986";"0,4484";"0,2392"
"6,0400";"0,5002";"0,7470";"18,2774";"0,5002";"0,4500";"0,2399"
"6,0600";"0,5019";"0,7490";"18,3283";"0,5019";"0,4515";"0,2406"
"6,0800";"0,5036";"0,7512";"18,3810";"0,5036";"0,4530";"0,2412"
"6,1000";"0,5052";"0,7533";"18,4320";"0,5052";"0,4545";"0,2422"
"6,1200";"0,5069";"0,7555";"18,4861";"0,5069";"0,4560";"0,2434"
"6,1400";"0,5086";"0,7576";"18,5373";"0,5086";"0,4576";"0,2444"
"6,1600";"0,5103";"0,7597";"18,5898";"0,5103";"0,4591";"0,2455"
"6,1800";"0,5119";"0,7618";"18,6405";"0,5119";"0,4606";"0,2465"
"6,2000";"0,5135";"0,7638";"18,6902";"0,5135";"0,4621";"0,2471"
"6,2200";"0,5151";"0,7657";"18,7367";"0,5151";"0,4636";"0,2480"
"6,2400";"0,5168";"0,7678";"18,7874";"0,5168";"0,4651";"0,2488"
"6,2600";"0,5185";"0,7701";"18,8433";"0,5185";"0,4666";"0,2498"
"6,2800";"0,5201";"0,7722";"18,8939";"0,5201";"0,4681";"0,2508"
"6,3000";"0,5218";"0,7742";"18,9450";"0,5218";"0,4696";"0,2517"
"6,3200";"0,5235";"0,7761";"18,9916";"0,5235";"0,4711";"0,2527"
"6,3400";"0,5251";"0,7780";"19,0358";"0,5251";"0,4726";"0,2534"
"6,3600";"0,5267";"0,7801";"19,0894";"0,5267";"0,4741";"0,2540"
"6,3800";"0,5284";"0,7822";"19,1388";"0,5284";"0,4757";"0,2546"
"6,4000";"0,5300";"0,7842";"19,1878";"0,5300";"0,4772";"0,2550"
