Tempo;Deslocamento;Força;Tensão à tração;Deformação à tração (Deslocamento);Extens Bi Axial - Connector 6;Extens Bi Trans - Conector 5
"0,8200";"0,0654";"0,1109";"2,7177";"0,0654";"0,0000";"0,0000"
"0,8400";"0,0670";"0,1136";"2,7835";"0,0670";"0,0000";"0,0000"
"0,8600";"0,0687";"0,1164";"2,8522";"0,0687";"0,0000";"0,0000"
"0,8800";"0,0704";"0,1193";"2,9214";"0,0704";"0,0000";"0,0000"
"0,9000";"0,0720";"0,1218";"2,9845";"0,0720";"0,0000";"0,0000"
"0,9200";"0,0737";"0,1245";"3,0497";"0,0737";"0,0000";"0,0000"
"0,9400";"0,0754";"0,1273";"3,1184";"0,0753";"0,0000";"0,0000"
"0,9600";"0,0769";"0,1299";"3,1828";"0,0769";"0,0000";"0,0000"
"0,9800";"0,0786";"0,1328";"3,2534";"0,0786";"0,0000";"0,0000"
"1,0000";"0,0803";"0,1356";"3,3229";"0,0803";"0,0000";"0,0000"
"1,0200";"0,0819";"0,1382";"3,3863";"0,0819";"0,0000";"0,0000"
"1,0400";"0,0836";"0,1409";"3,4512";"0,0836";"0,0000";"0,0000"
"1,0600";"0,0853";"0,1439";"3,5246";"0,0853";"0,0000";"0,0000"
"1,0800";"0,0869";"0,1467";"3,5949";"0,0869";"0,0000";"0,0000"
"1,1000";"0,0887";"0,1495";"3,6635";"0,0887";"0,0000";"0,0000"
"1,1200";"0,0904";"0,1521";"3,7258";"0,0904";"0,0000";"0,0000"
"1,1400";"0,0920";"0,1549";"3,7937";"0,0920";"0,0000";"0,0000"
"1,1600";"0,0937";"0,1576";"3,8611";"0,0937";"0,0000";"0,0000"
"1,1800";"0,0953";"0,1603";"3,9266";"0,0953";"0,0000";"0,0000"
"1,2000";"0,0970";"0,1632";"3,9974";"0,0970";"0,0000";"0,0000"
"1,2200";"0,0987";"0,1661";"4,0686";"0,0987";"0,0000";"0,0000"
"1,2400";"0,1004";"0,1688";"4,1361";"0,1004";"0,0000";"0,0000"
"1,2600";"0,1020";"0,1716";"4,2040";"0,1020";"0,0000";"0,0000"
"1,2800";"0,1037";"0,1743";"4,2692";"0,1037";"0,0000";"0,0000"
"1,3000";"0,1054";"0,1769";"4,3340";"0,1054";"0,0000";"0,0000"
"1,3200";"0,1070";"0,1797";"4,4016";"0,1070";"0,0000";"0,0000"
"1,3400";"0,1087";"0,1824";"4,4694";"0,1087";"0,0000";"0,0000"
"1,3600";"0,1104";"0,1853";"4,5403";"0,1104";"0,0000";"0,0000"
"1,3800";"0,1121";"0,1881";"4,6075";"0,1121";"0,0000";"0,0000"
"1,4000";"0,1138";"0,1908";"4,6743";"0,1138";"0,0000";"0,0000"
"1,4200";"0,1154";"0,1935";"4,7415";"0,1154";"0,0000";"0,0000"
"1,4400";"0,1171";"0,1964";"4,8106";"0,1171";"0,0000";"0,0000"
"1,4600";"0,1189";"0,1993";"4,8822";"0,1189";"0,0000";"0,0000"
"1,4800";"0,1205";"0,2019";"4,9461";"0,1205";"0,0000";"0,0000"
"1,5000";"0,1221";"0,2046";"5,0122";"0,1221";"0,0000";"0,0000"
"1,5200";"0,1238";"0,2072";"5,0748";"0,1238";"0,0000";"0,0000"
"1,5400";"0,1254";"0,2096";"5,1356";"0,1254";"0,0000";"0,0000"
"1,5600";"0,1270";"0,2124";"5,2032";"0,1270";"0,0000";"0,0000"
"1,5800";"0,1287";"0,2153";"5,2750";"0,1287";"0,0000";"0,0000"
"1,6000";"0,1304";"0,2181";"5,3419";"0,1304";"0,0000";"0,0000"
"1,6200";"0,1320";"0,2208";"5,4098";"0,1320";"0,0000";"0,0000"
"1,6400";"0,1336";"0,2233";"5,4709";"0,1336";"0,0000";"0,0000"
"1,6600";"0,1352";"0,2258";"5,5311";"0,1352";"0,0000";"0,0000"
"1,6800";"0,1369";"0,2285";"5,5972";"0,1369";"0,0000";"0,0000"
"1,7000";"0,1386";"0,2313";"5,6653";"0,1386";"0,0000";"0,0000"
"1,7200";"0,1403";"0,2341";"5,7358";"0,1403";"0,0000";"0,0000"
"1,7400";"0,1420";"0,2369";"5,8036";"0,1420";"0,0000";"0,0000"
"1,7600";"0,1436";"0,2395";"5,8681";"0,1436";"0,0000";"0,0000"
"1,7800";"0,1453";"0,2422";"5,9332";"0,1453";"0,0000";"0,0000"
"1,8000";"0,1470";"0,2450";"6,0024";"0,1470";"0,0000";"0,0000"
"1,8200";"0,1487";"0,2478";"6,0703";"0,1487";"0,0000";"0,0000"
"1,8400";"0,1503";"0,2502";"6,1304";"0,1503";"0,0000";"0,0000"
"1,8600";"0,1520";"0,2528";"6,1933";"0,1520";"0,0000";"0,0000"
"1,8800";"0,1536";"0,2556";"6,2625";"0,1536";"0,0000";"0,0000"
"1,9000";"0,1553";"0,2585";"6,3321";"0,1553";"0,0000";"0,0000"
"1,9200";"0,1570";"0,2612";"6,3997";"0,1570";"0,0000";"0,0000"
"1,9400";"0,1587";"0,2637";"6,4612";"0,1587";"0,0000";"0,0000"
"1,9600";"0,1603";"0,2664";"6,5264";"0,1603";"0,0000";"0,0000"
"1,9800";"0,1620";"0,2692";"6,5957";"0,1620";"0,0000";"0,0000"
"2,0000";"0,1637";"0,2720";"6,6626";"0,1637";"0,0000";"0,0000"
"2,0200";"0,1654";"0,2746";"6,7283";"0,1654";"0,0000";"0,0000"
"2,0400";"0,1671";"0,2774";"6,7965";"0,1671";"0,0000";"0,0000"
"2,0600";"0,1688";"0,2801";"6,8628";"0,1688";"0,0000";"0,0000"
"2,0800";"0,1704";"0,2827";"6,9248";"0,1704";"0,0000";"0,0000"
"2,1000";"0,1721";"0,2853";"6,9903";"0,1721";"0,0000";"0,0000"
"2,1200";"0,1738";"0,2879";"7,0521";"0,1738";"0,0000";"0,0000"
"2,1400";"0,1755";"0,2907";"7,1228";"0,1755";"0,0000";"0,0000"
"2,1600";"0,1772";"0,2936";"7,1920";"0,1772";"0,0000";"0,0000"
"2,1800";"0,1788";"0,2960";"7,2520";"0,1788";"0,0000";"0,0000"
"2,2000";"0,1804";"0,2988";"7,3195";"0,1804";"0,0000";"0,0000"
"2,2200";"0,1821";"0,3014";"7,3831";"0,1821";"0,0000";"0,0000"
"2,2400";"0,1836";"0,3038";"7,4418";"0,1836";"0,0000";"0,0000"
"2,2600";"0,1853";"0,3065";"7,5079";"0,1853";"0,0000";"0,0000"
"2,2800";"0,1870";"0,3090";"7,5710";"0,1870";"0,0000";"0,0000"
"2,3000";"0,1887";"0,3118";"7,6379";"0,1887";"0,0000";"0,0000"
"2,3200";"0,1904";"0,3143";"7,7010";"0,1904";"0,0000";"0,0000"
"2,3400";"0,1920";"0,3168";"7,7616";"0,1920";"0,0000";"0,0000"
"2,3600";"0,1936";"0,3193";"7,8222";"0,1936";"0,0000";"0,0000"
"2,3800";"0,1953";"0,3221";"7,8917";"0,1953";"0,0000";"0,0000"
"2,4000";"0,1970";"0,3249";"7,9602";"0,1970";"0,0000";"0,0000"
"2,4200";"0,1986";"0,3276";"8,0263";"0,1986";"0,0000";"0,0000"
"2,4400";"0,2003";"0,3303";"8,0927";"0,2003";"0,0000";"0,0000"
"2,4600";"0,2020";"0,3329";"8,1554";"0,2020";"0,0000";"0,0000"
"2,4800";"0,2036";"0,3354";"8,2174";"0,2036";"0,0000";"0,0000"
"2,5000";"0,2053";"0,3381";"8,2841";"0,2053";"0,0000";"0,0000"
"2,5200";"0,2070";"0,3409";"8,3508";"0,2070";"0,0000";"0,0000"
"2,5400";"0,2087";"0,3435";"8,4152";"0,2087";"0,0000";"0,0000"
"2,5600";"0,2103";"0,3460";"8,4757";"0,2103";"0,0000";"0,0000"
"2,5800";"0,2120";"0,3484";"8,5352";"0,2120";"0,0000";"0,0000"
"2,6000";"0,2136";"0,3512";"8,6031";"0,2136";"0,0000";"0,0000"
"2,6200";"0,2154";"0,3539";"8,6698";"0,2154";"0,0000";"0,0000"
"2,6400";"0,2171";"0,3565";"8,7329";"0,2171";"0,0000";"0,0000"
"2,6600";"0,2187";"0,3590";"8,7956";"0,2187";"0,0000";"0,0000"
"2,6800";"0,2204";"0,3617";"8,8611";"0,2204";"0,0000";"0,0000"
"2,7000";"0,2221";"0,3643";"8,9242";"0,2221";"0,0000";"0,0000"
"2,7200";"0,2237";"0,3669";"8,9893";"0,2237";"0,0000";"0,0000"
"2,7400";"0,2255";"0,3697";"9,0563";"0,2255";"0,0000";"0,0000"
"2,7600";"0,2271";"0,3723";"9,1211";"0,2271";"0,0000";"0,0000"
"2,7800";"0,2287";"0,3749";"9,1844";"0,2287";"0,0000";"0,0000"
"2,8000";"0,2304";"0,3773";"9,2434";"0,2304";"0,0000";"0,0000"
"2,8200";"0,2321";"0,3798";"9,3039";"0,2321";"0,0000";"0,0000"
"2,8400";"0,2338";"0,3826";"9,3735";"0,2338";"0,0000";"0,0000"
"2,8600";"0,2355";"0,3853";"9,4382";"0,2355";"0,0000";"0,0000"
"2,8800";"0,2371";"0,3878";"9,5002";"0,2371";"0,0000";"0,0000"
"2,9000";"0,2388";"0,3905";"9,5654";"0,2388";"0,0000";"0,0000"
"2,9200";"0,2404";"0,3930";"9,6287";"0,2404";"0,0000";"0,0000"
"2,9400";"0,2420";"0,3955";"9,6894";"0,2420";"0,0000";"0,0000"
"2,9600";"0,2437";"0,3981";"9,7519";"0,2437";"0,0000";"0,0000"
"2,9800";"0,2454";"0,4006";"9,8141";"0,2454";"0,0000";"0,0000"
"3,0000";"0,2470";"0,4030";"9,8731";"0,2470";"0,0000";"0,0000"
"3,0200";"0,2487";"0,4057";"9,9380";"0,2487";"0,0000";"0,0000"
"3,0400";"0,2503";"0,4083";"10,0033";"0,2503";"0,0000";"0,0000"
"3,0600";"0,2519";"0,4108";"10,0642";"0,2519";"0,0000";"0,0000"
"3,0800";"0,2536";"0,4133";"10,1243";"0,2536";"0,0000";"0,0000"
"3,1000";"0,2553";"0,4158";"10,1868";"0,2553";"0,0000";"0,0000"
"3,1200";"0,2569";"0,4185";"10,2520";"0,2569";"0,0000";"0,0000"
"3,1400";"0,2586";"0,4211";"10,3161";"0,2586";"0,0000";"0,0000"
"3,1600";"0,2603";"0,4236";"10,3770";"0,2603";"0,0000";"0,0000"
"3,1800";"0,2619";"0,4260";"10,4373";"0,2619";"0,0000";"0,0000"
"3,2000";"0,2637";"0,4288";"10,5058";"0,2637";"0,0000";"0,0000"
"3,2200";"0,2654";"0,4313";"10,5665";"0,2654";"0,0000";"0,0000"
"3,2400";"0,2670";"0,4339";"10,6300";"0,2670";"0,0000";"0,0000"
"3,2600";"0,2687";"0,4366";"10,6955";"0,2687";"0,0000";"0,0000"
"3,2800";"0,2703";"0,4391";"10,7576";"0,2703";"0,0000";"0,0000"
"3,3000";"0,2720";"0,4417";"10,8209";"0,2720";"0,0000";"0,0000"
"3,3200";"0,2737";"0,4442";"10,8825";"0,2737";"0,0000";"0,0000"
"3,3400";"0,2754";"0,4466";"10,9420";"0,2754";"0,0000";"0,0000"
"3,3600";"0,2770";"0,4493";"11,0062";"0,2770";"0,0000";"0,0000"
"3,3800";"0,2787";"0,4519";"11,0697";"0,2787";"0,0000";"0,0000"
"3,4000";"0,2803";"0,4545";"11,1352";"0,2803";"0,0000";"0,0000"
"3,4200";"0,2820";"0,4572";"11,1997";"0,2820";"0,0000";"0,0000"
"3,4400";"0,2838";"0,4596";"11,2599";"0,2838";"0,0000";"0,0000"
"3,4600";"0,2854";"0,4620";"11,3189";"0,2854";"0,0000";"0,0000"
"3,4800";"0,2871";"0,4645";"11,3791";"0,2871";"0,0000";"0,0000"
"3,5000";"0,2888";"0,4670";"11,4402";"0,2888";"0,0000";"0,0000"
"3,5200";"0,2904";"0,4695";"11,5028";"0,2904";"0,0000";"0,0000"
"3,5400";"0,2922";"0,4722";"11,5689";"0,2922";"0,0000";"0,0000"
"3,5600";"0,2939";"0,4750";"11,6359";"0,2939";"0,0000";"0,0000"
"3,5800";"0,2955";"0,4774";"11,6953";"0,2955";"0,0000";"0,0000"
"3,6000";"0,2971";"0,4797";"11,7527";"0,2971";"0,0000";"0,0000"
"3,6200";"0,2987";"0,4822";"11,8129";"0,2987";"0,0000";"0,0000"
"3,6400";"0,3003";"0,4846";"11,8707";"0,3003";"0,0000";"0,0000"
"3,6600";"0,3020";"0,4871";"11,9331";"0,3020";"0,0000";"0,0000"
"3,6800";"0,3037";"0,4897";"11,9961";"0,3037";"0,0000";"0,0000"
"3,7000";"0,3053";"0,4921";"12,0556";"0,3053";"0,0000";"0,0000"
"3,7200";"0,3070";"0,4945";"12,1140";"0,3070";"0,0000";"0,0000"
"3,7400";"0,3086";"0,4969";"12,1741";"0,3086";"0,0000";"0,0000"
"3,7600";"0,3102";"0,4994";"12,2342";"0,3102";"0,0000";"0,0000"
"3,7800";"0,3120";"0,5019";"12,2968";"0,3120";"0,0000";"0,0000"
"3,8000";"0,3136";"0,5044";"12,3575";"0,3136";"0,0000";"0,0000"
"3,8200";"0,3153";"0,5070";"12,4195";"0,3153";"0,0000";"0,0000"
"3,8400";"0,3170";"0,5094";"12,4789";"0,3170";"0,0000";"0,0000"
"3,8600";"0,3186";"0,5119";"12,5397";"0,3186";"0,0000";"0,0000"
"3,8800";"0,3203";"0,5145";"12,6039";"0,3203";"0,0000";"0,0000"
"3,9000";"0,3221";"0,5170";"12,6654";"0,3221";"0,0000";"0,0000"
"3,9200";"0,3237";"0,5195";"12,7270";"0,3237";"0,0000";"0,0000"
"3,9400";"0,3253";"0,5221";"12,7901";"0,3253";"0,0000";"0,0000"
"3,9600";"0,3270";"0,5246";"12,8525";"0,3270";"0,0000";"0,0000"
"3,9800";"0,3286";"0,5270";"12,9111";"0,3286";"0,0000";"0,0000"
"4,0000";"0,3303";"0,5294";"12,9704";"0,3303";"0,0000";"0,0000"
"4,0200";"0,3320";"0,5321";"13,0353";"0,3320";"0,0000";"0,0000"
"4,0400";"0,3337";"0,5344";"13,0926";"0,3337";"0,0000";"0,0000"
"4,0600";"0,3354";"0,5369";"13,1541";"0,3354";"0,0000";"0,0000"
"4,0800";"0,3371";"0,5395";"13,2180";"0,3371";"0,0000";"0,0000"
"4,1000";"0,3387";"0,5417";"13,2709";"0,3387";"0,0000";"0,0000"
"4,1200";"0,3404";"0,5443";"13,3349";"0,3404";"0,0000";"0,0000"
"4,1400";"0,3421";"0,5469";"13,3987";"0,3421";"0,0000";"0,0000"
"4,1600";"0,3438";"0,5492";"13,4551";"0,3438";"0,0000";"0,0000"
"4,1800";"0,3454";"0,5516";"13,5123";"0,3454";"0,0000";"0,0000"
"4,2000";"0,3471";"0,5538";"13,5683";"0,3471";"0,0000";"0,0000"
"4,2200";"0,3487";"0,5564";"13,6302";"0,3487";"0,0000";"0,0000"
"4,2400";"0,3505";"0,5591";"13,6963";"0,3505";"0,0000";"0,0000"
"4,2600";"0,3522";"0,5615";"13,7563";"0,3522";"0,0000";"0,0000"
"4,2800";"0,3538";"0,5639";"13,8154";"0,3538";"0,0000";"0,0000"
"4,3000";"0,3554";"0,5664";"13,8761";"0,3554";"0,0000";"0,0000"
"4,3200";"0,3570";"0,5686";"13,9287";"0,3570";"0,0000";"0,0000"
"4,3400";"0,3586";"0,5708";"13,9837";"0,3586";"0,0000";"0,0000"
"4,3600";"0,3604";"0,5733";"14,0456";"0,3604";"0,0000";"0,0000"
"4,3800";"0,3620";"0,5758";"14,1062";"0,3620";"0,0000";"0,0000"
"4,4000";"0,3637";"0,5783";"14,1676";"0,3637";"0,0000";"0,0000"
"4,4200";"0,3654";"0,5806";"14,2228";"0,3654";"0,0000";"0,0000"
"4,4400";"0,3670";"0,5827";"14,2759";"0,3670";"0,0000";"0,0000"
"4,4600";"0,3686";"0,5851";"14,3331";"0,3686";"0,0000";"0,0000"
"4,4800";"0,3703";"0,5878";"14,3992";"0,3703";"0,0000";"0,0000"
"4,5000";"0,3719";"0,5901";"14,4567";"0,3719";"0,0000";"0,0000"
"4,5200";"0,3736";"0,5925";"14,5155";"0,3736";"0,0000";"0,0000"
"4,5400";"0,3753";"0,5950";"14,5770";"0,3753";"0,0000";"0,0000"
"4,5600";"0,3769";"0,5974";"14,6343";"0,3769";"0,0000";"0,0001"
"4,5800";"0,3787";"0,6000";"14,6991";"0,3787";"0,0000";"0,0000"
"4,6000";"0,3804";"0,6025";"14,7605";"0,3804";"0,0000";"0,0000"
"4,6200";"0,3820";"0,6048";"14,8168";"0,3820";"0,0000";"0,0000"
"4,6400";"0,3837";"0,6071";"14,8732";"0,3837";"0,0000";"0,0000"
"4,6600";"0,3854";"0,6095";"14,9315";"0,3854";"0,0000";"0,0000"
"4,6800";"0,3870";"0,6119";"14,9901";"0,3870";"0,0000";"0,0000"
"4,7000";"0,3887";"0,6144";"15,0526";"0,3887";"0,0000";"0,0000"
"4,7200";"0,3904";"0,6168";"15,1095";"0,3904";"0,0000";"0,0000"
"4,7400";"0,3921";"0,6190";"15,1636";"0,3921";"0,0000";"0,0000"
"4,7600";"0,3937";"0,6214";"15,2240";"0,3937";"0,0000";"0,0000"
"4,7800";"0,3954";"0,6238";"15,2827";"0,3954";"0,0000";"0,0000"
"4,8000";"0,3970";"0,6260";"15,3357";"0,3970";"0,0000";"0,0000"
"4,8200";"0,3987";"0,6285";"15,3967";"0,3987";"0,0000";"0,0000"
"4,8400";"0,4004";"0,6308";"15,4542";"0,4004";"0,0000";"0,0000"
"4,8600";"0,4021";"0,6332";"15,5118";"0,4021";"0,0000";"0,0000"
"4,8800";"0,4038";"0,6356";"15,5703";"0,4038";"0,0000";"0,0000"
"4,9000";"0,4054";"0,6380";"15,6310";"0,4054";"0,0000";"0,0000"
"4,9200";"0,4071";"0,6404";"15,6881";"0,4071";"0,0000";"0,0000"
"4,9400";"0,4089";"0,6429";"15,7502";"0,4089";"0,0000";"0,0000"
"4,9600";"0,4105";"0,6451";"15,8048";"0,4105";"0,0000";"0,0000"
"4,9800";"0,4121";"0,6473";"15,8574";"0,4121";"0,0000";"0,0000"
"5,0000";"0,4138";"0,6497";"15,9155";"0,4138";"0,0000";"0,0000"
"5,0200";"0,4154";"0,6519";"15,9708";"0,4154";"0,0000";"0,0001"
"5,0400";"0,4170";"0,6542";"16,0273";"0,4170";"0,0000";"0,0001"
"5,0600";"0,4187";"0,6567";"16,0877";"0,4187";"0,0000";"0,0000"
"5,0800";"0,4204";"0,6589";"16,1426";"0,4204";"0,0000";"0,0000"
"5,1000";"0,4220";"0,6610";"16,1942";"0,4220";"0,0000";"0,0000"
"5,1200";"0,4237";"0,6632";"16,2479";"0,4237";"0,0000";"0,0000"
"5,1400";"0,4253";"0,6655";"16,3041";"0,4253";"0,0000";"0,0000"
"5,1600";"0,4269";"0,6678";"16,3608";"0,4269";"0,0000";"0,0000"
"5,1800";"0,4286";"0,6702";"16,4179";"0,4286";"0,0000";"0,0000"
"5,2000";"0,4303";"0,6725";"16,4757";"0,4303";"0,0000";"0,0000"
"5,2200";"0,4319";"0,6748";"16,5319";"0,4319";"0,0000";"0,0000"
"5,2400";"0,4336";"0,6772";"16,5907";"0,4336";"0,0000";"0,0000"
"5,2600";"0,4353";"0,6795";"16,6466";"0,4353";"0,0000";"0,0000"
"5,2800";"0,4370";"0,6820";"16,7073";"0,4370";"0,0000";"0,0000"
"5,3000";"0,4387";"0,6843";"16,7654";"0,4387";"0,0000";"0,0000"
"5,3200";"0,4403";"0,6866";"16,8196";"0,4403";"0,0000";"0,0000"
"5,3400";"0,4420";"0,6889";"16,8763";"0,4420";"0,0000";"0,0000"
"5,3600";"0,4437";"0,6912";"16,9327";"0,4437";"0,0000";"0,0000"
"5,3800";"0,4453";"0,6933";"16,9855";"0,4453";"0,0000";"0,0000"
"5,4000";"0,4470";"0,6958";"17,0448";"0,4470";"0,0000";"0,0000"
"5,4200";"0,4487";"0,6983";"17,1070";"0,4487";"0,0000";"0,0000"
"5,4400";"0,4504";"0,7005";"17,1609";"0,4504";"0,0000";"0,0000"
"5,4600";"0,4521";"0,7027";"17,2160";"0,4521";"0,0000";"0,0000"
"5,4800";"0,4537";"0,7051";"17,2745";"0,4537";"0,0000";"0,0000"
"5,5000";"0,4554";"0,7074";"17,3312";"0,4554";"0,0000";"0,0000"
"5,5200";"0,4571";"0,7098";"17,3878";"0,4571";"0,0000";"0,0000"
"5,5400";"0,4588";"0,7119";"17,4408";"0,4588";"0,0000";"0,0000"
"5,5600";"0,4604";"0,7142";"17,4972";"0,4604";"0,0000";"0,0000"
"5,5800";"0,4621";"0,7165";"17,5536";"0,4621";"0,0000";"0,0000"
"5,6000";"0,4638";"0,7187";"17,6081";"0,4638";"0,0000";"0,0000"
"5,6200";"0,4654";"0,7209";"17,6610";"0,4654";"0,0000";"0,0000"
"5,6400";"0,4672";"0,7232";"17,7184";"0,4672";"0,0000";"0,0000"
"5,6600";"0,4688";"0,7255";"17,7745";"0,4688";"0,0000";"0,0000"
"5,6800";"0,4704";"0,7276";"17,8244";"0,4704";"0,0000";"0,0000"
"5,7000";"0,4721";"0,7297";"17,8757";"0,4721";"0,0000";"0,0000"
"5,7200";"0,4737";"0,7319";"17,9312";"0,4737";"0,0000";"0,0000"
"5,7400";"0,4753";"0,7343";"17,9887";"0,4753";"0,0000";"0,0000"
"5,7600";"0,4770";"0,7367";"18,0475";"0,4770";"0,0000";"0,0000"
"5,7800";"0,4787";"0,7390";"18,1034";"0,4787";"0,0000";"0,0000"
"5,8000";"0,4803";"0,7412";"18,1572";"0,4803";"0,0000";"0,0000"
"5,8200";"0,4820";"0,7433";"18,2090";"0,4820";"0,0000";"0,0000"
"5,8400";"0,4836";"0,7453";"18,2597";"0,4836";"0,0000";"0,0000"
"5,8600";"0,4852";"0,7474";"18,3106";"0,4852";"0,0000";"0,0000"
"5,8800";"0,4870";"0,7498";"18,3684";"0,4870";"0,0000";"0,0000"
"5,9000";"0,4886";"0,7519";"18,4206";"0,4886";"0,0000";"0,0000"
"5,9200";"0,4903";"0,7541";"18,4745";"0,4903";"0,0000";"0,0000"
"5,9400";"0,4920";"0,7563";"18,5273";"0,4920";"0,0000";"0,0000"
"5,9600";"0,4936";"0,7586";"18,5837";"0,4936";"0,0000";"0,0000"
"5,9800";"0,4953";"0,7608";"18,6378";"0,4953";"0,0000";"0,0000"
"6,0000";"0,4971";"0,7630";"18,6919";"0,4971";"0,0000";"0,0000"
"6,0200";"0,4987";"0,7653";"18,7489";"0,4987";"0,0000";"0,0000"
"6,0400";"0,5003";"0,7674";"18,8008";"0,5003";"0,0000";"0,0000"
"6,0600";"0,5020";"0,7696";"18,8541";"0,5020";"0,0000";"0,0000"
"6,0800";"0,5036";"0,7717";"18,9064";"0,5036";"0,0000";"0,0000"
"6,1000";"0,5054";"0,7740";"18,9620";"0,5054";"0,0000";"0,0000"
"6,1200";"0,5071";"0,7762";"19,0157";"0,5071";"0,0000";"0,0000"
"6,1400";"0,5087";"0,7785";"19,0718";"0,5087";"0,0000";"0,0000"
"6,1600";"0,5104";"0,7808";"19,1276";"0,5104";"0,0000";"0,0000"
"6,1800";"0,5120";"0,7830";"19,1820";"0,5120";"0,0000";"0,0000"
"6,2000";"0,5137";"0,7849";"19,2280";"0,5137";"0,0000";"0,0000"
"6,2200";"0,5155";"0,7871";"19,2822";"0,5154";"0,0000";"0,0000"
"6,2400";"0,5171";"0,7893";"19,3359";"0,5171";"0,0000";"0,0000"
"6,2600";"0,5187";"0,7914";"19,3868";"0,5187";"0,0000";"0,0000"
"6,2800";"0,5204";"0,7937";"19,4437";"0,5204";"0,0000";"0,0000"
"6,3000";"0,5221";"0,7959";"19,4972";"0,5221";"0,0000";"0,0000"
"6,3200";"0,5238";"0,7980";"19,5490";"0,5238";"0,0000";"0,0000"
"6,3400";"0,5255";"0,8002";"19,6024";"0,5255";"0,0000";"0,0000"
"6,3600";"0,5271";"0,8023";"19,6539";"0,5271";"0,0000";"0,0000"
"6,3800";"0,5288";"0,8044";"19,7065";"0,5288";"0,0000";"0,0000"
"6,4000";"0,5304";"0,8065";"19,7591";"0,5304";"0,0000";"0,0000"
